zipcode,state,population,combined_all_facilities,combined_all_facilities_capped_viz
37716,TN,25920.0,5,5.0
91935,CA,8841.0,5,5.0
61032,IL,29110.0,5,5.0
36606,AL,19042.0,5,5.0
33010,FL,43902.0,5,5.0
43606,OH,25671.0,5,5.0
03079,NH,30095.0,5,5.0
56345,MN,15058.0,5,5.0
85901,AZ,18701.0,5,5.0
37841,TN,9443.0,5,5.0
97801,OR,21882.0,5,5.0
97216,OR,17488.0,5,5.0
98607,WA,35054.0,5,5.0
98168,WA,36389.0,5,5.0
44132,OH,14524.0,5,5.0
29072,SC,65060.0,5,5.0
61021,IL,22984.0,5,5.0
33056,FL,36556.0,5,5.0
36527,AL,18034.0,5,5.0
33054,FL,30352.0,5,5.0
01103,MA,2545.0,5,5.0
63127,MO,5642.0,5,5.0
56301,MN,33786.0,5,5.0
92120,CA,30768.0,5,5.0
45891,OH,15633.0,5,5.0
45402,OH,10735.0,5,5.0
63640,MO,29145.0,5,5.0
85714,AZ,14232.0,5,5.0
72712,AR,38053.0,5,5.0
38024,TN,26518.0,5,5.0
44240,OH,38354.0,5,5.0
98944,WA,22412.0,5,5.0
99352,WA,35762.0,5,5.0
60126,IL,48147.0,5,5.0
56258,MN,15480.0,5,5.0
52501,IA,30313.0,5,5.0
43605,OH,25007.0,5,5.0
63122,MO,41319.0,5,5.0
01772,MA,10017.0,5,5.0
92130,CA,61595.0,5,5.0
02842,RI,17115.0,5,5.0
34233,FL,18723.0,5,5.0
98901,WA,32351.0,5,5.0
98584,WA,39266.0,5,5.0
60406,IL,24011.0,5,5.0
62959,IL,27629.0,5,5.0
60804,IL,85673.0,5,5.0
06708,CT,30345.0,5,5.0
01603,MA,22417.0,5,5.0
02905,RI,26334.0,5,5.0
92101,CA,47505.0,5,5.0
92123,CA,30937.0,5,5.0
30680,GA,46629.0,5,5.0
30701,GA,41694.0,5,5.0
32724,FL,40559.0,5,5.0
30830,GA,14885.0,5,5.0
77030,TX,13221.0,5,5.0
06511,CT,55879.0,5,5.0
01852,MA,36708.0,5,5.0
54409,WI,12827.0,5,5.0
12047,NY,23347.0,5,5.0
12477,NY,18559.0,5,5.0
98366,WA,36969.0,5,5.0
98520,WA,24086.0,5,5.0
61401,IL,31169.0,5,5.0
75238,TX,32801.0,5,5.0
63119,MO,34793.0,5,5.0
77076,TX,32349.0,5,5.0
43537,OH,29075.0,5,5.0
25550,WV,8432.0,5,5.0
94306,CA,28659.0,5,5.0
76701,TX,1674.0,5,5.0
92604,CA,27151.0,5,5.0
05401,VT,32059.0,5,5.0
60620,IL,66514.0,5,5.0
98502,WA,35698.0,5,5.0
90013,CA,15589.0,5,5.0
23831,VA,37216.0,5,5.0
23805,VA,19656.0,5,5.0
95822,CA,45215.0,5,5.0
38117,TN,27138.0,5,5.0
94303,CA,48281.0,5,5.0
93704,CA,28573.0,5,5.0
93703,CA,34840.0,5,5.0
81611,CO,9637.0,5,5.0
92307,CA,41649.0,5,5.0
77024,TX,39565.0,5,5.0
19132,PA,33926.0,5,5.0
24015,VA,15973.0,5,5.0
92404,CA,64270.0,5,5.0
92009,CA,44816.0,5,5.0
33837,FL,36302.0,5,5.0
92505,CA,50919.0,5,5.0
83706,ID,34446.0,5,5.0
03246,NH,16905.0,5,5.0
45804,OH,14573.0,5,5.0
42301,KY,44883.0,5,5.0
84341,UT,24181.0,5,5.0
46902,IN,36038.0,5,5.0
60622,IL,55075.0,5,5.0
48858,MI,41844.0,5,5.0
72764,AR,60786.0,5,5.0
93550,CA,82379.0,5,5.0
86326,AZ,24465.0,5,5.0
92311,CA,34524.0,5,5.0
72209,AR,31641.0,5,5.0
44646,OH,47973.0,5,5.0
44483,OH,24840.0,5,5.0
73034,OK,47553.0,5,5.0
98948,WA,13416.0,5,5.0
99901,AK,13942.0,5,5.0
55792,MN,9827.0,5,5.0
81212,CO,31643.0,5,5.0
71269,LA,12343.0,5,5.0
93455,CA,45282.0,5,5.0
55905,MN,0.0,5,5.0
48146,MI,40245.0,5,5.0
92225,CA,21104.0,5,5.0
93609,CA,5694.0,5,5.0
93702,CA,45741.0,5,5.0
02451,MA,17953.0,5,5.0
02540,MA,8450.0,5,5.0
90720,CA,22955.0,5,5.0
28472,NC,17308.0,5,5.0
93662,CA,30774.0,5,5.0
54701,WI,41346.0,5,5.0
85541,AZ,22974.0,5,5.0
32502,FL,4277.0,5,5.0
55902,MN,25878.0,5,5.0
39301,MS,23537.0,5,5.0
60564,IL,45616.0,5,5.0
38133,TN,22482.0,5,5.0
30326,GA,8729.0,5,5.0
21113,MD,35670.0,5,5.0
02703,MA,46389.0,5,5.0
30337,GA,11810.0,5,5.0
92345,CA,86499.0,5,5.0
73118,OK,13521.0,5,5.0
83815,ID,39412.0,5,5.0
28405,NC,31775.0,5,5.0
91208,CA,16776.0,5,5.0
30345,GA,25893.0,5,5.0
03867,NH,22369.0,5,5.0
32413,FL,15217.0,5,5.0
92807,CA,37627.0,5,5.0
99559,AK,7985.0,5,5.0
02184,MA,39143.0,5,5.0
74873,OK,11496.0,5,5.0
81657,CO,5114.0,5,5.0
46256,IN,22598.0,5,5.0
60202,IL,33245.0,5,5.0
89103,NV,49461.0,5,5.0
33710,FL,33172.0,5,5.0
30303,GA,9352.0,5,5.0
97219,OR,42474.0,5,5.0
85331,AZ,31038.0,5,5.0
90262,CA,67099.0,5,5.0
90248,CA,11295.0,5,5.0
98310,WA,21580.0,5,5.0
90042,CA,58295.0,5,5.0
77089,TX,56994.0,5,5.0
77070,TX,52943.0,5,5.0
97526,OR,36561.0,5,5.0
48328,MI,24178.0,5,5.0
94040,CA,36501.0,5,5.0
94015,CA,63489.0,5,5.0
93105,CA,26003.0,5,5.0
07208,NJ,33561.0,5,5.0
48220,MI,21564.0,5,5.0
19973,DE,25550.0,5,5.0
41017,KY,40333.0,5,5.0
95811,CA,12463.0,5,5.0
83402,ID,28452.0,5,5.0
99507,AK,38199.0,5,5.0
84663,UT,35647.0,5,5.0
84096,UT,69086.0,5,5.0
98223,WA,45139.0,5,5.0
93021,CA,38103.0,5,5.0
97754,OR,21627.0,5,5.0
48334,MI,18731.0,5,5.0
76501,TX,16987.0,5,5.0
07470,NJ,55284.0,5,5.0
20876,MD,26034.0,5,5.0
20746,MD,31635.0,5,5.0
74145,OK,18055.0,5,5.0
71301,LA,20454.0,5,5.0
55407,MN,38506.0,5,5.0
94112,CA,79314.0,5,5.0
53005,WI,21433.0,5,5.0
38301,TN,34170.0,5,5.0
24060,VA,46755.0,5,5.0
67401,KS,50338.0,5,5.0
91711,CA,38122.0,5,5.0
91320,CA,44462.0,5,5.0
44702,OH,1086.0,5,5.0
48104,MI,41588.0,5,5.0
02740,MA,45166.0,5,5.0
92544,CA,50007.0,5,5.0
32159,FL,30455.0,5,5.0
46151,IN,32335.0,5,5.0
93257,CA,79569.0,5,5.0
93212,CA,23138.0,5,5.0
23228,VA,36384.0,5,5.0
22901,VA,36938.0,5,5.0
20147,VA,66394.0,5,5.0
86040,AZ,10179.0,5,5.0
94118,CA,42356.0,5,5.0
55422,MN,29290.0,5,5.0
20705,MD,29456.0,5,5.0
03051,NH,25394.0,5,5.0
48205,MI,34056.0,5,5.0
77338,TX,45031.0,5,5.0
32258,FL,37859.0,5,5.0
15301,PA,48963.0,5,5.0
21853,MD,10179.0,5,5.0
92583,CA,34674.0,5,5.0
92557,CA,54549.0,5,5.0
08094,NJ,40774.0,5,5.0
07726,NJ,44945.0,5,5.0
48201,MI,14500.0,5,5.0
92111,CA,46686.0,5,5.0
92025,CA,51586.0,5,5.0
95023,CA,56973.0,5,5.0
45652,OH,3131.0,5,5.0
21078,MD,20321.0,5,5.0
21076,MD,22299.0,5,5.0
21001,MD,25714.0,5,5.0
92555,CA,43580.0,5,5.0
48170,MI,41069.0,5,5.0
21787,MD,11066.0,5,5.0
95821,CA,39310.0,5,5.0
95820,CA,36848.0,5,5.0
77706,TX,29910.0,5,5.0
21209,MD,28659.0,5,5.0
45432,OH,15105.0,5,5.0
54901,WI,37594.0,5,5.0
34748,FL,45481.0,5,5.0
90501,CA,43990.0,5,5.0
90016,CA,46512.0,5,5.0
22311,VA,19934.0,5,5.0
76248,TX,40894.0,5,5.0
85048,AZ,34524.0,5,5.0
92625,CA,12017.0,5,5.0
32514,FL,40844.0,5,5.0
20906,MD,71641.0,5,5.0
80030,CO,15885.0,5,5.0
01040,MA,38238.0,5,5.0
77802,TX,25502.0,5,5.0
08026,NJ,2189.0,5,5.0
67209,KS,14217.0,5,5.0
53208,WI,29644.0,5,5.0
24266,VA,8705.0,5,5.0
91355,CA,32886.0,5,5.0
46131,IN,32869.0,5,5.0
95125,CA,54000.0,5,5.0
48234,MI,31442.0,5,5.0
60153,IL,23512.0,5,5.0
80526,CO,45624.0,5,5.0
08318,NJ,11896.0,5,5.0
07860,NJ,25704.0,5,5.0
19122,PA,26668.0,5,5.0
94608,CA,33073.0,5,5.0
81620,CO,10038.0,5,5.0
19141,PA,31047.0,5,5.0
20018,DC,20646.0,5,5.0
97015,OR,23265.0,5,5.0
68901,NE,26269.0,5,5.0
90806,CA,41611.0,5,5.0
55128,MN,29217.0,5,5.0
77845,TX,70108.0,5,5.0
49441,MI,36886.0,5,5.0
08330,NJ,29548.0,5,5.0
80905,CO,17592.0,5,5.0
01201,MA,45494.0,5,5.0
77504,TX,25728.0,5,5.0
08360,NJ,43043.0,5,5.0
10314,NY,92157.0,5,5.0
19107,PA,17600.0,5,5.0
08816,NJ,48729.0,5,5.0
97213,OR,31260.0,5,5.0
28771,NC,7581.0,5,5.0
92014,CA,13203.0,5,5.0
66801,KS,27369.0,5,5.0
44906,OH,16566.0,5,5.0
82501,WY,18523.0,5,5.0
28791,NC,14899.0,5,5.0
10011,NY,53318.0,5,5.0
10468,NY,78238.0,5,5.0
81003,CO,15169.0,5,5.0
77539,TX,48183.0,5,5.0
77493,TX,51774.0,5,5.0
10463,NY,71301.0,5,5.0
33761,FL,18761.0,5,5.0
75033,TX,45347.0,5,5.0
11717,NY,62193.0,5,5.0
84646,UT,1902.0,5,5.0
95062,CA,36268.0,5,5.0
94110,CA,68336.0,5,5.0
94080,CA,66592.0,5,5.0
94109,CA,58501.0,5,5.0
24541,VA,27529.0,5,5.0
96002,CA,35158.0,5,5.0
95231,CA,4808.0,5,5.0
45103,OH,35237.0,5,5.0
15222,PA,5976.0,5,5.0
11213,NY,67217.0,5,5.0
16652,PA,15955.0,5,5.0
78621,TX,27275.0,5,5.0
33701,FL,19137.0,5,5.0
27514,NC,33809.0,5,5.0
28704,NC,23734.0,5,5.0
97210,OR,13016.0,5,5.0
60411,IL,53515.0,5,5.0
75146,TX,23837.0,5,5.0
49783,MI,18690.0,5,5.0
33647,FL,69457.0,5,5.0
77598,TX,25620.0,5,5.0
33322,FL,41050.0,5,5.0
11743,NY,41522.0,5,5.0
11733,NY,17967.0,5,5.0
11691,NY,64673.0,5,5.0
27703,NC,61539.0,5,5.0
30189,GA,39327.0,5,5.0
87301,NM,22438.0,5,5.0
11552,NY,24903.0,4,4.0
79602,TX,25389.0,4,4.0
95993,CA,37783.0,4,4.0
84701,UT,8883.0,4,4.0
11418,NY,37596.0,4,4.0
11220,NY,105797.0,4,4.0
10950,NY,62741.0,4,4.0
11238,NY,60090.0,4,4.0
15501,PA,16277.0,4,4.0
96080,CA,29672.0,4,4.0
79936,TX,105150.0,4,4.0
78641,TX,83426.0,4,4.0
78834,TX,7061.0,4,4.0
13203,NY,16240.0,4,4.0
95762,CA,47354.0,4,4.0
95632,CA,31470.0,4,4.0
34785,FL,18677.0,4,4.0
62906,IL,7464.0,4,4.0
93555,CA,32810.0,4,4.0
28732,NC,19158.0,4,4.0
34684,FL,27078.0,4,4.0
17050,PA,42722.0,4,4.0
94518,CA,27209.0,4,4.0
92870,CA,52749.0,4,4.0
93023,CA,20937.0,4,4.0
79907,TX,50971.0,4,4.0
78596,TX,37329.0,4,4.0
12701,NY,12360.0,4,4.0
17102,PA,7989.0,4,4.0
11210,NY,62805.0,4,4.0
10606,NY,16929.0,4,4.0
10704,NY,32426.0,4,4.0
19145,PA,47079.0,4,4.0
19129,PA,11437.0,4,4.0
19341,PA,18808.0,4,4.0
19320,PA,54149.0,4,4.0
19406,PA,28553.0,4,4.0
08902,NJ,43296.0,4,4.0
10701,NY,68704.0,4,4.0
19464,PA,48409.0,4,4.0
18101,PA,5108.0,4,4.0
19124,PA,68766.0,4,4.0
19139,PA,43281.0,4,4.0
45219,OH,20644.0,4,4.0
91361,CA,20262.0,4,4.0
28759,NC,7728.0,4,4.0
92115,CA,64251.0,4,4.0
83110,WY,4744.0,4,4.0
95620,CA,21439.0,4,4.0
17522,PA,33848.0,4,4.0
10031,NY,56363.0,4,4.0
15904,PA,16065.0,4,4.0
15063,PA,11003.0,4,4.0
78201,TX,42005.0,4,4.0
95629,CA,1036.0,4,4.0
77407,TX,74657.0,4,4.0
17603,PA,66739.0,4,4.0
90221,CA,52561.0,4,4.0
45405,OH,18124.0,4,4.0
82716,WY,17094.0,4,4.0
24450,VA,17654.0,4,4.0
45237,OH,21029.0,4,4.0
45239,OH,28499.0,4,4.0
45385,OH,39446.0,4,4.0
85003,AZ,11042.0,4,4.0
18706,PA,16338.0,4,4.0
19050,PA,29176.0,4,4.0
10472,NY,72245.0,4,4.0
10454,NY,40232.0,4,4.0
08822,NJ,31844.0,4,4.0
80002,CO,20267.0,4,4.0
77396,TX,61058.0,4,4.0
92114,CA,66248.0,4,4.0
45424,OH,50920.0,4,4.0
98311,WA,28059.0,4,4.0
24153,VA,38728.0,4,4.0
94947,CA,24870.0,4,4.0
94965,CA,11447.0,4,4.0
14850,NY,69271.0,4,4.0
18360,PA,29079.0,4,4.0
19102,PA,7568.0,4,4.0
19103,PA,28717.0,4,4.0
08844,NJ,43333.0,4,4.0
95453,CA,11978.0,4,4.0
02026,MA,25364.0,4,4.0
14620,NY,24185.0,4,4.0
10014,NY,32590.0,4,4.0
19134,PA,57463.0,4,4.0
80231,CO,36014.0,4,4.0
48060,MI,39775.0,4,4.0
48105,MI,38883.0,4,4.0
48235,MI,45188.0,4,4.0
45229,OH,12540.0,4,4.0
92840,CA,54365.0,4,4.0
94107,CA,34012.0,4,4.0
98108,WA,25009.0,4,4.0
95405,CA,22015.0,4,4.0
54220,WI,40737.0,4,4.0
78259,TX,29842.0,4,4.0
95815,CA,27838.0,4,4.0
55107,MN,15383.0,4,4.0
10309,NY,33523.0,4,4.0
48083,MI,24074.0,4,4.0
78239,TX,31554.0,4,4.0
95301,CA,40886.0,4,4.0
77521,TX,65058.0,4,4.0
98221,WA,22853.0,4,4.0
66606,KS,11056.0,4,4.0
34949,FL,8027.0,4,4.0
69153,NE,5914.0,4,4.0
67530,KS,17901.0,4,4.0
98112,WA,23152.0,4,4.0
78253,TX,66589.0,4,4.0
94621,CA,35816.0,4,4.0
77536,TX,33693.0,4,4.0
48067,MI,24589.0,4,4.0
55122,MN,32204.0,4,4.0
30052,GA,74442.0,4,4.0
07747,NJ,31915.0,4,4.0
21851,MD,7229.0,4,4.0
38305,TN,52686.0,4,4.0
54452,WI,18851.0,4,4.0
62704,IL,39157.0,4,4.0
01104,MA,23598.0,4,4.0
25703,WV,4950.0,4,4.0
08225,NJ,8442.0,4,4.0
08540,NJ,48216.0,4,4.0
19403,PA,43734.0,4,4.0
40212,KY,16360.0,4,4.0
30062,GA,66889.0,4,4.0
30122,GA,24044.0,4,4.0
60101,IL,37644.0,4,4.0
07932,NJ,11036.0,4,4.0
21811,MD,23907.0,4,4.0
07751,NJ,21493.0,4,4.0
21226,MD,7368.0,4,4.0
48228,MI,53893.0,4,4.0
90807,CA,32412.0,4,4.0
83404,ID,25491.0,4,4.0
97365,OR,10806.0,4,4.0
84005,UT,43113.0,4,4.0
74851,OK,10759.0,4,4.0
01581,MA,21567.0,4,4.0
30064,GA,50568.0,4,4.0
55130,MN,18581.0,4,4.0
08016,NJ,34617.0,4,4.0
95134,CA,29746.0,4,4.0
95205,CA,40720.0,4,4.0
20603,MD,32485.0,4,4.0
46226,IN,43997.0,4,4.0
16101,PA,31960.0,4,4.0
40223,KY,23227.0,4,4.0
01105,MA,12051.0,4,4.0
95677,CA,28351.0,4,4.0
78251,TX,58836.0,4,4.0
77702,TX,2682.0,4,4.0
66211,KS,4917.0,4,4.0
91340,CA,34610.0,4,4.0
34606,FL,28548.0,4,4.0
54601,WI,51090.0,4,4.0
99205,WA,44036.0,4,4.0
40272,KY,37747.0,4,4.0
26505,WV,39057.0,4,4.0
07871,NJ,20992.0,4,4.0
77630,TX,29317.0,4,4.0
94544,CA,79769.0,4,4.0
81621,CO,6034.0,4,4.0
46201,IN,31408.0,4,4.0
48109,MI,8008.0,4,4.0
55082,MN,36441.0,4,4.0
32117,FL,28223.0,4,4.0
38138,TN,25837.0,4,4.0
85213,AZ,36572.0,4,4.0
95542,CA,2519.0,4,4.0
83646,ID,69818.0,4,4.0
98683,WA,33884.0,4,4.0
83835,ID,23157.0,4,4.0
66101,KS,13785.0,4,4.0
21629,MD,9911.0,4,4.0
40299,KY,43030.0,4,4.0
95110,CA,20495.0,4,4.0
95608,CA,65367.0,4,4.0
55306,MN,16984.0,4,4.0
53210,WI,25588.0,4,4.0
92128,CA,49083.0,4,4.0
66202,KS,16827.0,4,4.0
99835,AK,8446.0,4,4.0
98408,WA,20566.0,4,4.0
38134,TN,41760.0,4,4.0
19087,PA,33501.0,4,4.0
08103,NJ,12862.0,4,4.0
21780,MD,1688.0,4,4.0
17111,PA,36557.0,4,4.0
32084,FL,34526.0,4,4.0
85024,AZ,26021.0,4,4.0
02215,MA,26926.0,4,4.0
08028,NJ,24818.0,4,4.0
93274,CA,78493.0,4,4.0
19355,PA,29273.0,4,4.0
34759,FL,42067.0,4,4.0
68105,NE,22669.0,4,4.0
44144,OH,21361.0,4,4.0
37934,TN,27414.0,4,4.0
38018,TN,37086.0,4,4.0
28328,NC,25300.0,4,4.0
34491,FL,31545.0,4,4.0
18018,PA,32388.0,4,4.0
18042,PA,44026.0,4,4.0
19020,PA,57043.0,4,4.0
93245,CA,38045.0,4,4.0
48124,MI,34134.0,4,4.0
02061,MA,11351.0,4,4.0
94124,CA,39445.0,4,4.0
20902,MD,52533.0,4,4.0
19941,DE,2857.0,4,4.0
38804,MS,17314.0,4,4.0
20721,MD,29847.0,4,4.0
75951,TX,14370.0,4,4.0
04330,ME,26322.0,4,4.0
48036,MI,22517.0,4,4.0
35209,AL,27827.0,4,4.0
66047,KS,19396.0,4,4.0
34953,FL,77023.0,4,4.0
95838,CA,41340.0,4,4.0
89015,NV,41203.0,4,4.0
91731,CA,28197.0,4,4.0
55318,MN,29729.0,4,4.0
55344,MN,15837.0,4,4.0
20735,MD,38200.0,4,4.0
19947,DE,20964.0,4,4.0
76542,TX,53312.0,4,4.0
48187,MI,52498.0,4,4.0
07104,NJ,54051.0,4,4.0
38114,TN,23559.0,4,4.0
34238,FL,22050.0,4,4.0
95472,CA,28430.0,4,4.0
66046,KS,19903.0,4,4.0
28270,NC,34613.0,4,4.0
94536,CA,73172.0,4,4.0
07442,NJ,11101.0,4,4.0
07731,NJ,39677.0,4,4.0
81321,CO,14402.0,4,4.0
18436,PA,13576.0,4,4.0
84747,UT,969.0,4,4.0
20814,MD,31919.0,4,4.0
48206,MI,15712.0,4,4.0
46312,IN,26370.0,4,4.0
40962,KY,17714.0,4,4.0
21043,MD,48775.0,4,4.0
07044,NJ,14572.0,4,4.0
48108,MI,26639.0,4,4.0
03110,NH,23322.0,4,4.0
44256,OH,64815.0,4,4.0
75703,TX,44428.0,4,4.0
61354,IL,10447.0,4,4.0
23517,VA,5237.0,4,4.0
98503,WA,40346.0,4,4.0
76301,TX,15320.0,4,4.0
04901,ME,26491.0,4,4.0
99762,AK,4143.0,4,4.0
48213,MI,19088.0,4,4.0
19977,DE,27505.0,4,4.0
19802,DE,26189.0,4,4.0
48224,MI,39633.0,4,4.0
48215,MI,10520.0,4,4.0
97123,OR,48369.0,4,4.0
04106,ME,26641.0,4,4.0
23607,VA,23498.0,4,4.0
44320,OH,19083.0,4,4.0
96819,HI,53334.0,4,4.0
98002,WA,38474.0,4,4.0
98006,WA,40871.0,4,4.0
29926,SC,24832.0,4,4.0
48180,MI,63409.0,4,4.0
55390,MN,3186.0,4,4.0
46350,IN,44522.0,4,4.0
07305,NJ,67947.0,4,4.0
48239,MI,36814.0,4,4.0
48227,MI,40266.0,4,4.0
60450,IL,20877.0,4,4.0
23188,VA,45438.0,4,4.0
97702,OR,51161.0,4,4.0
98368,WA,16567.0,4,4.0
99207,WA,32059.0,4,4.0
99216,WA,28379.0,4,4.0
75006,TX,47811.0,4,4.0
75035,TX,82596.0,4,4.0
20653,MD,25180.0,4,4.0
20783,MD,48946.0,4,4.0
48446,MI,30788.0,4,4.0
97703,OR,32475.0,4,4.0
55350,MN,18669.0,4,4.0
20017,DC,20293.0,4,4.0
21009,MD,31835.0,4,4.0
33147,FL,48823.0,4,4.0
33301,FL,19109.0,4,4.0
33610,FL,45218.0,4,4.0
34746,FL,56344.0,4,4.0
20650,MD,15298.0,4,4.0
02301,MA,69418.0,4,4.0
07505,NJ,3215.0,4,4.0
61364,IL,18449.0,4,4.0
28031,NC,30836.0,4,4.0
98684,WA,33659.0,4,4.0
96786,HI,41217.0,4,4.0
96793,HI,31939.0,4,4.0
90401,CA,8167.0,4,4.0
97403,OR,15275.0,4,4.0
07201,NJ,29390.0,4,4.0
97008,OR,29632.0,4,4.0
97031,OR,19656.0,4,4.0
92860,CA,26376.0,4,4.0
89107,NV,37665.0,4,4.0
89521,NV,39119.0,4,4.0
62232,IL,7547.0,4,4.0
33916,FL,25940.0,4,4.0
90260,CA,33338.0,4,4.0
80230,CO,9898.0,4,4.0
77511,TX,51093.0,4,4.0
98512,WA,31422.0,4,4.0
60659,IL,40579.0,4,4.0
61081,IL,21064.0,4,4.0
49713,MI,2135.0,4,4.0
46406,IN,8776.0,4,4.0
30344,GA,35365.0,4,4.0
19711,DE,48477.0,4,4.0
93622,CA,9884.0,4,4.0
93625,CA,8194.0,4,4.0
92227,CA,27492.0,4,4.0
99603,AK,10766.0,4,4.0
70130,LA,14521.0,4,4.0
98382,WA,30505.0,4,4.0
93654,CA,30620.0,4,4.0
41175,KY,5378.0,4,4.0
55443,MN,36771.0,4,4.0
60426,IL,24114.0,4,4.0
02124,MA,50972.0,4,4.0
48341,MI,16980.0,4,4.0
30341,GA,35959.0,4,4.0
48430,MI,39594.0,4,4.0
39211,MS,24900.0,4,4.0
48439,MI,51719.0,4,4.0
30349,GA,81320.0,4,4.0
02446,MA,31957.0,4,4.0
76028,TX,74023.0,4,4.0
81631,CO,9017.0,4,4.0
76018,TX,27784.0,4,4.0
81623,CO,16110.0,4,4.0
87112,NM,42487.0,4,4.0
49017,MI,21377.0,4,4.0
28212,NC,41009.0,4,4.0
44125,OH,29663.0,4,4.0
62864,IL,23327.0,4,4.0
60031,IL,37650.0,4,4.0
90062,CA,32524.0,4,4.0
23060,VA,38288.0,4,4.0
93458,CA,59927.0,4,4.0
45426,OH,14391.0,4,4.0
32080,FL,21889.0,4,4.0
33470,FL,30308.0,4,4.0
10005,NY,10639.0,4,4.0
75063,TX,46598.0,4,4.0
75150,TX,64654.0,4,4.0
37909,TN,16066.0,4,4.0
78503,TX,23604.0,4,4.0
75061,TX,55828.0,4,4.0
91304,CA,52386.0,4,4.0
70113,LA,8569.0,4,4.0
39401,MS,43183.0,4,4.0
02910,RI,21907.0,4,4.0
30534,GA,30903.0,4,4.0
74820,OK,31630.0,4,4.0
77014,TX,35161.0,4,4.0
92661,CA,3457.0,4,4.0
45036,OH,41060.0,4,4.0
45214,OH,8901.0,4,4.0
35806,AL,25702.0,4,4.0
32536,FL,25807.0,4,4.0
29588,SC,48113.0,4,4.0
28203,NC,18572.0,4,4.0
58701,ND,32517.0,4,4.0
37745,TN,19714.0,4,4.0
97267,OR,31851.0,4,4.0
84092,UT,29492.0,4,4.0
90255,CA,71157.0,4,4.0
60639,IL,89543.0,4,4.0
55805,MN,9731.0,4,4.0
60521,IL,18199.0,4,4.0
05602,VT,12235.0,4,4.0
07030,NJ,60456.0,4,4.0
19462,PA,16267.0,4,4.0
43201,OH,37528.0,4,4.0
76708,TX,28499.0,4,4.0
76710,TX,24874.0,4,4.0
93312,CA,58714.0,4,4.0
37914,TN,20587.0,4,4.0
28211,NC,31917.0,4,4.0
33971,FL,26333.0,4,4.0
89503,NV,28737.0,4,4.0
90712,CA,32332.0,4,4.0
90021,CA,5192.0,4,4.0
04102,ME,18002.0,4,4.0
27892,NC,13864.0,4,4.0
33844,FL,43329.0,4,4.0
86047,AZ,14168.0,4,4.0
60525,IL,32613.0,4,4.0
82009,WY,35700.0,4,4.0
83101,WY,2808.0,4,4.0
85215,AZ,16461.0,4,4.0
53716,WI,19105.0,4,4.0
60453,IL,58362.0,4,4.0
33196,FL,52786.0,4,4.0
98106,WA,26295.0,4,4.0
29707,SC,32759.0,4,4.0
27889,NC,26054.0,4,4.0
76234,TX,18755.0,4,4.0
42261,KY,10146.0,4,4.0
30474,GA,16828.0,4,4.0
30721,GA,53432.0,4,4.0
30655,GA,27541.0,4,4.0
56001,MN,50729.0,4,4.0
06880,CT,27233.0,4,4.0
06901,CT,10595.0,4,4.0
02886,RI,29373.0,4,4.0
92595,CA,34405.0,4,4.0
92612,CA,31822.0,4,4.0
76801,TX,25401.0,4,4.0
60614,IL,73173.0,4,4.0
32750,FL,25261.0,4,4.0
44094,OH,37634.0,4,4.0
33328,FL,28997.0,4,4.0
89031,NV,73386.0,4,4.0
75248,TX,38210.0,4,4.0
32789,FL,26399.0,4,4.0
39525,MS,9537.0,4,4.0
77098,TX,15717.0,4,4.0
45236,OH,24223.0,4,4.0
94111,CA,4306.0,4,4.0
77043,TX,26281.0,4,4.0
85253,AZ,17358.0,4,4.0
78411,TX,26150.0,4,4.0
74104,OK,12395.0,4,4.0
60610,IL,43794.0,4,4.0
60626,IL,50548.0,4,4.0
01913,MA,17366.0,4,4.0
56031,MN,12117.0,4,4.0
39501,MS,22599.0,4,4.0
36104,AL,9021.0,4,4.0
45459,OH,28344.0,4,4.0
44024,OH,23795.0,4,4.0
44319,OH,21833.0,4,4.0
77023,TX,26780.0,4,4.0
47129,IN,19739.0,4,4.0
32806,FL,26582.0,4,4.0
60609,IL,65770.0,4,4.0
32780,FL,39525.0,4,4.0
48912,MI,17155.0,4,4.0
53913,WI,21046.0,4,4.0
91006,CA,31949.0,4,4.0
97051,OR,17012.0,4,4.0
70072,LA,56924.0,4,4.0
71854,AR,35580.0,4,4.0
49001,MI,21730.0,4,4.0
05060,VT,4590.0,4,4.0
92401,CA,2016.0,4,4.0
33952,FL,32084.0,4,4.0
32828,FL,68428.0,4,4.0
36303,AL,31080.0,4,4.0
02919,RI,29473.0,4,4.0
49091,MI,19901.0,4,4.0
92020,CA,60454.0,4,4.0
89509,NV,34817.0,4,4.0
89048,NV,25166.0,4,4.0
45503,OH,32870.0,4,4.0
33966,FL,11245.0,4,4.0
60048,IL,29353.0,4,4.0
29732,SC,59417.0,4,4.0
45410,OH,15758.0,4,4.0
44820,OH,17114.0,4,4.0
92021,CA,70584.0,4,4.0
49014,MI,21505.0,4,4.0
63124,MO,11375.0,4,4.0
01230,MA,8907.0,4,4.0
80863,CO,12738.0,4,4.0
81054,CO,4823.0,4,4.0
36116,AL,43840.0,4,4.0
63115,MO,16056.0,4,4.0
91945,CA,27814.0,4,4.0
71202,LA,27535.0,4,4.0
57717,SD,8242.0,4,4.0
77011,TX,16841.0,4,4.0
77055,TX,42766.0,4,4.0
77340,TX,35020.0,4,4.0
90277,CA,37856.0,4,4.0
97305,OR,44535.0,4,4.0
