zipcode,state,population,combined_all_facilities,combined_all_facilities_capped_viz
45205,OH,19517.0,2,2.0
45220,OH,15466.0,2,2.0
66007,KS,9875.0,2,2.0
74056,OK,4857.0,2,2.0
75602,TX,22041.0,2,2.0
72632,AR,4704.0,2,2.0
32211,FL,34168.0,2,2.0
16373,PA,3355.0,2,2.0
17044,PA,20681.0,2,2.0
55331,MN,19568.0,2,2.0
08215,NJ,14092.0,2,2.0
74017,OK,29083.0,2,2.0
91790,CA,46364.0,2,2.0
85629,AZ,29824.0,2,2.0
92119,CA,24298.0,2,2.0
75495,TX,9061.0,2,2.0
65708,MO,12973.0,2,2.0
43160,OH,22117.0,2,2.0
44212,OH,45749.0,2,2.0
44601,OH,33688.0,2,2.0
92058,CA,45389.0,2,2.0
71055,LA,18626.0,2,2.0
55309,MN,20387.0,2,2.0
40242,KY,10686.0,2,2.0
60107,IL,39535.0,2,2.0
46229,IN,29252.0,2,2.0
60108,IL,23070.0,2,2.0
38834,MS,27823.0,2,2.0
48188,MI,46161.0,2,2.0
75758,TX,9890.0,2,2.0
72404,AR,29344.0,2,2.0
81125,CO,2989.0,2,2.0
75692,TX,5098.0,2,2.0
85718,AZ,28706.0,2,2.0
38132,TN,55.0,2,2.0
32174,FL,53097.0,2,2.0
32539,FL,31749.0,2,2.0
07876,NJ,10218.0,2,2.0
30134,GA,46874.0,2,2.0
32217,FL,20543.0,2,2.0
48195,MI,30014.0,2,2.0
35215,AL,46772.0,2,2.0
55016,MN,38427.0,2,2.0
60118,IL,16342.0,2,2.0
40422,KY,25918.0,2,2.0
32714,FL,38049.0,2,2.0
45040,OH,57153.0,2,2.0
45202,OH,16883.0,2,2.0
45449,OH,18976.0,2,2.0
37862,TN,23236.0,2,2.0
72701,AR,48269.0,2,2.0
32055,FL,16624.0,2,2.0
37160,TN,36976.0,2,2.0
08083,NJ,9888.0,2,2.0
48039,MI,7485.0,2,2.0
26651,WV,8774.0,2,2.0
63033,MO,43175.0,2,2.0
32218,FL,67040.0,2,2.0
34112,FL,26625.0,2,2.0
92029,CA,21236.0,2,2.0
85749,AZ,19009.0,2,2.0
97524,OR,15970.0,2,2.0
74006,OK,27795.0,2,2.0
92064,CA,48884.0,2,2.0
75460,TX,22925.0,2,2.0
91977,CA,60795.0,2,2.0
34761,FL,48193.0,2,2.0
75704,TX,10075.0,2,2.0
97603,OR,31302.0,2,2.0
40330,KY,20440.0,2,2.0
32179,FL,9075.0,2,2.0
35216,AL,36673.0,2,2.0
46236,IN,27627.0,2,2.0
35121,AL,16016.0,2,2.0
32132,FL,8189.0,2,2.0
30102,GA,43463.0,2,2.0
40078,KY,2356.0,2,2.0
40291,KY,39719.0,2,2.0
88119,NM,1582.0,2,2.0
71107,LA,31311.0,2,2.0
44023,OH,19075.0,2,2.0
37807,TN,10449.0,2,2.0
37087,TN,51658.0,2,2.0
37876,TN,32866.0,2,2.0
37334,TN,23435.0,2,2.0
91910,CA,79613.0,2,2.0
08043,NJ,31069.0,2,2.0
08102,NJ,8413.0,2,2.0
07869,NJ,25993.0,2,2.0
46037,IN,47264.0,2,2.0
70663,LA,29325.0,2,2.0
75251,TX,3840.0,2,2.0
80809,CO,1525.0,2,2.0
72529,AR,4806.0,2,2.0
75633,TX,13558.0,2,2.0
38242,TN,19940.0,2,2.0
63025,MO,16742.0,2,2.0
91602,CA,19647.0,2,2.0
87801,NM,9934.0,2,2.0
91351,CA,34684.0,2,2.0
72122,AR,1248.0,2,2.0
75246,TX,2458.0,2,2.0
85363,AZ,7056.0,2,2.0
91307,CA,24855.0,2,2.0
91345,CA,18895.0,2,2.0
35904,AL,13559.0,2,2.0
75216,TX,55759.0,2,2.0
83318,ID,18990.0,2,2.0
38756,MS,6112.0,2,2.0
40336,KY,12566.0,2,2.0
46204,IN,9086.0,2,2.0
44095,OH,32616.0,2,2.0
37774,TN,20678.0,2,2.0
37029,TN,6289.0,2,2.0
37321,TN,19823.0,2,2.0
72118,AR,22582.0,2,2.0
85336,AZ,7810.0,2,2.0
80640,CO,13106.0,2,2.0
70650,LA,452.0,2,2.0
21856,MD,879.0,2,2.0
21252,MD,5775.0,2,2.0
48174,MI,33683.0,2,2.0
55311,MN,37390.0,2,2.0
19610,PA,16024.0,2,2.0
75235,TX,19153.0,2,2.0
91506,CA,19338.0,2,2.0
33050,FL,10479.0,2,2.0
33838,FL,5243.0,2,2.0
33990,FL,32717.0,2,2.0
91724,CA,27180.0,2,2.0
91501,CA,21157.0,2,2.0
97444,OR,5471.0,2,2.0
30058,GA,59445.0,2,2.0
85139,AZ,18137.0,2,2.0
16121,PA,4258.0,2,2.0
17866,PA,10105.0,2,2.0
18407,PA,14047.0,2,2.0
72758,AR,45105.0,2,2.0
16148,PA,16673.0,2,2.0
16602,PA,27996.0,2,2.0
16936,PA,2111.0,2,2.0
84004,UT,10259.0,2,2.0
41031,KY,16341.0,2,2.0
28601,NC,53973.0,2,2.0
30033,GA,33189.0,2,2.0
80620,CO,20975.0,2,2.0
97439,OR,15634.0,2,2.0
75407,TX,25738.0,2,2.0
72201,AR,961.0,2,2.0
70634,LA,25039.0,2,2.0
87564,NM,389.0,2,2.0
32805,FL,23331.0,2,2.0
32825,FL,61755.0,2,2.0
50309,IA,9532.0,2,2.0
25313,WV,12546.0,2,2.0
18302,PA,17685.0,2,2.0
50208,IA,20918.0,2,2.0
32224,FL,42395.0,2,2.0
28337,NC,9285.0,2,2.0
42519,KY,2961.0,2,2.0
70122,LA,34986.0,2,2.0
70420,LA,8030.0,2,2.0
46033,IN,39002.0,2,2.0
47240,IN,21940.0,2,2.0
47102,IN,6884.0,2,2.0
47635,IN,5178.0,2,2.0
75401,TX,19550.0,2,2.0
31021,GA,29051.0,2,2.0
46219,IN,36556.0,2,2.0
32225,FL,57441.0,2,2.0
46060,IN,45073.0,2,2.0
55119,MN,43010.0,2,2.0
40361,KY,18214.0,2,2.0
32277,FL,33174.0,2,2.0
55044,MN,60446.0,2,2.0
70586,LA,19589.0,2,2.0
71103,LA,6362.0,2,2.0
70570,LA,38746.0,2,2.0
36201,AL,17631.0,2,2.0
75067,TX,68734.0,2,2.0
80202,CO,19606.0,2,2.0
97233,OR,41625.0,2,2.0
70611,LA,22457.0,2,2.0
85396,AZ,32990.0,2,2.0
70714,LA,18954.0,2,2.0
07703,NJ,29.0,2,2.0
20708,MD,27832.0,2,2.0
25130,WV,3437.0,2,2.0
07058,NJ,5584.0,2,2.0
07719,NJ,21665.0,2,2.0
46218,IN,30400.0,2,2.0
27537,NC,23635.0,2,2.0
70578,LA,16201.0,2,2.0
71040,LA,8288.0,2,2.0
70301,LA,46661.0,2,2.0
46952,IN,18996.0,2,2.0
39201,MS,574.0,2,2.0
33843,FL,11864.0,2,2.0
39046,MS,27866.0,2,2.0
32312,FL,34304.0,2,2.0
20912,MD,25463.0,2,2.0
25311,WV,9487.0,2,2.0
07730,NJ,17263.0,2,2.0
80132,CO,27533.0,2,2.0
70403,LA,29737.0,2,2.0
80130,CO,27250.0,2,2.0
65483,MO,4607.0,2,2.0
80127,CO,44776.0,2,2.0
71949,AR,1844.0,2,2.0
90621,CA,36972.0,2,2.0
73501,OK,19158.0,2,2.0
39563,MS,12300.0,2,2.0
38801,MS,29795.0,2,2.0
28501,NC,17964.0,2,2.0
30504,GA,27403.0,2,2.0
84332,UT,8238.0,2,2.0
19804,DE,18292.0,2,2.0
25504,WV,12972.0,2,2.0
32305,FL,19199.0,2,2.0
41005,KY,24192.0,2,2.0
35473,AL,17888.0,2,2.0
30238,GA,41617.0,2,2.0
07107,NJ,41627.0,2,2.0
84337,UT,13880.0,2,2.0
70043,LA,21596.0,2,2.0
38930,MS,23438.0,2,2.0
38821,MS,11847.0,2,2.0
40744,KY,20246.0,2,2.0
70118,LA,35635.0,2,2.0
30009,GA,19256.0,2,2.0
30045,GA,42230.0,2,2.0
30047,GA,69172.0,2,2.0
30094,GA,33745.0,2,2.0
30132,GA,46580.0,2,2.0
30180,GA,39398.0,2,2.0
87529,NM,4846.0,2,2.0
80121,CO,18176.0,2,2.0
80123,CO,47302.0,2,2.0
20769,MD,7009.0,2,2.0
07042,NJ,27384.0,2,2.0
07093,NJ,64929.0,2,2.0
39038,MS,5401.0,2,2.0
35233,AL,2588.0,2,2.0
60190,IL,11455.0,2,2.0
55412,MN,23800.0,2,2.0
20878,MD,65990.0,2,2.0
20901,MD,36537.0,2,2.0
07648,NJ,5641.0,2,2.0
41051,KY,31582.0,2,2.0
30290,GA,9256.0,2,2.0
60403,IL,17667.0,2,2.0
30240,GA,30119.0,2,2.0
48238,MI,25747.0,2,2.0
48218,MI,7271.0,2,2.0
30241,GA,25509.0,2,2.0
32304,FL,50007.0,2,2.0
40965,KY,12477.0,2,2.0
42653,KY,4201.0,2,2.0
72901,AR,20973.0,2,2.0
30012,GA,30307.0,2,2.0
39466,MS,27897.0,2,2.0
80235,CO,8639.0,2,2.0
07310,NJ,17536.0,2,2.0
19810,DE,25270.0,2,2.0
07088,NJ,3580.0,2,2.0
07407,NJ,21422.0,2,2.0
20815,MD,31517.0,2,2.0
39056,MS,27346.0,2,2.0
35234,AL,4873.0,2,2.0
60165,IL,4576.0,2,2.0
46011,IN,17078.0,2,2.0
46360,IN,44209.0,2,2.0
71929,AR,4826.0,2,2.0
97338,OR,22741.0,2,2.0
46545,IN,26312.0,2,2.0
30620,GA,15792.0,2,2.0
30742,GA,7698.0,2,2.0
28040,NC,7472.0,2,2.0
28112,NC,27126.0,2,2.0
89110,NV,73954.0,2,2.0
90065,CA,44328.0,2,2.0
89115,NV,67043.0,2,2.0
41074,KY,5703.0,2,2.0
32233,FL,23980.0,2,2.0
07666,NJ,41246.0,2,2.0
25411,WV,12367.0,2,2.0
07621,NJ,28321.0,2,2.0
20036,DC,6109.0,2,2.0
47327,IN,4345.0,2,2.0
30043,GA,88453.0,2,2.0
71913,AR,46801.0,2,2.0
46580,IN,22381.0,2,2.0
31545,GA,16089.0,2,2.0
35204,AL,9271.0,2,2.0
20794,MD,16658.0,2,2.0
25260,WV,1404.0,2,2.0
20817,MD,38908.0,2,2.0
07417,NJ,11086.0,2,2.0
19713,DE,31867.0,2,2.0
55418,MN,31887.0,2,2.0
35570,AL,10774.0,2,2.0
32435,FL,6935.0,2,2.0
89109,NV,7728.0,2,2.0
28314,NC,54271.0,2,2.0
27106,NC,49115.0,2,2.0
75087,TX,40460.0,2,2.0
70507,LA,17791.0,2,2.0
80107,CO,13766.0,2,2.0
31088,GA,57034.0,2,2.0
27523,NC,17320.0,2,2.0
42544,KY,5787.0,2,2.0
31558,GA,21348.0,2,2.0
39202,MS,7405.0,2,2.0
02062,MA,31611.0,2,2.0
19966,DE,32520.0,2,2.0
46394,IN,11725.0,2,2.0
90744,CA,53074.0,2,2.0
72022,AR,18206.0,2,2.0
89408,NV,23201.0,2,2.0
30035,GA,22671.0,2,2.0
28602,NC,29184.0,2,2.0
30114,GA,59139.0,2,2.0
27870,NC,25738.0,2,2.0
40012,KY,627.0,2,2.0
27534,NC,30844.0,2,2.0
46074,IN,42598.0,2,2.0
30008,GA,32435.0,2,2.0
30311,GA,33568.0,2,2.0
39204,MS,15433.0,2,2.0
60436,IL,18535.0,2,2.0
55362,MN,20476.0,2,2.0
40906,KY,11187.0,2,2.0
55413,MN,13914.0,2,2.0
27932,NC,11930.0,2,2.0
98296,WA,27713.0,2,2.0
77044,TX,55665.0,2,2.0
80444,CO,1171.0,2,2.0
97381,OR,16313.0,2,2.0
46402,IN,5502.0,2,2.0
75142,TX,21952.0,2,2.0
97321,OR,30291.0,2,2.0
48348,MI,25655.0,2,2.0
41339,KY,10368.0,2,2.0
55616,MN,7024.0,2,2.0
30315,GA,34327.0,2,2.0
35541,AL,3457.0,2,2.0
87508,NM,19156.0,2,2.0
85033,AZ,57980.0,2,2.0
90041,CA,26654.0,2,2.0
40353,KY,22358.0,2,2.0
98007,WA,29476.0,2,2.0
98042,WA,49031.0,2,2.0
99350,WA,13240.0,2,2.0
98087,WA,40711.0,2,2.0
75075,TX,36600.0,2,2.0
77581,TX,49198.0,2,2.0
77611,TX,9993.0,2,2.0
78010,TX,3357.0,2,2.0
84042,UT,11330.0,2,2.0
72015,AR,28597.0,2,2.0
98155,WA,35948.0,2,2.0
02021,MA,24370.0,2,2.0
48315,MI,28597.0,2,2.0
48340,MI,26039.0,2,2.0
55426,MN,26716.0,2,2.0
30314,GA,20598.0,2,2.0
96720,HI,46615.0,2,2.0
98011,WA,27897.0,2,2.0
84302,UT,26564.0,2,2.0
71601,AR,13881.0,2,2.0
75126,TX,64573.0,2,2.0
75160,TX,26632.0,2,2.0
98021,WA,34001.0,2,2.0
98274,WA,18949.0,2,2.0
75494,TX,11827.0,2,2.0
32822,FL,64120.0,2,2.0
35406,AL,16664.0,2,2.0
02129,MA,19120.0,2,2.0
07011,NJ,41691.0,2,2.0
02139,MA,39525.0,2,2.0
46561,IN,14155.0,2,2.0
02142,MA,4499.0,2,2.0
07012,NJ,13333.0,2,2.0
76102,TX,13236.0,2,2.0
76110,TX,29858.0,2,2.0
77088,TX,54320.0,2,2.0
80209,CO,27061.0,2,2.0
73505,OK,46881.0,2,2.0
70058,LA,41377.0,2,2.0
85023,AZ,35241.0,2,2.0
41216,KY,1390.0,2,2.0
60430,IL,20146.0,2,2.0
39159,MS,2933.0,2,2.0
04605,ME,13651.0,2,2.0
98445,WA,33927.0,2,2.0
98528,WA,11052.0,2,2.0
98604,WA,38245.0,2,2.0
99019,WA,12813.0,2,2.0
78076,TX,13033.0,2,2.0
78724,TX,29680.0,2,2.0
04412,ME,9672.0,2,2.0
78045,TX,65354.0,2,2.0
78247,TX,50876.0,2,2.0
97302,OR,39776.0,2,2.0
85256,AZ,4857.0,2,2.0
85296,AZ,50418.0,2,2.0
75071,TX,64449.0,2,2.0
50677,IA,12789.0,2,2.0
41721,KY,668.0,2,2.0
60448,IL,25512.0,2,2.0
73103,OK,5046.0,2,2.0
80203,CO,22883.0,2,2.0
89149,NV,41805.0,2,2.0
87120,NM,64643.0,2,2.0
78415,TX,38722.0,2,2.0
76179,TX,68333.0,2,2.0
76271,TX,1879.0,2,2.0
96744,HI,57746.0,2,2.0
96761,HI,23167.0,2,2.0
78264,TX,14705.0,2,2.0
90249,CA,27125.0,2,2.0
73533,OK,27396.0,2,2.0
02492,MA,21359.0,2,2.0
60565,IL,40300.0,2,2.0
32561,FL,9241.0,2,2.0
48603,MI,27492.0,2,2.0
35756,AL,22978.0,2,2.0
55431,MN,19767.0,2,2.0
80516,CO,34376.0,2,2.0
75042,TX,39148.0,2,2.0
90710,CA,26605.0,2,2.0
80017,CO,37637.0,2,2.0
75220,TX,39627.0,2,2.0
84101,UT,8140.0,2,2.0
72110,AR,11507.0,2,2.0
90245,CA,17272.0,2,2.0
04426,ME,4841.0,2,2.0
98038,WA,37487.0,2,2.0
98248,WA,26784.0,2,2.0
84113,UT,173.0,2,2.0
78660,TX,110955.0,2,2.0
83687,ID,37254.0,2,2.0
30525,GA,7937.0,2,2.0
50849,IA,2784.0,2,2.0
46601,IN,5947.0,2,2.0
55906,MN,19559.0,2,2.0
02481,MA,17280.0,2,2.0
02122,MA,24385.0,2,2.0
98611,WA,10165.0,2,2.0
98230,WA,18754.0,2,2.0
98373,WA,28165.0,2,2.0
98404,WA,35172.0,2,2.0
98563,WA,8235.0,2,2.0
02747,MA,22326.0,2,2.0
02780,MA,52299.0,2,2.0
24740,WV,16238.0,2,2.0
02118,MA,29073.0,2,2.0
02766,MA,19202.0,2,2.0
20006,DC,1599.0,2,2.0
48532,MI,19247.0,2,2.0
41858,KY,7150.0,2,2.0
75009,TX,21276.0,2,2.0
75203,TX,14710.0,2,2.0
78382,TX,19432.0,2,2.0
78640,TX,64539.0,2,2.0
99741,AK,472.0,2,2.0
99163,WA,34416.0,2,2.0
99223,WA,34201.0,2,2.0
83713,ID,30056.0,2,2.0
75979,TX,10354.0,2,2.0
98370,WA,32857.0,2,2.0
99155,WA,1257.0,2,2.0
73013,OK,56972.0,2,2.0
98926,WA,32085.0,2,2.0
60516,IL,28694.0,2,2.0
30533,GA,26589.0,2,2.0
35805,AL,23189.0,2,2.0
55802,MN,2544.0,2,2.0
30529,GA,12033.0,2,2.0
32569,FL,12378.0,2,2.0
02744,MA,13055.0,2,2.0
83617,ID,17502.0,2,2.0
98501,WA,45274.0,2,2.0
76034,TX,25988.0,2,2.0
76071,TX,4220.0,2,2.0
77042,TX,41177.0,2,2.0
33702,FL,29996.0,2,2.0
15642,PA,46461.0,2,2.0
02110,MA,2921.0,2,2.0
60455,IL,17098.0,2,2.0
34202,FL,26797.0,2,2.0
98418,WA,10371.0,2,2.0
90815,CA,41837.0,2,2.0
23860,VA,32139.0,2,2.0
24273,VA,5730.0,2,2.0
20165,VA,33777.0,2,2.0
22310,VA,29611.0,2,2.0
74058,OK,3727.0,2,2.0
91739,CA,42411.0,2,2.0
92126,CA,74788.0,2,2.0
83861,ID,6581.0,2,2.0
35954,AL,12145.0,2,2.0
36426,AL,15660.0,2,2.0
33525,FL,18620.0,2,2.0
98391,WA,56427.0,2,2.0
32606,FL,24380.0,2,2.0
35652,AL,8215.0,2,2.0
15074,PA,8617.0,2,2.0
98467,WA,16512.0,2,2.0
93646,CA,10492.0,2,2.0
95336,CA,47281.0,2,2.0
95437,CA,14608.0,2,2.0
98444,WA,36885.0,2,2.0
22172,VA,10679.0,2,2.0
73554,OK,3371.0,2,2.0
98826,WA,7280.0,2,2.0
98327,WA,10222.0,2,2.0
83401,ID,47114.0,2,2.0
03264,NH,7054.0,2,2.0
32579,FL,10444.0,2,2.0
48625,MI,12993.0,2,2.0
98249,WA,5056.0,2,2.0
98631,WA,3704.0,2,2.0
45661,OH,7014.0,2,2.0
45680,OH,12326.0,2,2.0
97477,OR,37602.0,2,2.0
84028,UT,955.0,2,2.0
45701,OH,33705.0,2,2.0
91765,CA,46449.0,2,2.0
92061,CA,2246.0,2,2.0
98040,WA,25748.0,2,2.0
98284,WA,27293.0,2,2.0
22043,VA,25850.0,2,2.0
22554,VA,64354.0,2,2.0
01907,MA,15148.0,2,2.0
01473,MA,8213.0,2,2.0
06606,CT,48427.0,2,2.0
02893,RI,31030.0,2,2.0
74723,OK,1539.0,2,2.0
74955,OK,14340.0,2,2.0
23836,VA,14643.0,2,2.0
98121,WA,21411.0,2,2.0
83330,ID,6720.0,2,2.0
45807,OH,11856.0,2,2.0
98102,WA,25066.0,2,2.0
94087,CA,58344.0,2,2.0
94563,CA,19496.0,2,2.0
53081,WI,43465.0,2,2.0
24609,VA,6620.0,2,2.0
74114,OK,15843.0,2,2.0
98105,WA,49151.0,2,2.0
67801,KS,31090.0,2,2.0
67846,KS,35205.0,2,2.0
67654,KS,4333.0,2,2.0
69162,NE,7414.0,2,2.0
34982,FL,27067.0,2,2.0
82443,WY,4501.0,2,2.0
83221,ID,28354.0,2,2.0
48601,MI,32165.0,2,2.0
46714,IN,15411.0,2,2.0
51401,IA,12248.0,2,2.0
48473,MI,22035.0,2,2.0
60505,IL,57906.0,2,2.0
06850,CT,20801.0,2,2.0
69140,NE,1674.0,2,2.0
98198,WA,38727.0,2,2.0
90063,CA,50227.0,2,2.0
28779,NC,16586.0,2,2.0
35816,AL,15035.0,2,2.0
48502,MI,1478.0,2,2.0
39428,MS,8726.0,2,2.0
60451,IL,36561.0,2,2.0
46617,IN,9813.0,2,2.0
82510,WY,1236.0,2,2.0
67203,KS,30498.0,2,2.0
90077,CA,8874.0,2,2.0
90631,CA,69533.0,2,2.0
54806,WI,11492.0,2,2.0
68601,NE,30189.0,2,2.0
34747,FL,26560.0,2,2.0
54812,WI,5845.0,2,2.0
54889,WI,2800.0,2,2.0
54913,WI,23818.0,2,2.0
53105,WI,29654.0,2,2.0
73110,OK,33156.0,2,2.0
28625,NC,38396.0,2,2.0
01085,MA,41529.0,2,2.0
01089,MA,28835.0,2,2.0
06704,CT,27300.0,2,2.0
06705,CT,27197.0,2,2.0
02888,RI,19578.0,2,2.0
30602,GA,1294.0,2,2.0
72223,AR,25465.0,2,2.0
82214,WY,1270.0,2,2.0
82431,WY,3595.0,2,2.0
67156,KS,14592.0,2,2.0
67208,KS,17901.0,2,2.0
82072,WY,15719.0,2,2.0
24382,VA,14109.0,2,2.0
36067,AL,27534.0,2,2.0
32808,FL,52551.0,2,2.0
39503,MS,53643.0,2,2.0
32668,FL,5548.0,2,2.0
60471,IL,13155.0,2,2.0
05403,VT,20166.0,2,2.0
44830,OH,18442.0,2,2.0
91702,CA,62328.0,2,2.0
92131,CA,36394.0,2,2.0
92356,CA,6050.0,2,2.0
92591,CA,42021.0,2,2.0
92706,CA,35621.0,2,2.0
67005,KS,15675.0,2,2.0
54313,WI,39911.0,2,2.0
02871,RI,17640.0,2,2.0
06105,CT,18803.0,2,2.0
32784,FL,11212.0,2,2.0
60631,IL,29691.0,2,2.0
30720,GA,27547.0,2,2.0
39571,MS,14892.0,2,2.0
36079,AL,9624.0,2,2.0
93243,CA,1386.0,2,2.0
65583,MO,13561.0,2,2.0
65742,MO,12807.0,2,2.0
66701,KS,11642.0,2,2.0
93022,CA,6172.0,2,2.0
94541,CA,69736.0,2,2.0
93635,CA,48510.0,2,2.0
93657,CA,37464.0,2,2.0
62930,IL,5716.0,2,2.0
54751,WI,26738.0,2,2.0
62918,IL,10538.0,2,2.0
38571,TN,14324.0,2,2.0
68763,NE,4701.0,2,2.0
28748,NC,13030.0,2,2.0
30824,GA,16832.0,2,2.0
39531,MS,19965.0,2,2.0
30736,GA,43344.0,2,2.0
06062,CT,17628.0,2,2.0
01608,MA,4996.0,2,2.0
82941,WY,5066.0,2,2.0
44805,OH,31238.0,2,2.0
44721,OH,13432.0,2,2.0
38462,TN,10488.0,2,2.0
53538,WI,18643.0,2,2.0
53948,WI,8151.0,2,2.0
54814,WI,2985.0,2,2.0
95003,CA,24706.0,2,2.0
82834,WY,7471.0,2,2.0
82514,WY,1539.0,2,2.0
06410,CT,28559.0,2,2.0
06514,CT,26613.0,2,2.0
39601,MS,22819.0,2,2.0
48838,MI,18801.0,2,2.0
42602,KY,9084.0,2,2.0
32796,FL,20818.0,2,2.0
32708,FL,47045.0,2,2.0
95341,CA,33194.0,2,2.0
95833,CA,40195.0,2,2.0
53185,WI,18761.0,2,2.0
53719,WI,32151.0,2,2.0
26501,WV,19200.0,2,2.0
35763,AL,21889.0,2,2.0
91202,CA,22875.0,2,2.0
28645,NC,46004.0,2,2.0
47112,IN,17404.0,2,2.0
32803,FL,21003.0,2,2.0
32773,FL,33990.0,2,2.0
06510,CT,4409.0,2,2.0
28787,NC,21948.0,2,2.0
24482,VA,5200.0,2,2.0
66749,KS,7512.0,2,2.0
65616,MO,27562.0,2,2.0
28722,NC,6223.0,2,2.0
34996,FL,11042.0,2,2.0
65793,MO,6304.0,2,2.0
54729,WI,33980.0,2,2.0
34677,FL,22524.0,2,2.0
45431,OH,26660.0,2,2.0
01562,MA,11992.0,2,2.0
06851,CT,28254.0,2,2.0
05201,VT,14370.0,2,2.0
42633,KY,18296.0,2,2.0
39532,MS,34348.0,2,2.0
32763,FL,23391.0,2,2.0
45502,OH,16767.0,2,2.0
90732,CA,21397.0,2,2.0
28721,NC,10370.0,2,2.0
54902,WI,22309.0,2,2.0
91917,CA,1126.0,2,2.0
92084,CA,49941.0,2,2.0
92411,CA,27014.0,2,2.0
54481,WI,28100.0,2,2.0
45238,OH,46864.0,2,2.0
45240,OH,28820.0,2,2.0
39560,MS,18611.0,2,2.0
48768,MI,9648.0,2,2.0
36106,AL,15438.0,2,2.0
35957,AL,16849.0,2,2.0
32807,FL,34384.0,2,2.0
32726,FL,23012.0,2,2.0
01420,MA,41940.0,2,2.0
92236,CA,42220.0,2,2.0
93292,CA,43316.0,2,2.0
45506,OH,13330.0,2,2.0
44714,OH,8923.0,2,2.0
28458,NC,5587.0,2,2.0
68434,NE,9209.0,2,2.0
95228,CA,4571.0,2,2.0
95037,CA,53126.0,2,2.0
54487,WI,9750.0,2,2.0
74653,OK,3677.0,2,2.0
38375,TN,9071.0,2,2.0
62701,IL,1354.0,2,2.0
34429,FL,8837.0,2,2.0
06037,CT,18855.0,2,2.0
05101,VT,4139.0,2,2.0
05819,VT,9040.0,2,2.0
06902,CT,69192.0,2,2.0
05158,VT,935.0,2,2.0
63117,MO,9660.0,2,2.0
32818,FL,48052.0,2,2.0
32804,FL,19084.0,2,2.0
51503,IA,37330.0,2,2.0
38261,TN,16627.0,2,2.0
95828,CA,63116.0,2,2.0
24012,VA,30037.0,2,2.0
65265,MO,15238.0,2,2.0
66226,KS,14844.0,2,2.0
68124,NE,15503.0,2,2.0
62832,IL,8921.0,2,2.0
32952,FL,20670.0,2,2.0
32955,FL,40275.0,2,2.0
49090,MI,13286.0,2,2.0
31093,GA,28614.0,2,2.0
59106,MT,20681.0,2,2.0
06824,CT,34876.0,2,2.0
06033,CT,29658.0,2,2.0
02828,RI,7469.0,2,2.0
68164,NE,28314.0,2,2.0
34293,FL,44935.0,2,2.0
66214,KS,12263.0,2,2.0
62837,IL,8467.0,2,2.0
38152,TN,127.0,2,2.0
63107,MO,8829.0,2,2.0
47304,IN,30366.0,2,2.0
33013,FL,31068.0,2,2.0
60955,IL,1828.0,2,2.0
63080,MO,13554.0,2,2.0
47265,IN,20074.0,2,2.0
32922,FL,15923.0,2,2.0
36203,AL,19460.0,2,2.0
90032,CA,43506.0,2,2.0
90620,CA,46564.0,2,2.0
84060,UT,8621.0,2,2.0
85123,AZ,9965.0,2,2.0
28540,NC,49739.0,2,2.0
28428,NC,6848.0,2,2.0
38237,TN,15826.0,2,2.0
44512,OH,33282.0,2,2.0
03440,NH,2726.0,2,2.0
01545,MA,38316.0,2,2.0
60645,IL,48356.0,2,2.0
49012,MI,3477.0,2,2.0
63028,MO,27924.0,2,2.0
47303,IN,24069.0,2,2.0
68114,NE,18078.0,2,2.0
68144,NE,24994.0,2,2.0
28466,NC,8773.0,2,2.0
66206,KS,10882.0,2,2.0
66208,KS,21870.0,2,2.0
44663,OH,25601.0,2,2.0
44444,OH,10042.0,2,2.0
38128,TN,43197.0,2,2.0
74137,OK,28354.0,2,2.0
44446,OH,20173.0,2,2.0
38125,TN,40970.0,2,2.0
92596,CA,31081.0,2,2.0
06451,CT,24894.0,2,2.0
93630,CA,21103.0,2,2.0
53014,WI,8073.0,2,2.0
34461,FL,11388.0,2,2.0
62450,IL,11978.0,2,2.0
38017,TN,55114.0,2,2.0
68046,NE,32242.0,2,2.0
44305,OH,21214.0,2,2.0
34243,FL,30107.0,2,2.0
38120,TN,14536.0,2,2.0
44432,OH,12276.0,2,2.0
23832,VA,39640.0,2,2.0
38116,TN,39107.0,2,2.0
47201,IN,45969.0,2,2.0
56241,MN,3903.0,2,2.0
32839,FL,58641.0,2,2.0
63043,MO,22362.0,2,2.0
63123,MO,50989.0,2,2.0
52404,IA,43385.0,2,2.0
34116,FL,31538.0,2,2.0
93667,CA,2294.0,2,2.0
94619,CA,24867.0,2,2.0
95148,CA,45819.0,2,2.0
95376,CA,53781.0,2,2.0
95377,CA,34590.0,2,2.0
53217,WI,30559.0,2,2.0
53225,WI,25138.0,2,2.0
44410,OH,16824.0,2,2.0
54457,WI,8478.0,2,2.0
06443,CT,17713.0,2,2.0
06614,CT,33749.0,2,2.0
01610,MA,28717.0,2,2.0
59047,MT,13319.0,2,2.0
32940,FL,44869.0,2,2.0
14424,NY,28353.0,2,2.0
34209,FL,32940.0,2,2.0
66044,KS,28276.0,2,2.0
66064,KS,5783.0,2,2.0
28372,NC,13765.0,2,2.0
29812,SC,11107.0,2,2.0
34104,FL,25485.0,2,2.0
62526,IL,31758.0,2,2.0
34109,FL,26102.0,2,2.0
