zipcode,state,population,is_substance_abuse_rehab_per_100k,is_substance_abuse_rehab_per_100k_capped_viz
65721,MO,32975.0,3.0326004548900682,3.0326004548900682
01701,MA,33005.0,3.0298439630359035,3.0298439630359035
94526,CA,33064.0,3.0244374546334383,3.0244374546334383
66061,KS,66166.0,3.0227004806093762,3.0227004806093762
80241,CO,33097.0,3.0214218811372633,3.0214218811372633
60098,IL,33153.0,3.0163182819051064,3.0163182819051064
73110,OK,33156.0,3.016045361322234,3.016045361322234
75010,TX,33186.0,3.01331886940276,3.01331886940276
98499,WA,33188.0,3.01313727853441,3.01313727853441
81007,CO,33263.0,3.0063433845413825,3.0063433845413825
95482,CA,33276.0,3.0051688904916456,3.0051688904916456
46239,IN,33290.0,3.0039050765995796,3.0039050765995796
83616,ID,33311.0,3.002011347602894,3.002011347602894
55449,MN,33321.0,3.0011104108520152,3.0011104108520152
30022,GA,66667.0,2.9999850000749997,2.9999850000749997
76087,TX,33346.0,2.9988604330354462,2.9988604330354462
33023,FL,66749.0,2.9962995700310118,2.9962995700310118
83634,ID,33379.0,2.995895622996495,2.995895622996495
76020,TX,33469.0,2.9878394932624217,2.9878394932624217
19087,PA,33501.0,2.9849855228202142,2.9849855228202142
10309,NY,33523.0,2.983026578766817,2.983026578766817
07208,NJ,33561.0,2.9796489973481126,2.9796489973481126
32720,FL,33568.0,2.979027645376549,2.979027645376549
59405,MT,33578.0,2.97814044910358,2.97814044910358
11213,NY,67217.0,2.9754377612806286,2.9754377612806286
60901,IL,33628.0,2.973712382538361,2.973712382538361
60007,IL,33670.0,2.97000297000297,2.97000297000297
46516,IN,33670.0,2.97000297000297,2.97000297000297
48174,MI,33683.0,2.9688566932874147,2.9688566932874147
60302,IL,33698.0,2.967535165291709,2.967535165291709
48910,MI,33702.0,2.9671829565010976,2.9671829565010976
30094,GA,33745.0,2.9634019854793303,2.9634019854793303
78602,TX,33759.0,2.9621730501495898,2.9621730501495898
94545,CA,33786.0,2.95980583673711,2.95980583673711
34205,FL,33789.0,2.959543046553612,2.959543046553612
93060,CA,33859.0,2.9534244957027673,2.9534244957027673
10036,NY,33868.0,2.9526396598559113,2.9526396598559113
72956,AR,33870.0,2.952465308532625,2.952465308532625
92407,CA,67814.0,2.949243519037367,2.949243519037367
11226,NY,101727.0,2.949069568551122,2.949069568551122
96001,CA,33914.0,2.9486347820958896,2.9486347820958896
54729,WI,33980.0,2.942907592701589,2.942907592701589
32773,FL,33990.0,2.9420417769932334,2.9420417769932334
13502,NY,33990.0,2.9420417769932334,2.9420417769932334
55987,MN,34010.0,2.940311673037342,2.940311673037342
29577,SC,34109.0,2.9317775367205137,2.9317775367205137
37814,TN,34130.0,2.9299736302373276,2.9299736302373276
33133,FL,34141.0,2.929029612489382,2.929029612489382
91791,CA,34267.0,2.918259550004377,2.918259550004377
53214,WI,34297.0,2.9157069131410913,2.9157069131410913
07087,NJ,68611.0,2.914984477707656,2.914984477707656
40220,KY,34315.0,2.9141774734081305,2.9141774734081305
72032,AR,34316.0,2.914092551579438,2.914092551579438
03104,NH,34324.0,2.9134133550868198,2.9134133550868198
63901,MO,34354.0,2.910869185538802,2.910869185538802
19124,PA,68766.0,2.908414041822994,2.908414041822994
32807,FL,34384.0,2.908329455560726,2.908329455560726
99163,WA,34416.0,2.905625290562529,2.905625290562529
22405,VA,34430.0,2.904443799012489,2.904443799012489
83706,ID,34446.0,2.90309469894908,2.90309469894908
89011,NV,34456.0,2.9022521476665895,2.9022521476665895
03038,NH,34482.0,2.900063801403631,2.900063801403631
78723,TX,34522.0,2.896703551358554,2.896703551358554
92311,CA,34524.0,2.896535743251072,2.896535743251072
30274,GA,34537.0,2.89544546428468,2.89544546428468
84096,UT,69086.0,2.8949425353906726,2.8949425353906726
95476,CA,34575.0,2.8922631959508314,2.8922631959508314
95377,CA,34590.0,2.8910089621277826,2.8910089621277826
91773,CA,34592.0,2.890841813135985,2.890841813135985
22042,VA,34638.0,2.8870027137825507,2.8870027137825507
71291,LA,34670.0,2.884338044418806,2.884338044418806
91351,CA,34684.0,2.8831737977165264,2.8831737977165264
02301,MA,69418.0,2.8810971217839754,2.8810971217839754
80104,CO,34727.0,2.8796037665217264,2.8796037665217264
30281,GA,69540.0,2.876042565429968,2.876042565429968
72120,AR,34784.0,2.874885004599816,2.874885004599816
85383,AZ,69617.0,2.8728615137107316,2.8728615137107316
93703,CA,34840.0,2.8702640642939152,2.8702640642939152
33143,FL,34853.0,2.869193469715663,2.869193469715663
94541,CA,69736.0,2.8679591602615577,2.8679591602615577
02125,MA,34926.0,2.863196472541946,2.863196472541946
21136,MD,34973.0,2.8593486403797215,2.8593486403797215
85635,AZ,35095.0,2.8494087476848553,2.8494087476848553
37128,TN,70329.0,2.8437771047505294,2.8437771047505294
98404,WA,35172.0,2.8431707039690663,2.8431707039690663
77381,TX,35191.0,2.841635645477537,2.841635645477537
78749,TX,35239.0,2.8377649763046624,2.8377649763046624
22031,VA,35256.0,2.836396641706376,2.836396641706376
94523,CA,35272.0,2.835110002268088,2.835110002268088
34207,FL,35281.0,2.8343867804200564,2.8343867804200564
85756,AZ,35345.0,2.8292544914415054,2.8292544914415054
91766,CA,70701.0,2.8288143024851133,2.8288143024851133
20782,MD,35356.0,2.8283742504808234,2.8283742504808234
30344,GA,35365.0,2.827654460624912,2.827654460624912
02472,MA,35392.0,2.825497287522604,2.825497287522604
08332,NJ,35396.0,2.8251779862131317,2.8251779862131317
32904,FL,35399.0,2.8249385575863726,2.8249385575863726
32607,FL,35420.0,2.82326369282891,2.82326369282891
32547,FL,35466.0,2.819601872215643,2.819601872215643
12401,NY,35493.0,2.8174569633448847,2.8174569633448847
49546,MI,35536.0,2.814047726249437,2.814047726249437
53188,WI,35552.0,2.8127812781278125,2.8127812781278125
90255,CA,71157.0,2.8106862290428207,2.8106862290428207
19116,PA,35610.0,2.808199943836001,2.808199943836001
95834,CA,35617.0,2.8076480332425526,2.8076480332425526
84663,UT,35647.0,2.805285157236233,2.805285157236233
75214,TX,35664.0,2.8039479587258858,2.8039479587258858
82009,WY,35700.0,2.801120448179272,2.801120448179272
99352,WA,35762.0,2.7962641910407697,2.7962641910407697
94115,CA,35853.0,2.7891668758541823,2.7891668758541823
43040,OH,35853.0,2.7891668758541823,2.7891668758541823
21075,MD,35900.0,2.785515320334262,2.785515320334262
28677,NC,35926.0,2.7834994154651227,2.7834994154651227
88310,NM,35935.0,2.782802281897871,2.782802281897871
55024,MN,35948.0,2.781795927450762,2.781795927450762
30341,GA,35959.0,2.7809449650991405,2.7809449650991405
31602,GA,35999.0,2.7778549404150117,2.7778549404150117
97217,OR,36086.0,2.7711577897245467,2.7711577897245467
97266,OR,36095.0,2.7704668236597865,2.7704668236597865
40511,KY,36146.0,2.7665578487246165,2.7665578487246165
32207,FL,36207.0,2.7618968707708453,2.7618968707708453
27609,NC,36218.0,2.761058037439947,2.761058037439947
64055,MO,36225.0,2.7605244996549345,2.7605244996549345
40515,KY,36244.0,2.7590773645293014,2.7590773645293014
30041,GA,72489.0,2.7590393025148643,2.7590393025148643
80003,CO,36258.0,2.7580120249324285,2.7580120249324285
90301,CA,36270.0,2.7570995312930795,2.7570995312930795
33139,FL,36286.0,2.7558838119384887,2.7558838119384887
37312,TN,36291.0,2.7555041194786587,2.7555041194786587
97222,OR,36316.0,2.75360722546536,2.75360722546536
08096,NJ,36355.0,2.7506532801540367,2.7506532801540367
97527,OR,36358.0,2.7504263160789924,2.7504263160789924
23228,VA,36384.0,2.7484608619173265,2.7484608619173265
92131,CA,36394.0,2.747705665769083,2.747705665769083
77079,TX,36404.0,2.746950884518185,2.746950884518185
33813,FL,36448.0,2.743634767339772,2.743634767339772
45458,OH,36474.0,2.7416790042221857,2.7416790042221857
85326,AZ,72959.0,2.7412656423470714,2.7412656423470714
50266,IA,36486.0,2.7407772844378666,2.7407772844378666
73120,OK,36530.0,2.7374760470845882,2.7374760470845882
17111,PA,36557.0,2.735454222173592,2.735454222173592
85213,AZ,36572.0,2.7343322760581867,2.7343322760581867
53066,WI,36595.0,2.7326137450471375,2.7326137450471375
90505,CA,36643.0,2.729034194798461,2.729034194798461
78040,TX,36688.0,2.725686873092019,2.725686873092019
80260,CO,36691.0,2.7254640102477445,2.7254640102477445
68104,NE,36706.0,2.7243502424671715,2.7243502424671715
01852,MA,36708.0,2.724201808870001,2.724201808870001
10022,NY,36708.0,2.724201808870001,2.724201808870001
73401,OK,36744.0,2.7215327672545175,2.7215327672545175
85364,AZ,73550.0,2.7192386131883075,2.7192386131883075
80249,CO,36794.0,2.7178344295265533,2.7178344295265533
33801,FL,36798.0,2.717538996684602,2.717538996684602
45011,OH,73596.0,2.717538996684602,2.717538996684602
48178,MI,36858.0,2.713115198871344,2.713115198871344
19904,DE,36880.0,2.7114967462039044,2.7114967462039044
98444,WA,36885.0,2.71112918530568,2.71112918530568
20740,MD,36930.0,2.707825616030328,2.707825616030328
23220,VA,36942.0,2.7069460234962914,2.7069460234962914
31904,GA,36947.0,2.7065796952391263,2.7065796952391263
98366,WA,36969.0,2.704969028104628,2.704969028104628
37160,TN,36976.0,2.7044569450454348,2.7044569450454348
89110,NV,73954.0,2.7043838061497687,2.7043838061497687
27030,NC,36995.0,2.7030679821597516,2.7030679821597516
37604,TN,37025.0,2.700877785280216,2.700877785280216
92065,CA,37047.0,2.699273895322158,2.699273895322158
49120,MI,37076.0,2.697162584960622,2.697162584960622
28304,NC,37120.0,2.6939655172413794,2.6939655172413794
61704,IL,37129.0,2.693312505049961,2.693312505049961
27893,NC,37131.0,2.693167434219385,2.693167434219385
85395,AZ,37157.0,2.691282934574912,2.691282934574912
46222,IN,37185.0,2.6892564205997043,2.6892564205997043
76226,TX,37214.0,2.6871607459558233,2.6871607459558233
30052,GA,74442.0,2.686655382714059,2.686655382714059
64068,MO,37222.0,2.686583203481812,2.686583203481812
11231,NY,37240.0,2.6852846401718584,2.6852846401718584
80031,CO,37254.0,2.684275514038761,2.684275514038761
83687,ID,37254.0,2.684275514038761,2.684275514038761
49203,MI,37269.0,2.683195148783171,2.683195148783171
59715,MT,37286.0,2.681971785656815,2.681971785656815
13601,NY,37287.0,2.6818998578593076,2.6818998578593076
21144,MD,37295.0,2.681324574339724,2.681324574339724
61201,IL,37366.0,2.676229727559814,2.676229727559814
07753,NJ,37397.0,2.67401128432762,2.67401128432762
33024,FL,74843.0,2.6722605988536,2.6722605988536
96782,HI,37437.0,2.671154205732297,2.671154205732297
80521,CO,37451.0,2.6701556700755655,2.6701556700755655
23231,VA,37455.0,2.669870511280203,2.669870511280203
37086,TN,37463.0,2.669300376371353,2.669300376371353
98203,WA,37491.0,2.6673068203035397,2.6673068203035397
43201,OH,37528.0,2.6646770411426135,2.6646770411426135
54311,WI,37532.0,2.6643930512629224,2.6643930512629224
08618,NJ,37544.0,2.6635414447048795,2.6635414447048795
20877,MD,37577.0,2.661202331213242,2.661202331213242
89002,NV,37603.0,2.6593622849240752,2.6593622849240752
60101,IL,37644.0,2.6564658378493253,2.6564658378493253
78539,TX,37686.0,2.653505280475508,2.653505280475508
17404,PA,37745.0,2.649357530798781,2.649357530798781
40517,KY,37751.0,2.648936452014516,2.648936452014516
23321,VA,37752.0,2.648866285229922,2.648866285229922
95993,CA,37783.0,2.646692957150041,2.646692957150041
02920,RI,37791.0,2.6461326770924294,2.6461326770924294
48154,MI,37864.0,2.641031058525248,2.641031058525248
40245,KY,37866.0,2.6408915649923417,2.6408915649923417
89128,NV,37882.0,2.639776146982736,2.639776146982736
80211,CO,37940.0,2.635740643120717,2.635740643120717
77705,TX,37950.0,2.635046113306983,2.635046113306983
06106,CT,38036.0,2.6290882322010725,2.6290882322010725
03103,NH,38039.0,2.6288808854070824,2.6288808854070824
93245,CA,38045.0,2.6284662899198317,2.6284662899198317
31405,GA,38069.0,2.6268092148467255,2.6268092148467255
18966,PA,38079.0,2.6261193833871688,2.6261193833871688
32404,FL,38186.0,2.61876080238831,2.61876080238831
77034,TX,38186.0,2.61876080238831,2.61876080238831
48221,MI,38204.0,2.6175269605276936,2.6175269605276936
23060,VA,38288.0,2.6117843710823236,2.6117843710823236
77063,TX,38298.0,2.6111024074364195,2.6111024074364195
44240,OH,38354.0,2.6072899827918863,2.6072899827918863
55369,MN,38379.0,2.605591599572683,2.605591599572683
92553,CA,76761.0,2.6054897669389403,2.6054897669389403
28625,NC,38396.0,2.6044379622877383,2.6044379622877383
36301,AL,38447.0,2.6009831716388794,2.6009831716388794
35226,AL,38471.0,2.5993605573029037,2.5993605573029037
98002,WA,38474.0,2.599157872849197,2.599157872849197
53218,WI,38488.0,2.5982124298482643,2.5982124298482643
02908,RI,38507.0,2.5969304282338275,2.5969304282338275
83605,ID,38561.0,2.5932937423822,2.5932937423822
85248,AZ,38567.0,2.5928902948116264,2.5928902948116264
77520,TX,38587.0,2.5915463757223938,2.5915463757223938
28208,NC,38614.0,2.5897342932615115,2.5897342932615115
21093,MD,38677.0,2.5855159397057683,2.5855159397057683
95382,CA,38702.0,2.58384579608289,2.58384579608289
37207,TN,38719.0,2.582711330354606,2.582711330354606
24153,VA,38728.0,2.58211113406321,2.58211113406321
70570,LA,38746.0,2.580911577969339,2.580911577969339
10452,NY,77564.0,2.5785158063018927,2.5785158063018927
44134,OH,38845.0,2.5743338911056766,2.5743338911056766
85132,AZ,38848.0,2.574135090609555,2.574135090609555
92301,CA,38912.0,2.5699013157894735,2.5699013157894735
46062,IN,38915.0,2.569703199280483,2.569703199280483
46033,IN,39002.0,2.5639710784062353,2.5639710784062353
95050,CA,39031.0,2.562066050062771,2.562066050062771
