zipcode,state,population,is_sud_rehab_clinic,is_sud_rehab_clinic_capped_viz
16146,PA,13181.0,3,3.0
92504,CA,54642.0,3,3.0
05478,VT,15704.0,3,3.0
35226,AL,38471.0,3,3.0
02184,MA,39143.0,3,3.0
44820,OH,17114.0,3,3.0
85226,AZ,40689.0,3,3.0
77027,TX,18987.0,3,3.0
20602,MD,28736.0,3,3.0
20770,MD,28612.0,3,3.0
55406,MN,34588.0,3,3.0
21030,MD,26156.0,3,3.0
23666,VA,52845.0,3,3.0
12206,NY,17219.0,3,3.0
79701,TX,29748.0,3,3.0
70806,LA,27898.0,3,3.0
90033,CA,46081.0,3,3.0
90212,CA,11451.0,3,3.0
92408,CA,13488.0,3,3.0
61614,IL,27119.0,3,3.0
59715,MT,37286.0,3,3.0
33432,FL,22061.0,3,3.0
60174,IL,30958.0,3,3.0
75069,TX,39084.0,3,3.0
27344,NC,17834.0,3,3.0
77011,TX,16841.0,3,3.0
40601,KY,52133.0,3,3.0
41042,KY,54183.0,3,3.0
85009,AZ,50439.0,3,3.0
19462,PA,16267.0,3,3.0
19132,PA,33926.0,3,3.0
02910,RI,21907.0,3,3.0
42503,KY,24670.0,3,3.0
97402,OR,56610.0,3,3.0
37129,TN,60494.0,3,3.0
43205,OH,12044.0,3,3.0
19711,DE,48477.0,3,3.0
85345,AZ,61024.0,3,3.0
97504,OR,49942.0,3,3.0
45036,OH,41060.0,3,3.0
48858,MI,41844.0,3,3.0
37128,TN,70329.0,3,3.0
59301,MT,11509.0,3,3.0
19952,DE,10621.0,3,3.0
12180,NY,55907.0,3,3.0
43232,OH,44823.0,3,3.0
46250,IN,19156.0,3,3.0
90211,CA,8260.0,3,3.0
99206,WA,39842.0,3,3.0
84660,UT,45959.0,3,3.0
47403,IN,33066.0,3,3.0
30339,GA,31490.0,3,3.0
80013,CO,75099.0,3,3.0
30004,GA,68607.0,3,3.0
90057,CA,45510.0,3,3.0
90028,CA,32330.0,3,3.0
90029,CA,34695.0,3,3.0
70115,LA,31736.0,3,3.0
58503,ND,37157.0,3,3.0
60131,IL,18205.0,3,3.0
76501,TX,16987.0,3,3.0
02895,RI,43269.0,3,3.0
18042,PA,44026.0,3,3.0
98272,WA,31127.0,3,3.0
98372,WA,26652.0,3,3.0
92705,CA,45902.0,3,3.0
61615,IL,24314.0,3,3.0
75228,TX,68219.0,3,3.0
80205,CO,34967.0,3,3.0
97232,OR,15382.0,3,3.0
77386,TX,66058.0,3,3.0
77026,TX,23405.0,3,3.0
18902,PA,22236.0,3,3.0
33315,FL,13555.0,3,3.0
38804,MS,17314.0,3,3.0
40504,KY,26042.0,3,3.0
20744,MD,52747.0,3,3.0
08053,NJ,46826.0,3,3.0
21239,MD,26605.0,3,3.0
43222,OH,4124.0,3,3.0
60453,IL,58362.0,3,3.0
93245,CA,38045.0,3,3.0
71303,LA,22797.0,3,3.0
43701,OH,55361.0,3,3.0
43607,OH,20494.0,3,3.0
08034,NJ,19256.0,3,3.0
20877,MD,37577.0,3,3.0
19973,DE,25550.0,3,3.0
20678,MD,12818.0,3,3.0
46151,IN,32335.0,3,3.0
80526,CO,45624.0,3,3.0
80218,CO,19484.0,3,3.0
08302,NJ,47826.0,3,3.0
08108,NJ,18618.0,3,3.0
83854,ID,49040.0,3,3.0
98003,WA,51751.0,3,3.0
32216,FL,42847.0,3,3.0
60020,IL,10967.0,3,3.0
37643,TN,33752.0,3,3.0
64119,MO,30865.0,3,3.0
61603,IL,15503.0,3,3.0
75208,TX,29446.0,3,3.0
37620,TN,38245.0,3,3.0
37615,TN,22151.0,3,3.0
61920,IL,20847.0,3,3.0
60031,IL,37650.0,3,3.0
61364,IL,18449.0,3,3.0
61554,IL,40854.0,3,3.0
77080,TX,45428.0,3,3.0
19701,DE,42717.0,3,3.0
19805,DE,39985.0,3,3.0
17602,PA,52665.0,3,3.0
98503,WA,40346.0,3,3.0
98402,WA,8053.0,3,3.0
70006,LA,16540.0,3,3.0
84020,UT,51017.0,3,3.0
99336,WA,51127.0,3,3.0
85043,AZ,35800.0,3,3.0
04240,ME,37121.0,3,3.0
91405,CA,55319.0,3,3.0
80634,CO,65980.0,3,3.0
75240,TX,25839.0,3,3.0
30066,GA,62417.0,3,3.0
30075,GA,56161.0,3,3.0
95620,CA,21439.0,3,3.0
94945,CA,17876.0,3,3.0
94903,CA,30514.0,3,3.0
32301,FL,29686.0,3,3.0
45405,OH,18124.0,3,3.0
38501,TN,41141.0,3,3.0
04401,ME,44608.0,3,3.0
98626,WA,26291.0,3,3.0
99201,WA,15716.0,3,3.0
86403,AZ,17787.0,3,3.0
77060,TX,42707.0,3,3.0
92225,CA,21104.0,3,3.0
84043,UT,76954.0,3,3.0
96740,HI,38234.0,3,3.0
98512,WA,31422.0,3,3.0
98271,WA,32068.0,3,3.0
78704,TX,49197.0,3,3.0
98036,WA,42248.0,3,3.0
45503,OH,32870.0,3,3.0
77477,TX,35520.0,3,3.0
03051,NH,25394.0,3,3.0
04330,ME,26322.0,3,3.0
60004,IL,52546.0,3,3.0
99503,AK,13550.0,3,3.0
83301,ID,60789.0,3,3.0
60621,IL,29570.0,3,3.0
37660,TN,39479.0,3,3.0
23230,VA,8263.0,3,3.0
62363,IL,5726.0,3,3.0
62448,IL,5719.0,3,3.0
58801,ND,34921.0,3,3.0
92260,CA,31641.0,3,3.0
81401,CO,23266.0,3,3.0
93030,CA,59011.0,3,3.0
20009,DC,53357.0,3,3.0
34957,FL,22955.0,3,3.0
84663,UT,35647.0,3,3.0
98597,WA,27233.0,3,3.0
99021,WA,9690.0,3,3.0
15206,PA,28774.0,3,3.0
92673,CA,29642.0,3,3.0
64804,MO,38078.0,3,3.0
62959,IL,27629.0,3,3.0
40701,KY,31051.0,3,3.0
30096,GA,69953.0,3,3.0
26003,WV,40591.0,3,3.0
59802,MT,19892.0,3,3.0
46201,IN,31408.0,3,3.0
91607,CA,30502.0,3,3.0
80537,CO,43603.0,3,3.0
91601,CA,39429.0,3,3.0
70607,LA,30339.0,3,3.0
75057,TX,16001.0,3,3.0
93704,CA,28573.0,3,3.0
28204,NC,9411.0,3,3.0
12047,NY,23347.0,3,3.0
21771,MD,30697.0,3,3.0
20852,MD,48347.0,3,3.0
77008,TX,36631.0,3,3.0
77023,TX,26780.0,3,3.0
97754,OR,21627.0,3,3.0
89101,NV,42465.0,3,3.0
81144,CO,7347.0,3,3.0
07932,NJ,11036.0,3,3.0
08109,NJ,23306.0,3,3.0
40403,KY,26994.0,3,3.0
50314,IA,11764.0,3,3.0
93926,CA,9187.0,3,3.0
23321,VA,37752.0,3,3.0
37919,TN,30822.0,3,3.0
92109,CA,44671.0,3,3.0
92114,CA,66248.0,3,3.0
90022,CA,64517.0,3,3.0
93257,CA,79569.0,3,3.0
77058,TX,19442.0,3,3.0
77077,TX,61302.0,3,3.0
82716,WY,17094.0,3,3.0
45239,OH,28499.0,3,3.0
44907,OH,15014.0,3,3.0
58703,ND,23341.0,3,3.0
44044,OH,14911.0,3,3.0
90230,CA,32743.0,3,3.0
95249,CA,3983.0,3,3.0
98201,WA,30421.0,3,3.0
68510,NE,20669.0,3,3.0
33919,FL,30587.0,3,3.0
29607,SC,44216.0,3,3.0
62301,IL,31481.0,3,3.0
95660,CA,35368.0,3,3.0
08225,NJ,8442.0,3,3.0
08232,NJ,19897.0,3,3.0
21727,MD,6593.0,3,3.0
60061,IL,27581.0,3,3.0
21209,MD,28659.0,3,3.0
21211,MD,17721.0,3,3.0
10314,NY,92157.0,3,3.0
21851,MD,7229.0,3,3.0
33314,FL,30248.0,3,3.0
35660,AL,9434.0,3,3.0
64735,MO,13450.0,3,3.0
54935,WI,42513.0,3,3.0
82930,WY,13894.0,3,3.0
93619,CA,50032.0,3,3.0
94117,CA,38451.0,3,3.0
95032,CA,28109.0,3,3.0
48104,MI,41588.0,3,3.0
19139,PA,43281.0,3,3.0
55104,MN,45612.0,3,3.0
17921,PA,7038.0,3,3.0
17603,PA,66739.0,3,3.0
08619,NJ,23301.0,3,3.0
93726,CA,42366.0,3,3.0
77084,TX,109808.0,3,3.0
93940,CA,30454.0,3,3.0
93722,CA,87364.0,3,3.0
28607,NC,35495.0,3,3.0
38305,TN,52686.0,3,3.0
22901,VA,36938.0,3,3.0
34949,FL,8027.0,3,3.0
95350,CA,55344.0,3,3.0
92683,CA,90946.0,3,3.0
34983,FL,43654.0,3,3.0
91301,CA,24790.0,3,3.0
95838,CA,41340.0,3,3.0
95340,CA,38606.0,3,3.0
38104,TN,22584.0,3,3.0
44256,OH,64815.0,3,3.0
38024,TN,26518.0,3,3.0
91361,CA,20262.0,3,3.0
95991,CA,43345.0,3,3.0
90016,CA,46512.0,3,3.0
62901,IL,22967.0,3,3.0
11208,NY,101958.0,3,3.0
95817,CA,14270.0,3,3.0
79905,TX,22483.0,3,3.0
94533,CA,77380.0,3,3.0
33060,FL,35793.0,3,3.0
10457,NY,77488.0,3,3.0
15219,PA,10949.0,3,3.0
19004,PA,10668.0,3,3.0
11801,NY,41779.0,3,3.0
78745,TX,59843.0,3,3.0
78701,TX,11625.0,3,3.0
33415,FL,51251.0,3,3.0
78613,TX,89279.0,3,3.0
21620,MD,12726.0,3,3.0
23236,VA,27516.0,3,3.0
85719,AZ,46242.0,3,3.0
48910,MI,33702.0,3,3.0
97701,OR,42159.0,3,3.0
92117,CA,51505.0,3,3.0
66211,KS,4917.0,3,3.0
85007,AZ,14442.0,3,3.0
85018,AZ,37944.0,3,3.0
85022,AZ,51314.0,3,3.0
85308,AZ,66540.0,3,3.0
10001,NY,32612.0,3,3.0
23851,VA,13258.0,3,3.0
92262,CA,26593.0,3,3.0
93648,CA,15393.0,3,3.0
66101,KS,13785.0,3,3.0
10801,NY,42949.0,3,3.0
10606,NY,16929.0,3,3.0
10598,NY,29040.0,3,3.0
10570,NY,13986.0,2,2.0
92415,CA,2.0,2,2.0
10026,NY,35644.0,2,2.0
11234,NY,92133.0,2,2.0
08846,NJ,14636.0,2,2.0
20740,MD,36930.0,2,2.0
21037,MD,21453.0,2,2.0
21046,MD,16023.0,2,2.0
85716,AZ,31521.0,2,2.0
85621,AZ,21730.0,2,2.0
79907,TX,50971.0,2,2.0
79903,TX,16425.0,2,2.0
95629,CA,1036.0,2,2.0
77578,TX,25228.0,2,2.0
33161,FL,53015.0,2,2.0
08852,NJ,18956.0,2,2.0
10036,NY,33868.0,2,2.0
19143,PA,64648.0,2,2.0
44702,OH,1086.0,2,2.0
24060,VA,46755.0,2,2.0
68434,NE,9209.0,2,2.0
67211,KS,19721.0,2,2.0
28405,NC,31775.0,2,2.0
28546,NC,48547.0,2,2.0
62837,IL,8467.0,2,2.0
85250,AZ,16501.0,2,2.0
85739,AZ,18878.0,2,2.0
85004,AZ,8833.0,2,2.0
85028,AZ,19888.0,2,2.0
78572,TX,78280.0,2,2.0
78577,TX,79937.0,2,2.0
79413,TX,20962.0,2,2.0
78728,TX,25555.0,2,2.0
80911,CO,34577.0,2,2.0
73105,OK,5835.0,2,2.0
66749,KS,7512.0,2,2.0
34990,FL,31160.0,2,2.0
45652,OH,3131.0,2,2.0
95401,CA,37272.0,2,2.0
94403,CA,45057.0,2,2.0
62450,IL,11978.0,2,2.0
53208,WI,29644.0,2,2.0
38261,TN,16627.0,2,2.0
28557,NC,14910.0,2,2.0
93657,CA,37464.0,2,2.0
95122,CA,54056.0,2,2.0
91604,CA,30947.0,2,2.0
54220,WI,40737.0,2,2.0
28721,NC,10370.0,2,2.0
45042,OH,26972.0,2,2.0
91740,CA,26644.0,2,2.0
92069,CA,49407.0,2,2.0
92105,CA,66579.0,2,2.0
93723,CA,12037.0,2,2.0
44663,OH,25601.0,2,2.0
34470,FL,20483.0,2,2.0
24015,VA,15973.0,2,2.0
65203,MO,59712.0,2,2.0
23602,VA,42004.0,2,2.0
92234,CA,51509.0,2,2.0
91320,CA,44462.0,2,2.0
91505,CA,32371.0,2,2.0
92211,CA,26403.0,2,2.0
90066,CA,55304.0,2,2.0
90220,CA,50412.0,2,2.0
23228,VA,36384.0,2,2.0
68105,NE,22669.0,2,2.0
44403,OH,3690.0,2,2.0
44221,OH,29601.0,2,2.0
28301,NC,17670.0,2,2.0
44312,OH,30510.0,2,2.0
22003,VA,59372.0,2,2.0
90631,CA,69533.0,2,2.0
16693,PA,4061.0,2,2.0
84010,UT,48439.0,2,2.0
90262,CA,67099.0,2,2.0
93532,CA,2373.0,2,2.0
24273,VA,5730.0,2,2.0
28804,NC,23964.0,2,2.0
65803,MO,42007.0,2,2.0
44721,OH,13432.0,2,2.0
45242,OH,23214.0,2,2.0
94061,CA,36704.0,2,2.0
45502,OH,16767.0,2,2.0
24482,VA,5200.0,2,2.0
92805,CA,74633.0,2,2.0
92832,CA,26277.0,2,2.0
62930,IL,5716.0,2,2.0
93646,CA,10492.0,2,2.0
95404,CA,38034.0,2,2.0
23805,VA,19656.0,2,2.0
23831,VA,37216.0,2,2.0
74058,OK,3727.0,2,2.0
62918,IL,10538.0,2,2.0
95035,CA,80440.0,2,2.0
44308,OH,1037.0,2,2.0
23607,VA,23498.0,2,2.0
68046,NE,32242.0,2,2.0
27910,NC,10662.0,2,2.0
93012,CA,37550.0,2,2.0
82601,WY,27180.0,2,2.0
65807,MO,55168.0,2,2.0
82514,WY,1539.0,2,2.0
93643,CA,3130.0,2,2.0
75901,TX,28373.0,2,2.0
85048,AZ,34524.0,2,2.0
85339,AZ,50447.0,2,2.0
84041,UT,55289.0,2,2.0
84032,UT,24766.0,2,2.0
83101,WY,2808.0,2,2.0
76401,TX,30144.0,2,2.0
26301,WV,28586.0,2,2.0
71291,LA,34670.0,2,2.0
93725,CA,26162.0,2,2.0
95811,CA,12463.0,2,2.0
15213,PA,31075.0,2,2.0
93210,CA,18581.0,2,2.0
94040,CA,36501.0,2,2.0
71295,LA,14069.0,2,2.0
93010,CA,46223.0,2,2.0
91741,CA,26999.0,2,2.0
62321,IL,3873.0,2,2.0
37764,TN,10583.0,2,2.0
23060,VA,38288.0,2,2.0
44053,OH,20735.0,2,2.0
28115,NC,43413.0,2,2.0
95630,CA,74787.0,2,2.0
95682,CA,30233.0,2,2.0
90008,CA,33041.0,2,2.0
90042,CA,58295.0,2,2.0
93551,CA,56001.0,2,2.0
91208,CA,16776.0,2,2.0
91744,CA,81817.0,2,2.0
95624,CA,66575.0,2,2.0
93611,CA,47041.0,2,2.0
82072,WY,15719.0,2,2.0
44906,OH,16566.0,2,2.0
82941,WY,5066.0,2,2.0
24541,VA,27529.0,2,2.0
98168,WA,36389.0,2,2.0
45011,OH,73596.0,2,2.0
82431,WY,3595.0,2,2.0
82201,WY,6395.0,2,2.0
82401,WY,7001.0,2,2.0
44903,OH,25613.0,2,2.0
83001,WY,17690.0,2,2.0
85331,AZ,31038.0,2,2.0
97365,OR,10806.0,2,2.0
85390,AZ,9102.0,2,2.0
85713,AZ,46810.0,2,2.0
85213,AZ,36572.0,2,2.0
85541,AZ,22974.0,2,2.0
98346,WA,10402.0,2,2.0
98002,WA,38474.0,2,2.0
24266,VA,8705.0,2,2.0
45406,OH,20622.0,2,2.0
83110,WY,4744.0,2,2.0
73118,OK,13521.0,2,2.0
62223,IL,16263.0,2,2.0
29681,SC,63257.0,2,2.0
93065,CA,73943.0,2,2.0
93436,CA,56730.0,2,2.0
45424,OH,50920.0,2,2.0
98311,WA,28059.0,2,2.0
60406,IL,24011.0,2,2.0
75024,TX,45469.0,2,2.0
75070,TX,57712.0,2,2.0
92553,CA,76761.0,2,2.0
93630,CA,21103.0,2,2.0
93667,CA,2294.0,2,2.0
90403,CA,25278.0,2,2.0
90043,CA,46179.0,2,2.0
37830,TN,31839.0,2,2.0
28212,NC,41009.0,2,2.0
27896,NC,20683.0,2,2.0
64506,MO,22828.0,2,2.0
91941,CA,33895.0,2,2.0
93720,CA,47814.0,2,2.0
77707,TX,17509.0,2,2.0
94025,CA,42354.0,2,2.0
94619,CA,24867.0,2,2.0
37821,TN,22928.0,2,2.0
64801,MO,35234.0,2,2.0
37745,TN,19714.0,2,2.0
23116,VA,32410.0,2,2.0
28103,NC,10164.0,2,2.0
76301,TX,15320.0,2,2.0
90027,CA,44471.0,2,2.0
99114,WA,12649.0,2,2.0
98092,WA,50258.0,2,2.0
76053,TX,31935.0,2,2.0
98223,WA,45139.0,2,2.0
99518,AK,9861.0,2,2.0
98103,WA,53056.0,2,2.0
37801,TN,28822.0,2,2.0
76092,TX,31924.0,2,2.0
20018,DC,20646.0,2,2.0
20003,DC,36501.0,2,2.0
20008,DC,30143.0,2,2.0
15001,PA,32299.0,2,2.0
98108,WA,25009.0,2,2.0
45219,OH,20644.0,2,2.0
98563,WA,8235.0,2,2.0
70816,LA,45232.0,2,2.0
98125,WA,42965.0,2,2.0
98133,WA,50720.0,2,2.0
98038,WA,37487.0,2,2.0
98382,WA,30505.0,2,2.0
98409,WA,27840.0,2,2.0
77701,TX,13232.0,2,2.0
83401,ID,47114.0,2,2.0
78626,TX,39935.0,2,2.0
75050,TX,43531.0,2,2.0
23226,VA,16955.0,2,2.0
44094,OH,37634.0,2,2.0
44114,OH,7622.0,2,2.0
60629,IL,114453.0,2,2.0
33907,FL,24980.0,2,2.0
53716,WI,19105.0,2,2.0
60432,IL,19989.0,2,2.0
61081,IL,21064.0,2,2.0
44102,OH,43347.0,2,2.0
23434,VA,51430.0,2,2.0
49946,MI,3784.0,2,2.0
54016,WI,33198.0,2,2.0
53704,WI,47066.0,2,2.0
60126,IL,48147.0,2,2.0
60450,IL,20877.0,2,2.0
60555,IL,13909.0,2,2.0
29577,SC,34109.0,2,2.0
98310,WA,21580.0,2,2.0
99205,WA,44036.0,2,2.0
92227,CA,27492.0,2,2.0
93618,CA,30709.0,2,2.0
93645,CA,297.0,2,2.0
78415,TX,38722.0,2,2.0
78212,TX,26738.0,2,2.0
98373,WA,28165.0,2,2.0
75061,TX,55828.0,2,2.0
98057,WA,13493.0,2,2.0
99709,AK,28613.0,2,2.0
98327,WA,10222.0,2,2.0
60047,IL,43944.0,2,2.0
61604,IL,29344.0,2,2.0
28052,NC,35332.0,2,2.0
27610,NC,75164.0,2,2.0
64145,MO,5518.0,2,2.0
27612,NC,39576.0,2,2.0
78759,TX,42333.0,2,2.0
99835,AK,8446.0,2,2.0
98408,WA,20566.0,2,2.0
83815,ID,39412.0,2,2.0
37405,TN,18231.0,2,2.0
61822,IL,25091.0,2,2.0
78501,TX,60817.0,2,2.0
61944,IL,11780.0,2,2.0
62040,IL,40872.0,2,2.0
62626,IL,8033.0,2,2.0
98930,WA,15339.0,2,2.0
75215,TX,18806.0,2,2.0
49783,MI,18690.0,2,2.0
29407,SC,35373.0,2,2.0
22405,VA,34430.0,2,2.0
43227,OH,25041.0,2,2.0
63851,MO,3765.0,2,2.0
27615,NC,43010.0,2,2.0
61832,IL,32878.0,2,2.0
43617,OH,7659.0,2,2.0
49855,MI,32929.0,2,2.0
43615,OH,39449.0,2,2.0
10312,NY,61642.0,2,2.0
79072,TX,25590.0,2,2.0
75023,TX,46777.0,2,2.0
64130,MO,20707.0,2,2.0
99301,WA,85272.0,2,2.0
98371,WA,23965.0,2,2.0
60523,IL,10347.0,2,2.0
74145,OK,18055.0,2,2.0
33606,FL,22271.0,2,2.0
49829,MI,17009.0,2,2.0
61611,IL,23837.0,2,2.0
75231,TX,40754.0,2,2.0
29501,SC,46528.0,2,2.0
98801,WA,44970.0,2,2.0
98445,WA,33927.0,2,2.0
98532,WA,25572.0,2,2.0
98604,WA,38245.0,2,2.0
98663,WA,15188.0,2,2.0
78539,TX,37686.0,2,2.0
85014,AZ,26381.0,2,2.0
53172,WI,20795.0,2,2.0
37209,TN,40498.0,2,2.0
33486,FL,22947.0,2,2.0
53186,WI,32332.0,2,2.0
33569,FL,28065.0,2,2.0
53215,WI,59359.0,2,2.0
60014,IL,48275.0,2,2.0
60073,IL,61721.0,2,2.0
77090,TX,42285.0,2,2.0
98122,WA,41646.0,2,2.0
77092,TX,34903.0,2,2.0
90013,CA,15589.0,2,2.0
89014,NV,40761.0,2,2.0
99741,AK,472.0,2,2.0
27701,NC,25208.0,2,2.0
41653,KY,10937.0,2,2.0
92392,CA,62294.0,2,2.0
97914,OR,19534.0,2,2.0
84070,UT,30885.0,2,2.0
19355,PA,29273.0,2,2.0
77354,TX,40625.0,2,2.0
99001,WA,8859.0,2,2.0
98366,WA,36969.0,2,2.0
92707,CA,56456.0,2,2.0
92780,CA,56034.0,2,2.0
92801,CA,63163.0,2,2.0
86001,AZ,37093.0,2,2.0
72764,AR,60786.0,2,2.0
94063,CA,35836.0,2,2.0
60641,IL,69354.0,2,2.0
33563,FL,27344.0,2,2.0
53227,WI,23310.0,2,2.0
33455,FL,20799.0,2,2.0
61356,IL,10915.0,2,2.0
62565,IL,7477.0,2,2.0
11224,NY,46019.0,2,2.0
75103,TX,15162.0,2,2.0
43231,OH,22126.0,2,2.0
59912,MT,15395.0,2,2.0
28379,NC,24603.0,2,2.0
40219,KY,40300.0,2,2.0
40351,KY,22305.0,2,2.0
90291,CA,28442.0,2,2.0
90401,CA,8167.0,2,2.0
97216,OR,17488.0,2,2.0
37217,TN,33115.0,2,2.0
49735,MI,20568.0,2,2.0
10940,NY,52803.0,2,2.0
77433,TX,106663.0,2,2.0
77598,TX,25620.0,2,2.0
27516,NC,45841.0,2,2.0
63857,MO,12236.0,2,2.0
37312,TN,36291.0,2,2.0
85031,AZ,31162.0,2,2.0
27534,NC,30844.0,2,2.0
92324,CA,58626.0,2,2.0
84405,UT,34285.0,2,2.0
85254,AZ,46352.0,2,2.0
90021,CA,5192.0,2,2.0
80017,CO,37637.0,2,2.0
85326,AZ,72959.0,2,2.0
70056,LA,41498.0,2,2.0
61605,IL,14049.0,2,2.0
62454,IL,10753.0,2,2.0
97267,OR,31851.0,2,2.0
91203,CA,16930.0,2,2.0
37203,TN,20429.0,2,2.0
53066,WI,36595.0,2,2.0
92410,CA,51651.0,2,2.0
33487,FL,20644.0,2,2.0
59860,MT,11309.0,2,2.0
27530,NC,37470.0,2,2.0
78227,TX,46594.0,2,2.0
60068,IL,39672.0,2,2.0
60115,IL,42103.0,2,2.0
11550,NY,61901.0,2,2.0
61455,IL,17630.0,2,2.0
53072,WI,26687.0,2,2.0
57301,SD,18759.0,2,2.0
77055,TX,42766.0,2,2.0
11746,NY,69040.0,2,2.0
11520,NY,45121.0,2,2.0
11787,NY,35361.0,2,2.0
76116,TX,51639.0,2,2.0
76132,TX,26249.0,2,2.0
90037,CA,63706.0,2,2.0
90038,CA,27414.0,2,2.0
91321,CA,33560.0,2,2.0
97209,OR,22755.0,2,2.0
46208,IN,23996.0,2,2.0
47421,IN,27798.0,2,2.0
70503,LA,27497.0,2,2.0
70501,LA,28721.0,2,2.0
63303,MO,47292.0,2,2.0
87401,NM,44724.0,2,2.0
84501,UT,13111.0,2,2.0
81632,CO,11343.0,2,2.0
80120,CO,29445.0,2,2.0
80222,CO,22381.0,2,2.0
59711,MT,9234.0,2,2.0
53130,WI,7743.0,2,2.0
49548,MI,34741.0,2,2.0
29203,SC,39449.0,2,2.0
93234,CA,6745.0,2,2.0
15642,PA,46461.0,2,2.0
19010,PA,21270.0,2,2.0
16101,PA,31960.0,2,2.0
33431,FL,22047.0,2,2.0
59714,MT,22333.0,2,2.0
23518,VA,30278.0,2,2.0
22042,VA,34638.0,2,2.0
43140,OH,24030.0,2,2.0
83642,ID,55465.0,2,2.0
60429,IL,14683.0,2,2.0
61108,IL,29660.0,2,2.0
59803,MT,17203.0,2,2.0
43214,OH,26805.0,2,2.0
33324,FL,46766.0,2,2.0
33405,FL,19369.0,2,2.0
33428,FL,42828.0,2,2.0
31794,GA,28012.0,2,2.0
90250,CA,97653.0,2,2.0
46807,IN,16489.0,2,2.0
93610,CA,23859.0,2,2.0
93514,CA,14361.0,2,2.0
71269,LA,12343.0,2,2.0
81154,CO,1302.0,2,2.0
81036,CO,991.0,2,2.0
55720,MN,17236.0,2,2.0
27405,NC,51506.0,2,2.0
08002,NJ,23920.0,2,2.0
08046,NJ,31846.0,2,2.0
79925,TX,38422.0,2,2.0
22030,VA,60431.0,2,2.0
22102,VA,27743.0,2,2.0
80021,CO,36176.0,2,2.0
84095,UT,39278.0,2,2.0
42104,KY,37309.0,2,2.0
80211,CO,37940.0,2,2.0
40243,KY,11521.0,2,2.0
70811,LA,13116.0,2,2.0
33304,FL,19978.0,2,2.0
07601,NJ,46030.0,2,2.0
83605,ID,38561.0,2,2.0
17044,PA,20681.0,2,2.0
15801,PA,20246.0,2,2.0
15825,PA,9629.0,2,2.0
19087,PA,33501.0,2,2.0
71105,LA,21308.0,2,2.0
28805,NC,18554.0,2,2.0
46254,IN,40162.0,2,2.0
46970,IN,23317.0,2,2.0
28226,NC,40513.0,2,2.0
85262,AZ,13366.0,2,2.0
80045,CO,1278.0,2,2.0
90503,CA,45386.0,2,2.0
89512,NV,30148.0,2,2.0
89511,NV,29143.0,2,2.0
75165,TX,49805.0,2,2.0
92583,CA,34674.0,2,2.0
61107,IL,30722.0,2,2.0
63147,MO,8499.0,2,2.0
33306,FL,3526.0,2,2.0
56591,MN,417.0,2,2.0
33169,FL,42308.0,2,2.0
56560,MN,44205.0,2,2.0
55076,MN,21624.0,2,2.0
08873,NJ,55500.0,2,2.0
07054,NJ,30228.0,2,2.0
43026,OH,64607.0,2,2.0
49444,MI,26281.0,2,2.0
33173,FL,33648.0,2,2.0
33312,FL,51570.0,2,2.0
43085,OH,25566.0,2,2.0
19550,PA,581.0,2,2.0
16335,PA,27452.0,2,2.0
58104,ND,48150.0,2,2.0
33180,FL,35062.0,2,2.0
36695,AL,51174.0,2,2.0
37064,TN,62422.0,2,2.0
84105,UT,22856.0,2,2.0
90277,CA,37856.0,2,2.0
28105,NC,44085.0,2,2.0
28210,NC,46843.0,2,2.0
46544,IN,31571.0,2,2.0
81623,CO,16110.0,2,2.0
77002,TX,19844.0,2,2.0
77024,TX,39565.0,2,2.0
72756,AR,41875.0,2,2.0
81140,CO,2154.0,2,2.0
56649,MN,8923.0,2,2.0
33067,FL,27564.0,2,2.0
37204,TN,15959.0,2,2.0
64068,MO,37222.0,2,2.0
28206,NC,14053.0,2,2.0
06437,CT,22064.0,2,2.0
47546,IN,22445.0,2,2.0
36604,AL,8798.0,2,2.0
07607,NJ,10080.0,2,2.0
08244,NJ,10535.0,2,2.0
55427,MN,24353.0,2,2.0
06106,CT,38036.0,2,2.0
43113,OH,24165.0,2,2.0
43081,OH,64338.0,2,2.0
27103,NC,36023.0,2,2.0
36541,AL,14999.0,2,2.0
59270,MT,8633.0,2,2.0
07052,NJ,48867.0,2,2.0
56308,MN,26391.0,2,2.0
42101,KY,64444.0,2,2.0
46805,IN,21138.0,2,2.0
28562,NC,39375.0,2,2.0
37027,TN,61370.0,2,2.0
37174,TN,48849.0,2,2.0
37043,TN,52792.0,2,2.0
37212,TN,22318.0,2,2.0
85281,AZ,69218.0,2,2.0
75041,TX,32219.0,2,2.0
85040,AZ,33993.0,2,2.0
84117,UT,25675.0,2,2.0
46952,IN,18996.0,2,2.0
85203,AZ,37962.0,2,2.0
27893,NC,37131.0,2,2.0
44709,OH,18509.0,2,2.0
56258,MN,15480.0,2,2.0
61008,IL,33747.0,2,2.0
56520,MN,3952.0,2,2.0
33132,FL,18159.0,2,2.0
59417,MT,7795.0,2,2.0
33133,FL,34141.0,2,2.0
33026,FL,30510.0,2,2.0
29325,SC,14300.0,2,2.0
29720,SC,51198.0,2,2.0
50266,IA,36486.0,2,2.0
06473,CT,24574.0,2,2.0
61101,IL,19784.0,2,2.0
52807,IA,15851.0,2,2.0
95127,CA,63749.0,2,2.0
95662,CA,32688.0,2,2.0
92590,CA,4840.0,2,2.0
