zipcode,state,population,is_sud_rehab_clinic,is_sud_rehab_clinic_capped_viz
63108,MO,23603.0,2,2.0
91101,CA,20583.0,2,2.0
33138,FL,27601.0,2,2.0
33073,FL,32853.0,2,2.0
52761,IA,30530.0,2,2.0
60804,IL,85673.0,2,2.0
56301,MN,33786.0,2,2.0
95110,CA,20495.0,2,2.0
77706,TX,29910.0,2,2.0
95821,CA,39310.0,2,2.0
93250,CA,14892.0,2,2.0
71603,AR,30236.0,2,2.0
17111,PA,36557.0,2,2.0
33028,FL,28140.0,2,2.0
33127,FL,27692.0,2,2.0
33128,FL,8213.0,2,2.0
63122,MO,41319.0,2,2.0
05701,VT,20349.0,2,2.0
56201,MN,24575.0,2,2.0
33069,FL,28817.0,2,2.0
29801,SC,27613.0,2,2.0
22203,VA,25437.0,2,2.0
08876,NJ,22849.0,2,2.0
29532,SC,19572.0,2,2.0
56601,MN,34647.0,2,2.0
84054,UT,21552.0,2,2.0
73106,OK,12956.0,2,2.0
71901,AR,29363.0,2,2.0
85205,AZ,44137.0,2,2.0
80234,CO,29660.0,2,2.0
37604,TN,37025.0,2,2.0
38242,TN,19940.0,2,2.0
02905,RI,26334.0,2,2.0
02906,RI,25559.0,2,2.0
06443,CT,17713.0,2,2.0
56345,MN,15058.0,2,2.0
55313,MN,24406.0,2,2.0
91103,CA,26887.0,2,2.0
89106,NV,27695.0,2,2.0
80227,CO,35567.0,2,2.0
75090,TX,25002.0,2,2.0
80916,CO,39990.0,2,2.0
81152,CO,1294.0,2,2.0
76006,TX,25320.0,2,2.0
92629,CA,25939.0,2,2.0
01876,MA,31105.0,2,2.0
36303,AL,31080.0,2,2.0
60649,IL,48171.0,2,2.0
73119,OK,31216.0,2,2.0
03060,NH,31251.0,2,2.0
02828,RI,7469.0,2,2.0
94568,CA,72590.0,2,2.0
29405,SC,25620.0,2,2.0
29303,SC,26793.0,2,2.0
63124,MO,11375.0,2,2.0
33012,FL,70260.0,2,2.0
63028,MO,27924.0,2,2.0
60637,IL,53555.0,2,2.0
60942,IL,5731.0,2,2.0
33024,FL,74843.0,2,2.0
05101,VT,4139.0,2,2.0
02914,RI,22140.0,2,2.0
59047,MT,13319.0,2,2.0
01230,MA,8907.0,2,2.0
42303,KY,41877.0,2,2.0
06519,CT,15450.0,2,2.0
32952,FL,20670.0,2,2.0
60660,IL,42534.0,2,2.0
01852,MA,36708.0,2,2.0
65201,MO,48734.0,2,2.0
45040,OH,57153.0,2,2.0
89128,NV,37882.0,2,2.0
97222,OR,36316.0,2,2.0
38118,TN,39627.0,2,2.0
45891,OH,15633.0,2,2.0
65708,MO,12973.0,2,2.0
63137,MO,18765.0,2,2.0
89431,NV,40219.0,2,2.0
70380,LA,21079.0,2,2.0
70394,LA,13932.0,2,2.0
60560,IL,27185.0,2,2.0
47130,IN,48481.0,2,2.0
32541,FL,18419.0,2,2.0
35772,AL,4688.0,2,2.0
30540,GA,19397.0,2,2.0
95677,CA,28351.0,2,2.0
82510,WY,1236.0,2,2.0
19301,PA,7542.0,2,2.0
94553,CA,49756.0,2,2.0
97223,OR,49967.0,2,2.0
80235,CO,8639.0,2,2.0
43017,OH,43619.0,2,2.0
37055,TN,29319.0,2,2.0
91106,CA,24172.0,2,2.0
87106,NM,26987.0,2,2.0
66762,KS,25309.0,2,2.0
60604,IL,897.0,2,2.0
60614,IL,73173.0,2,2.0
60622,IL,55075.0,2,2.0
32789,FL,26399.0,2,2.0
90805,CA,95350.0,2,2.0
85321,AZ,3663.0,2,2.0
91107,CA,33729.0,2,2.0
80237,CO,23108.0,2,2.0
85207,AZ,50108.0,2,2.0
89120,NV,24813.0,2,2.0
80022,CO,57432.0,2,2.0
97527,OR,36358.0,2,2.0
81003,CO,15169.0,2,2.0
48060,MI,39775.0,2,2.0
48312,MI,34854.0,2,2.0
35816,AL,15035.0,2,2.0
06850,CT,20801.0,2,2.0
48507,MI,30149.0,2,2.0
35806,AL,25702.0,2,2.0
35630,AL,32671.0,2,2.0
93312,CA,58714.0,2,2.0
66212,KS,32971.0,2,2.0
45414,OH,20693.0,2,2.0
97132,OR,32028.0,2,2.0
89134,NV,24024.0,2,2.0
97124,OR,53487.0,2,2.0
55432,MN,33022.0,2,2.0
01085,MA,41529.0,2,2.0
50849,IA,2784.0,2,2.0
02871,RI,17640.0,2,2.0
05401,VT,32059.0,2,2.0
05201,VT,14370.0,2,2.0
07505,NJ,3215.0,2,2.0
60440,IL,52031.0,2,2.0
41175,KY,5378.0,2,2.0
60426,IL,24114.0,2,2.0
55445,MN,13865.0,2,2.0
32413,FL,15217.0,2,2.0
60448,IL,25512.0,2,2.0
39211,MS,24900.0,2,2.0
30345,GA,25893.0,2,2.0
32405,FL,28158.0,2,2.0
30350,GA,35882.0,2,2.0
60423,IL,32784.0,2,2.0
03867,NH,22369.0,2,2.0
02130,MA,38284.0,2,2.0
03246,NH,16905.0,2,2.0
06705,CT,27197.0,2,2.0
06606,CT,48427.0,2,2.0
01742,MA,18545.0,2,2.0
41101,KY,18559.0,2,2.0
55439,MN,9309.0,2,2.0
55441,MN,18415.0,2,2.0
85212,AZ,48422.0,2,2.0
85295,AZ,51587.0,2,2.0
70517,LA,26434.0,2,2.0
64127,MO,17191.0,2,2.0
25401,WV,15086.0,2,2.0
44870,OH,40416.0,2,2.0
45247,OH,23293.0,2,2.0
26180,WV,2199.0,2,2.0
84403,UT,37847.0,2,2.0
75225,TX,22635.0,2,2.0
19966,DE,32520.0,2,2.0
45214,OH,8901.0,2,2.0
80620,CO,20975.0,2,2.0
60169,IL,34248.0,2,2.0
60175,IL,26024.0,2,2.0
07088,NJ,3580.0,2,2.0
19977,DE,27505.0,2,2.0
94605,CA,44294.0,2,2.0
78249,TX,56996.0,2,2.0
77536,TX,33693.0,2,2.0
94709,CA,12514.0,2,2.0
17501,PA,4637.0,2,2.0
96766,HI,16937.0,2,2.0
60155,IL,8011.0,2,2.0
30274,GA,34537.0,2,2.0
60202,IL,33245.0,2,2.0
32308,FL,23355.0,2,2.0
19809,DE,14658.0,2,2.0
07728,NJ,56444.0,2,2.0
07208,NJ,33561.0,2,2.0
02703,MA,46389.0,2,2.0
03820,NH,32800.0,2,2.0
55418,MN,31887.0,2,2.0
32256,FL,53611.0,2,2.0
85364,AZ,73550.0,2,2.0
89144,NV,19533.0,2,2.0
85224,AZ,46919.0,2,2.0
90703,CA,49735.0,2,2.0
25550,WV,8432.0,2,2.0
43537,OH,29075.0,2,2.0
44266,OH,32606.0,2,2.0
44484,OH,22290.0,2,2.0
45123,OH,8776.0,2,2.0
19802,DE,26189.0,2,2.0
21113,MD,35670.0,2,2.0
20716,MD,22874.0,2,2.0
07514,NJ,19200.0,2,2.0
19713,DE,31867.0,2,2.0
55379,MN,48254.0,2,2.0
55412,MN,23800.0,2,2.0
35055,AL,22299.0,2,2.0
40361,KY,18214.0,2,2.0
80601,CO,40460.0,2,2.0
77087,TX,34654.0,2,2.0
20603,MD,32485.0,2,2.0
21042,MD,43147.0,2,2.0
21114,MD,26404.0,2,2.0
60409,IL,36045.0,2,2.0
20746,MD,31635.0,2,2.0
40475,KY,62531.0,2,2.0
60035,IL,30152.0,2,2.0
81120,CO,2063.0,2,2.0
58601,ND,29697.0,2,2.0
37912,TN,22313.0,2,2.0
44117,OH,10533.0,2,2.0
49770,MI,17643.0,2,2.0
48146,MI,40245.0,2,2.0
80224,CO,19199.0,2,2.0
75232,TX,30061.0,2,2.0
97444,OR,5471.0,2,2.0
80621,CO,13343.0,2,2.0
60089,IL,43227.0,2,2.0
20903,MD,24103.0,2,2.0
21076,MD,22299.0,2,2.0
21078,MD,20321.0,2,2.0
97008,OR,29632.0,2,2.0
97526,OR,36561.0,2,2.0
55318,MN,29729.0,2,2.0
60077,IL,28856.0,2,2.0
19941,DE,2857.0,2,2.0
20866,MD,15199.0,2,2.0
21043,MD,48775.0,2,2.0
07044,NJ,14572.0,2,2.0
21856,MD,879.0,2,2.0
08028,NJ,24818.0,2,2.0
32904,FL,35399.0,2,2.0
77584,TX,93062.0,2,2.0
94925,CA,10204.0,2,2.0
20783,MD,48946.0,2,2.0
60302,IL,33698.0,2,2.0
41018,KY,29305.0,2,2.0
77845,TX,70108.0,2,2.0
94583,CA,38444.0,2,2.0
78239,TX,31554.0,2,2.0
94603,CA,36681.0,2,2.0
86401,AZ,27684.0,2,2.0
85323,AZ,44632.0,2,2.0
96792,HI,51965.0,2,2.0
80550,CO,38909.0,2,2.0
88001,NM,36831.0,2,2.0
72301,AR,24479.0,2,2.0
66604,KS,22933.0,2,2.0
25801,WV,31369.0,2,2.0
91343,CA,62595.0,2,2.0
80530,CO,5428.0,2,2.0
87112,NM,42487.0,2,2.0
97006,OR,46853.0,2,2.0
60153,IL,23512.0,2,2.0
30214,GA,32135.0,2,2.0
48039,MI,7485.0,2,2.0
40299,KY,43030.0,2,2.0
70583,LA,11981.0,2,2.0
72117,AR,13730.0,2,2.0
91306,CA,46669.0,2,2.0
87571,NM,11650.0,2,2.0
91387,CA,45749.0,2,2.0
89129,NV,54067.0,2,2.0
89706,NV,20778.0,2,2.0
77043,TX,26281.0,2,2.0
93309,CA,61079.0,2,2.0
92866,CA,15935.0,2,2.0
08083,NJ,9888.0,2,2.0
95667,CA,37283.0,2,2.0
91350,CA,41514.0,2,2.0
70605,LA,39903.0,2,2.0
26508,WV,36907.0,2,2.0
07801,NJ,25935.0,2,2.0
21133,MD,30527.0,2,2.0
95501,CA,23323.0,2,2.0
94941,CA,31480.0,2,2.0
94952,CA,33619.0,2,2.0
77573,TX,95256.0,2,2.0
94804,CA,45108.0,2,2.0
95815,CA,27838.0,2,2.0
35022,AL,23163.0,2,2.0
55306,MN,16984.0,2,2.0
40505,KY,26278.0,2,2.0
21780,MD,1688.0,2,2.0
30144,GA,53984.0,2,2.0
08104,NJ,21951.0,2,2.0
75216,TX,55759.0,2,2.0
03104,NH,34324.0,2,2.0
89104,NV,41662.0,2,2.0
04062,ME,18464.0,2,2.0
04072,ME,20381.0,2,2.0
20814,MD,31919.0,2,2.0
21108,MD,18065.0,2,2.0
77081,TX,48293.0,2,2.0
97703,OR,32475.0,2,2.0
97828,OR,3283.0,2,2.0
72205,AR,22888.0,2,2.0
91205,CA,36693.0,2,2.0
89123,NV,55584.0,2,2.0
97123,OR,48369.0,2,2.0
20904,MD,59051.0,2,2.0
81133,CO,1009.0,2,2.0
60101,IL,37644.0,2,2.0
60050,IL,31854.0,2,2.0
48203,MI,22168.0,2,2.0
26101,WV,28337.0,2,2.0
26104,WV,16763.0,2,2.0
08318,NJ,11896.0,2,2.0
21704,MD,19275.0,2,2.0
60118,IL,16342.0,2,2.0
32210,FL,66415.0,2,2.0
33330,FL,14738.0,2,2.0
33162,FL,45277.0,2,2.0
46131,IN,32869.0,2,2.0
07876,NJ,10218.0,2,2.0
08081,NJ,50601.0,2,2.0
07834,NJ,17966.0,2,2.0
14620,NY,24185.0,2,2.0
21231,MD,17062.0,2,2.0
26554,WV,42133.0,2,2.0
33470,FL,30308.0,2,2.0
33305,FL,12044.0,2,2.0
33068,FL,53137.0,2,2.0
33322,FL,41050.0,2,2.0
32905,FL,26064.0,2,2.0
85635,AZ,35095.0,2,2.0
80538,CO,49084.0,2,2.0
84737,UT,21212.0,2,2.0
75244,TX,12576.0,2,2.0
85395,AZ,37157.0,2,2.0
85546,AZ,20100.0,2,2.0
80920,CO,39540.0,2,2.0
92020,CA,60454.0,2,2.0
18104,PA,47289.0,2,2.0
10003,NY,57076.0,2,2.0
10004,NY,4287.0,2,2.0
21226,MD,7368.0,2,2.0
08360,NJ,43043.0,2,2.0
08618,NJ,37544.0,2,2.0
30120,GA,42702.0,2,2.0
75701,TX,34502.0,2,2.0
70802,LA,26519.0,2,2.0
20745,MD,32024.0,2,2.0
21663,MD,3142.0,2,2.0
20772,MD,51395.0,2,2.0
97801,OR,21882.0,2,2.0
91942,CA,40813.0,2,2.0
72703,AR,33767.0,2,2.0
40509,KY,44572.0,2,2.0
80863,CO,12738.0,2,2.0
02061,MA,11351.0,2,2.0
19124,PA,68766.0,2,2.0
08840,NJ,17841.0,2,2.0
08865,NJ,30537.0,2,2.0
15108,PA,43422.0,2,2.0
19134,PA,57463.0,2,2.0
48076,MI,26062.0,2,2.0
14850,NY,69271.0,2,2.0
17851,PA,7256.0,2,2.0
19104,PA,56839.0,2,2.0
08807,NJ,39299.0,2,2.0
10029,NY,78141.0,2,2.0
08822,NJ,31844.0,2,2.0
10456,NY,93412.0,2,2.0
18102,PA,51567.0,2,2.0
78653,TX,31167.0,2,2.0
95621,CA,42941.0,2,2.0
18951,PA,36111.0,2,2.0
17403,PA,40344.0,2,2.0
17401,PA,18771.0,2,2.0
17402,PA,36978.0,2,2.0
17522,PA,33848.0,2,2.0
14604,NY,3138.0,2,2.0
74006,OK,27795.0,2,2.0
85705,AZ,56711.0,2,2.0
97850,OR,17197.0,2,2.0
71111,LA,44476.0,2,2.0
97501,OR,47519.0,2,2.0
91950,CA,57849.0,2,2.0
01702,MA,39515.0,2,2.0
01843,MA,28346.0,2,2.0
95825,CA,36081.0,2,2.0
11572,NY,31157.0,2,2.0
15320,PA,5087.0,2,2.0
75033,TX,45347.0,2,2.0
11216,NY,61251.0,2,2.0
33301,FL,19109.0,2,2.0
99501,AK,18590.0,2,2.0
99611,AK,15827.0,2,2.0
32926,FL,22693.0,2,2.0
32757,FL,30315.0,2,2.0
95993,CA,37783.0,2,2.0
78550,TX,56038.0,2,2.0
33912,FL,19146.0,2,2.0
32702,FL,3186.0,2,2.0
08902,NJ,43296.0,2,2.0
10022,NY,36708.0,2,2.0
81125,CO,2989.0,2,2.0
12550,NY,55869.0,2,2.0
15226,PA,13931.0,2,2.0
11238,NY,60090.0,2,2.0
12208,NY,22118.0,2,2.0
12953,NY,13731.0,2,2.0
11207,NY,100330.0,2,2.0
14901,NY,14893.0,2,2.0
19007,PA,21849.0,2,2.0
16365,PA,17428.0,2,2.0
17102,PA,7989.0,2,2.0
19129,PA,11437.0,2,2.0
19341,PA,18808.0,2,2.0
95928,CA,38378.0,2,2.0
34601,FL,23001.0,2,2.0
33770,FL,25475.0,2,2.0
99515,AK,22532.0,1,1.0
34266,FL,28827.0,1,1.0
33760,FL,19565.0,1,1.0
34103,FL,11822.0,1,1.0
99929,AK,2079.0,1,1.0
79110,TX,18285.0,1,1.0
78621,TX,27275.0,1,1.0
34102,FL,10496.0,1,1.0
34239,FL,15049.0,1,1.0
32563,FL,27329.0,1,1.0
34112,FL,26625.0,1,1.0
78676,TX,14713.0,1,1.0
79407,TX,23208.0,1,1.0
78408,TX,11023.0,1,1.0
95932,CA,7832.0,1,1.0
78702,TX,25910.0,1,1.0
95965,CA,21548.0,1,1.0
95834,CA,35617.0,1,1.0
78641,TX,83426.0,1,1.0
78758,TX,49831.0,1,1.0
79404,TX,9956.0,1,1.0
12202,NY,10257.0,1,1.0
12207,NY,2399.0,1,1.0
12305,NY,6085.0,1,1.0
17331,PA,55458.0,1,1.0
16501,PA,2241.0,1,1.0
15370,PA,14153.0,1,1.0
11220,NY,105797.0,1,1.0
11206,NY,91549.0,1,1.0
15401,PA,30619.0,1,1.0
11223,NY,83519.0,1,1.0
11365,NY,46908.0,1,1.0
10566,NY,25384.0,1,1.0
11230,NY,91391.0,1,1.0
11374,NY,47129.0,1,1.0
11716,NY,10315.0,1,1.0
11717,NY,62193.0,1,1.0
16045,PA,1195.0,1,1.0
17268,PA,29587.0,1,1.0
17202,PA,30805.0,1,1.0
11783,NY,21299.0,1,1.0
11968,NY,14467.0,1,1.0
16635,PA,11661.0,1,1.0
13088,NY,22331.0,1,1.0
11501,NY,21189.0,1,1.0
11552,NY,24903.0,1,1.0
11730,NY,14523.0,1,1.0
11742,NY,12699.0,1,1.0
11561,NY,39132.0,1,1.0
16066,PA,32922.0,1,1.0
16105,PA,15420.0,1,1.0
11433,NY,39071.0,1,1.0
11714,NY,22989.0,1,1.0
11232,NY,30181.0,1,1.0
16801,PA,42446.0,1,1.0
17050,PA,42722.0,1,1.0
17055,PA,40353.0,1,1.0
17109,PA,25232.0,1,1.0
16933,PA,6643.0,1,1.0
12754,NY,7654.0,1,1.0
12983,NY,7073.0,1,1.0
17307,PA,5368.0,1,1.0
13203,NY,16240.0,1,1.0
16505,PA,16437.0,1,1.0
12801,NY,14850.0,1,1.0
17113,PA,11649.0,1,1.0
17201,PA,27556.0,1,1.0
13126,NY,35477.0,1,1.0
11758,NY,54226.0,1,1.0
12443,NY,3868.0,1,1.0
12492,NY,296.0,1,1.0
17042,PA,40618.0,1,1.0
12901,NY,32147.0,1,1.0
12528,NY,14089.0,1,1.0
11236,NY,100687.0,1,1.0
11237,NY,49418.0,1,1.0
10950,NY,62741.0,1,1.0
11219,NY,103447.0,1,1.0
15501,PA,16277.0,1,1.0
10128,NY,64249.0,1,1.0
10462,NY,84655.0,1,1.0
10701,NY,68704.0,1,1.0
10002,NY,82155.0,1,1.0
15201,PA,12802.0,1,1.0
15203,PA,10720.0,1,1.0
14048,NY,15062.0,1,1.0
18032,PA,9489.0,1,1.0
12586,NY,13087.0,1,1.0
12601,NY,44264.0,1,1.0
16353,PA,2690.0,1,1.0
16354,PA,10255.0,1,1.0
12084,NY,4658.0,1,1.0
12110,NY,19682.0,1,1.0
13202,NY,6967.0,1,1.0
12302,NY,27618.0,1,1.0
17004,PA,5414.0,1,1.0
19145,PA,47079.0,1,1.0
19320,PA,54149.0,1,1.0
19380,PA,50692.0,1,1.0
13114,NY,6596.0,1,1.0
16686,PA,13861.0,1,1.0
10461,NY,54901.0,1,1.0
10024,NY,62250.0,1,1.0
10451,NY,51536.0,1,1.0
10452,NY,77564.0,1,1.0
15059,PA,3913.0,1,1.0
08757,NJ,34679.0,1,1.0
10601,NY,11882.0,1,1.0
15210,PA,25123.0,1,1.0
10710,NY,26725.0,1,1.0
11212,NY,91574.0,1,1.0
08830,NJ,20088.0,1,1.0
10034,NY,36778.0,1,1.0
10458,NY,81299.0,1,1.0
18472,PA,7071.0,1,1.0
18940,PA,30280.0,1,1.0
19006,PA,23148.0,1,1.0
19056,PA,15858.0,1,1.0
13501,NY,40885.0,1,1.0
18106,PA,7477.0,1,1.0
14226,NY,29861.0,1,1.0
14020,NY,22627.0,1,1.0
19106,PA,15190.0,1,1.0
19030,PA,12504.0,1,1.0
13326,NY,4893.0,1,1.0
18612,PA,18210.0,1,1.0
17408,PA,24187.0,1,1.0
13367,NY,8678.0,1,1.0
18034,PA,9271.0,1,1.0
19128,PA,36808.0,1,1.0
14201,NY,12364.0,1,1.0
10459,NY,50984.0,1,1.0
10038,NY,25332.0,1,1.0
14127,NY,30565.0,1,1.0
19025,PA,6033.0,1,1.0
13601,NY,37287.0,1,1.0
18045,PA,30317.0,1,1.0
18702,PA,42133.0,1,1.0
18706,PA,16338.0,1,1.0
10453,NY,81951.0,1,1.0
10454,NY,40232.0,1,1.0
10031,NY,56363.0,1,1.0
10455,NY,43804.0,1,1.0
10011,NY,53318.0,1,1.0
10012,NY,23125.0,1,1.0
08816,NJ,48729.0,1,1.0
10014,NY,32590.0,1,1.0
19034,PA,6685.0,1,1.0
19050,PA,29176.0,1,1.0
48021,MI,34244.0,1,1.0
55107,MN,15383.0,1,1.0
19138,PA,31816.0,1,1.0
17810,PA,5270.0,1,1.0
14454,NY,10759.0,1,1.0
19090,PA,20180.0,1,1.0
14489,NY,7347.0,1,1.0
18301,PA,29184.0,1,1.0
18901,PA,28395.0,1,1.0
18360,PA,29079.0,1,1.0
18321,PA,1866.0,1,1.0
18337,PA,15519.0,1,1.0
13856,NY,6193.0,1,1.0
18470,PA,2057.0,1,1.0
18471,PA,722.0,1,1.0
13440,NY,41024.0,1,1.0
18446,PA,3451.0,1,1.0
18447,PA,10362.0,1,1.0
14624,NY,37200.0,1,1.0
48071,MI,28468.0,1,1.0
55101,MN,7788.0,1,1.0
10016,NY,62336.0,1,1.0
08722,NJ,10859.0,1,1.0
08691,NJ,16866.0,1,1.0
10017,NY,17401.0,1,1.0
10019,NY,49029.0,1,1.0
08021,NJ,51458.0,1,1.0
08406,NJ,9188.0,1,1.0
10303,NY,28155.0,1,1.0
15131,PA,8144.0,1,1.0
48014,MI,4323.0,1,1.0
55102,MN,20355.0,1,1.0
55108,MN,14767.0,1,1.0
19141,PA,31047.0,1,1.0
48083,MI,24074.0,1,1.0
48141,MI,26088.0,1,1.0
15217,PA,26851.0,1,1.0
10009,NY,61716.0,1,1.0
10309,NY,33523.0,1,1.0
21826,MD,5436.0,1,1.0
21919,MD,3124.0,1,1.0
19125,PA,25325.0,1,1.0
19130,PA,31477.0,1,1.0
48067,MI,24589.0,1,1.0
40507,KY,2043.0,1,1.0
30161,GA,35382.0,1,1.0
18509,PA,13720.0,1,1.0
14608,NY,13177.0,1,1.0
60098,IL,33153.0,1,1.0
50220,IA,9045.0,1,1.0
40214,KY,46220.0,1,1.0
46077,IN,33969.0,1,1.0
08540,NJ,48216.0,1,1.0
08638,NJ,23548.0,1,1.0
07747,NJ,31915.0,1,1.0
07924,NJ,7650.0,1,1.0
21734,MD,845.0,1,1.0
40211,KY,21310.0,1,1.0
30062,GA,66889.0,1,1.0
55060,MN,29693.0,1,1.0
30064,GA,50568.0,1,1.0
40216,KY,43434.0,1,1.0
55055,MN,3797.0,1,1.0
48080,MI,22272.0,1,1.0
55082,MN,36441.0,1,1.0
55305,MN,21533.0,1,1.0
55130,MN,18581.0,1,1.0
40218,KY,33437.0,1,1.0
55066,MN,18732.0,1,1.0
46112,IN,41562.0,1,1.0
55155,MN,12.0,1,1.0
25701,WV,22342.0,1,1.0
07852,NJ,3723.0,1,1.0
60103,IL,41740.0,1,1.0
48188,MI,46161.0,1,1.0
46226,IN,43997.0,1,1.0
32211,FL,34168.0,1,1.0
55070,MN,8342.0,1,1.0
60060,IL,37599.0,1,1.0
40208,KY,17048.0,1,1.0
40422,KY,25918.0,1,1.0
60107,IL,39535.0,1,1.0
60064,IL,15206.0,1,1.0
40272,KY,37747.0,1,1.0
21619,MD,6598.0,1,1.0
21219,MD,9594.0,1,1.0
08215,NJ,14092.0,1,1.0
26705,WV,959.0,1,1.0
08330,NJ,29548.0,1,1.0
08251,NJ,10075.0,1,1.0
21210,MD,14441.0,1,1.0
55303,MN,51480.0,1,1.0
40440,KY,2237.0,1,1.0
40442,KY,1187.0,1,1.0
35215,AL,46772.0,1,1.0
48109,MI,8008.0,1,1.0
40207,KY,30104.0,1,1.0
55044,MN,60446.0,1,1.0
40065,KY,32729.0,1,1.0
32124,FL,8793.0,1,1.0
32179,FL,9075.0,1,1.0
08062,NJ,17446.0,1,1.0
21678,MD,2145.0,1,1.0
08036,NJ,6021.0,1,1.0
08094,NJ,40774.0,1,1.0
08043,NJ,31069.0,1,1.0
08102,NJ,8413.0,1,1.0
21668,MD,1745.0,1,1.0
32132,FL,8189.0,1,1.0
48170,MI,41069.0,1,1.0
60148,IL,52794.0,1,1.0
40165,KY,36161.0,1,1.0
48072,MI,15194.0,1,1.0
38654,MS,56730.0,1,1.0
32204,FL,8673.0,1,1.0
35205,AL,20137.0,1,1.0
25951,WV,5024.0,1,1.0
07869,NJ,25993.0,1,1.0
25880,WV,5340.0,1,1.0
20715,MD,27127.0,1,1.0
07503,NJ,19893.0,1,1.0
21085,MD,17142.0,1,1.0
07069,NJ,6696.0,1,1.0
30106,GA,24020.0,1,1.0
60087,IL,28207.0,1,1.0
48174,MI,33683.0,1,1.0
55311,MN,37390.0,1,1.0
40160,KY,23582.0,1,1.0
41011,KY,26470.0,1,1.0
39047,MS,39191.0,1,1.0
60304,IL,17842.0,1,1.0
50276,IA,2454.0,1,1.0
20720,MD,25702.0,1,1.0
07720,NJ,4175.0,1,1.0
07094,NJ,22181.0,1,1.0
21252,MD,5775.0,1,1.0
25311,WV,9487.0,1,1.0
07730,NJ,17263.0,1,1.0
20710,MD,9850.0,1,1.0
20735,MD,38200.0,1,1.0
55118,MN,29106.0,1,1.0
32206,FL,18283.0,1,1.0
50311,IA,14782.0,1,1.0
35209,AL,27827.0,1,1.0
60165,IL,4576.0,1,1.0
41051,KY,31582.0,1,1.0
46060,IN,45073.0,1,1.0
55422,MN,29290.0,1,1.0
30310,GA,27365.0,1,1.0
35504,AL,13715.0,1,1.0
19806,DE,10083.0,1,1.0
07058,NJ,5584.0,1,1.0
25301,WV,2908.0,1,1.0
20036,DC,6109.0,1,1.0
07304,NJ,48681.0,1,1.0
20784,MD,32567.0,1,1.0
07631,NJ,29308.0,1,1.0
48205,MI,34056.0,1,1.0
32246,FL,58105.0,1,1.0
55407,MN,38506.0,1,1.0
32257,FL,41439.0,1,1.0
30281,GA,69540.0,1,1.0
46312,IN,26370.0,1,1.0
32250,FL,30080.0,1,1.0
48213,MI,19088.0,1,1.0
41005,KY,24192.0,1,1.0
30253,GA,62025.0,1,1.0
19810,DE,25270.0,1,1.0
25064,WV,9229.0,1,1.0
20841,MD,9538.0,1,1.0
07092,NJ,7082.0,1,1.0
20817,MD,38908.0,1,1.0
20017,DC,20293.0,1,1.0
48207,MI,21704.0,1,1.0
35473,AL,17888.0,1,1.0
40965,KY,12477.0,1,1.0
60402,IL,64706.0,1,1.0
48218,MI,7271.0,1,1.0
35401,AL,41852.0,1,1.0
30241,GA,25509.0,1,1.0
41017,KY,40333.0,1,1.0
48239,MI,36814.0,1,1.0
48227,MI,40266.0,1,1.0
25177,WV,22870.0,1,1.0
21009,MD,31835.0,1,1.0
20653,MD,25180.0,1,1.0
02151,MA,62252.0,1,1.0
07012,NJ,13333.0,1,1.0
03801,NH,22767.0,1,1.0
03814,NH,2357.0,1,1.0
60194,IL,20622.0,1,1.0
46256,IN,22598.0,1,1.0
55350,MN,18669.0,1,1.0
46278,IN,8910.0,1,1.0
30303,GA,9352.0,1,1.0
02301,MA,69418.0,1,1.0
02048,MA,23860.0,1,1.0
02114,MA,14469.0,1,1.0
24740,WV,16238.0,1,1.0
20006,DC,1599.0,1,1.0
02360,MA,61134.0,1,1.0
02375,MA,10373.0,1,1.0
02481,MA,17280.0,1,1.0
02122,MA,24385.0,1,1.0
30228,GA,51000.0,1,1.0
40906,KY,11187.0,1,1.0
39202,MS,7405.0,1,1.0
35541,AL,3457.0,1,1.0
60436,IL,18535.0,1,1.0
02536,MA,19993.0,1,1.0
02351,MA,17085.0,1,1.0
02492,MA,21359.0,1,1.0
20010,DC,32663.0,1,1.0
01473,MA,8213.0,1,1.0
01923,MA,27987.0,1,1.0
02893,RI,31030.0,1,1.0
06120,CT,12636.0,1,1.0
30337,GA,11810.0,1,1.0
46406,IN,8776.0,1,1.0
30344,GA,35365.0,1,1.0
41339,KY,10368.0,1,1.0
30224,GA,26696.0,1,1.0
55403,MN,17707.0,1,1.0
40769,KY,18481.0,1,1.0
32502,FL,4277.0,1,1.0
60457,IL,14420.0,1,1.0
30458,GA,48526.0,1,1.0
55906,MN,19559.0,1,1.0
51334,IA,7105.0,1,1.0
60477,IL,37335.0,1,1.0
48390,MI,24273.0,1,1.0
55616,MN,7024.0,1,1.0
46539,IN,2245.0,1,1.0
55446,MN,28725.0,1,1.0
41216,KY,1390.0,1,1.0
48433,MI,26688.0,1,1.0
55433,MN,34618.0,1,1.0
30311,GA,33568.0,1,1.0
41164,KY,12231.0,1,1.0
55435,MN,14170.0,1,1.0
30512,GA,22608.0,1,1.0
30318,GA,60392.0,1,1.0
60565,IL,40300.0,1,1.0
48602,MI,27613.0,1,1.0
03264,NH,7054.0,1,1.0
07030,NJ,60456.0,1,1.0
02108,MA,4228.0,1,1.0
07002,NJ,71686.0,1,1.0
02467,MA,22626.0,1,1.0
05403,VT,20166.0,1,1.0
01453,MA,43752.0,1,1.0
02879,RI,20982.0,1,1.0
