zipcode,state,population,is_multispecialty_clinic,is_multispecialty_clinic_capped_viz
80302,CO,27322.0,4,4.0
85013,AZ,21970.0,4,4.0
77007,TX,42908.0,4,4.0
92882,CA,67894.0,4,4.0
30501,GA,29779.0,4,4.0
60523,IL,10347.0,4,4.0
33612,FL,49452.0,4,4.0
60532,IL,28766.0,4,4.0
60560,IL,27185.0,4,4.0
48503,MI,21743.0,4,4.0
32536,FL,25807.0,4,4.0
32792,FL,51376.0,4,4.0
53562,WI,29092.0,4,4.0
39525,MS,9537.0,4,4.0
90404,CA,21995.0,4,4.0
60623,IL,87649.0,4,4.0
93030,CA,59011.0,4,4.0
86403,AZ,17787.0,4,4.0
92801,CA,63163.0,4,4.0
92780,CA,56034.0,4,4.0
81631,CO,9017.0,4,4.0
92109,CA,44671.0,4,4.0
81657,CO,5114.0,4,4.0
33196,FL,52786.0,4,4.0
21208,MD,35007.0,4,4.0
08901,NJ,56278.0,4,4.0
73401,OK,36744.0,4,4.0
75080,TX,53633.0,4,4.0
80020,CO,52141.0,4,4.0
48312,MI,34854.0,4,4.0
77089,TX,56994.0,4,4.0
42301,KY,44883.0,4,4.0
47130,IN,48481.0,4,4.0
46032,IN,50477.0,4,4.0
29501,SC,46528.0,4,4.0
27560,NC,38959.0,4,4.0
33462,FL,33982.0,4,4.0
57501,SD,17083.0,4,4.0
43205,OH,12044.0,4,4.0
32828,FL,68428.0,4,4.0
32935,FL,41837.0,4,4.0
94117,CA,38451.0,4,4.0
94107,CA,34012.0,4,4.0
60131,IL,18205.0,4,4.0
32720,FL,33568.0,4,4.0
86442,AZ,34171.0,4,4.0
93940,CA,30454.0,4,4.0
32806,FL,26582.0,4,4.0
30680,GA,46629.0,4,4.0
39501,MS,22599.0,4,4.0
30701,GA,41694.0,4,4.0
42003,KY,28592.0,4,4.0
77433,TX,106663.0,4,4.0
37055,TN,29319.0,4,4.0
89502,NV,47062.0,4,4.0
70433,LA,41423.0,4,4.0
90813,CA,54565.0,4,4.0
97213,OR,31260.0,4,4.0
98944,WA,22412.0,4,4.0
94612,CA,19773.0,4,4.0
73034,OK,47553.0,4,4.0
10457,NY,77488.0,4,4.0
92505,CA,50919.0,4,4.0
85016,AZ,37326.0,4,4.0
84041,UT,55289.0,4,4.0
73120,OK,36530.0,4,4.0
85295,AZ,51587.0,4,4.0
37716,TN,25920.0,4,4.0
59860,MT,11309.0,4,4.0
33127,FL,27692.0,4,4.0
33054,FL,30352.0,4,4.0
33410,FL,35946.0,4,4.0
34997,FL,44000.0,4,4.0
71303,LA,22797.0,4,4.0
81321,CO,14402.0,4,4.0
71301,LA,20454.0,4,4.0
81301,CO,30760.0,4,4.0
63119,MO,34793.0,4,4.0
48912,MI,17155.0,4,4.0
71105,LA,21308.0,4,4.0
63301,MO,50890.0,4,4.0
39157,MS,24611.0,4,4.0
33563,FL,27344.0,4,4.0
29414,SC,45150.0,4,4.0
31904,GA,36947.0,4,4.0
22192,VA,60299.0,4,4.0
59715,MT,37286.0,4,4.0
37814,TN,34130.0,4,4.0
75063,TX,46598.0,4,4.0
95695,CA,38956.0,4,4.0
33156,FL,34036.0,4,4.0
91731,CA,28197.0,4,4.0
08807,NJ,39299.0,4,4.0
10472,NY,72245.0,4,4.0
10704,NY,32426.0,4,4.0
11210,NY,62805.0,4,4.0
85029,AZ,47101.0,4,4.0
91006,CA,31949.0,4,4.0
84120,UT,51212.0,4,4.0
21228,MD,50418.0,4,4.0
76104,TX,21571.0,4,4.0
95134,CA,29746.0,4,4.0
78213,TX,40589.0,4,4.0
92648,CA,46691.0,4,4.0
58201,ND,42598.0,4,4.0
59701,MT,33937.0,4,4.0
56701,MN,12798.0,4,4.0
92590,CA,4840.0,4,4.0
93277,CA,53196.0,4,4.0
77539,TX,48183.0,4,4.0
86040,AZ,10179.0,4,4.0
33308,FL,29519.0,4,4.0
33619,FL,39881.0,4,4.0
77056,TX,24115.0,4,4.0
27406,NC,61597.0,4,4.0
38555,TN,19930.0,4,4.0
33319,FL,51891.0,4,4.0
30141,GA,23616.0,4,4.0
95610,CA,46592.0,4,4.0
29210,SC,39299.0,4,4.0
30331,GA,60770.0,4,4.0
77504,TX,25728.0,4,4.0
95202,CA,6949.0,4,4.0
89120,NV,24813.0,4,4.0
80122,CO,32336.0,4,4.0
89128,NV,37882.0,4,4.0
80303,CO,25328.0,4,4.0
85037,AZ,50929.0,4,4.0
89509,NV,34817.0,4,4.0
10460,NY,62625.0,4,4.0
84043,UT,76954.0,4,4.0
73109,OK,20148.0,4,4.0
87102,NM,20610.0,4,4.0
27804,NC,28707.0,4,4.0
27262,NC,25253.0,4,4.0
27284,NC,56859.0,4,4.0
79606,TX,27818.0,4,4.0
75238,TX,32801.0,4,4.0
75074,TX,53003.0,4,4.0
60659,IL,40579.0,4,4.0
32258,FL,37859.0,4,4.0
78746,TX,29106.0,4,4.0
78504,TX,56830.0,4,4.0
78834,TX,7061.0,4,4.0
34746,FL,56344.0,4,4.0
33710,FL,33172.0,4,4.0
92868,CA,27127.0,4,4.0
33065,FL,59668.0,4,4.0
37067,TN,31465.0,4,4.0
45840,OH,54901.0,4,4.0
98026,WA,38610.0,4,4.0
98112,WA,23152.0,4,4.0
71111,LA,44476.0,4,4.0
72703,AR,33767.0,4,4.0
81004,CO,26005.0,4,4.0
33463,FL,64608.0,4,4.0
34787,FL,88636.0,4,4.0
10013,NY,31042.0,4,4.0
10469,NY,71571.0,4,4.0
10038,NY,25332.0,4,4.0
85202,AZ,39626.0,4,4.0
33610,FL,45218.0,4,4.0
54452,WI,18851.0,4,4.0
28277,NC,74957.0,4,4.0
27265,NC,52530.0,4,4.0
75033,TX,45347.0,3,3.0
35007,AL,28274.0,3,3.0
95841,CA,21873.0,3,3.0
78701,TX,11625.0,3,3.0
33756,FL,31807.0,3,3.0
33912,FL,19146.0,3,3.0
34135,FL,45518.0,3,3.0
32073,FL,43527.0,3,3.0
32119,FL,22498.0,3,3.0
95453,CA,11978.0,3,3.0
95823,CA,81212.0,3,3.0
33316,FL,12669.0,3,3.0
99645,AK,28818.0,3,3.0
60629,IL,114453.0,3,3.0
77339,TX,43076.0,3,3.0
95467,CA,6031.0,3,3.0
77802,TX,25502.0,3,3.0
77702,TX,2682.0,3,3.0
95032,CA,28109.0,3,3.0
34601,FL,23001.0,3,3.0
95125,CA,54000.0,3,3.0
94538,CA,66424.0,3,3.0
95603,CA,28021.0,3,3.0
93274,CA,78493.0,3,3.0
81425,CO,5120.0,3,3.0
30327,GA,24789.0,3,3.0
40324,KY,51035.0,3,3.0
27601,NC,9965.0,3,3.0
27407,NC,49803.0,3,3.0
28078,NC,67863.0,3,3.0
27893,NC,37131.0,3,3.0
30083,GA,58064.0,3,3.0
37363,TN,41120.0,3,3.0
30041,GA,72489.0,3,3.0
46220,IN,36078.0,3,3.0
33146,FL,16468.0,3,3.0
33029,FL,46202.0,3,3.0
70506,LA,39801.0,3,3.0
33136,FL,15439.0,3,3.0
33312,FL,51570.0,3,3.0
31643,GA,9252.0,3,3.0
33304,FL,19978.0,3,3.0
27263,NC,21613.0,3,3.0
56560,MN,44205.0,3,3.0
49417,MI,32406.0,3,3.0
33181,FL,20955.0,3,3.0
36695,AL,51174.0,3,3.0
33028,FL,28140.0,3,3.0
33133,FL,34141.0,3,3.0
33139,FL,36286.0,3,3.0
33069,FL,28817.0,3,3.0
32817,FL,40376.0,3,3.0
30909,GA,48181.0,3,3.0
36117,AL,53172.0,3,3.0
60654,IL,23890.0,3,3.0
52501,IA,30313.0,3,3.0
27101,NC,21654.0,3,3.0
64118,MO,42897.0,3,3.0
63026,MO,44648.0,3,3.0
32837,FL,56813.0,3,3.0
49010,MI,18183.0,3,3.0
36305,AL,16561.0,3,3.0
32835,FL,45380.0,3,3.0
60647,IL,85631.0,3,3.0
70501,LA,28721.0,3,3.0
33408,FL,18965.0,3,3.0
29301,SC,34531.0,3,3.0
22033,VA,40692.0,3,3.0
37167,TN,61731.0,3,3.0
53097,WI,7380.0,3,3.0
63801,MO,22572.0,3,3.0
33403,FL,13779.0,3,3.0
22314,VA,35784.0,3,3.0
37066,TN,59370.0,3,3.0
33487,FL,20644.0,3,3.0
33351,FL,36913.0,3,3.0
37129,TN,60494.0,3,3.0
45504,OH,17343.0,3,3.0
65201,MO,48734.0,3,3.0
49001,MI,21730.0,3,3.0
60706,IL,24327.0,3,3.0
32827,FL,19042.0,3,3.0
39307,MS,16231.0,3,3.0
70808,LA,32510.0,3,3.0
43302,OH,54094.0,3,3.0
43215,OH,20761.0,3,3.0
33334,FL,30138.0,3,3.0
33436,FL,45230.0,3,3.0
37311,TN,29687.0,3,3.0
33602,FL,19936.0,3,3.0
33486,FL,22947.0,3,3.0
22405,VA,34430.0,3,3.0
45662,OH,27718.0,3,3.0
32780,FL,39525.0,3,3.0
60628,IL,62832.0,3,3.0
32771,FL,57178.0,3,3.0
36104,AL,9021.0,3,3.0
64701,MO,14681.0,3,3.0
33484,FL,26340.0,3,3.0
22401,VA,27799.0,3,3.0
58504,ND,29517.0,3,3.0
37211,TN,81830.0,3,3.0
33467,FL,55813.0,3,3.0
58503,ND,37157.0,3,3.0
37841,TN,9443.0,3,3.0
44718,OH,12607.0,3,3.0
33625,FL,28704.0,3,3.0
33609,FL,17902.0,3,3.0
61832,IL,32878.0,3,3.0
57745,SD,2078.0,3,3.0
37412,TN,21881.0,3,3.0
29461,SC,42402.0,3,3.0
32751,FL,23230.0,3,3.0
32750,FL,25261.0,3,3.0
30655,GA,27541.0,3,3.0
40508,KY,25586.0,3,3.0
43068,OH,59585.0,3,3.0
33604,FL,39071.0,3,3.0
33603,FL,19070.0,3,3.0
43701,OH,55361.0,3,3.0
27858,NC,52857.0,3,3.0
28202,NC,16447.0,3,3.0
57732,SD,1965.0,3,3.0
53703,WI,38512.0,3,3.0
37405,TN,18231.0,3,3.0
57717,SD,8242.0,3,3.0
43235,OH,45561.0,3,3.0
60527,IL,29139.0,3,3.0
55901,MN,58046.0,3,3.0
35758,AL,48192.0,3,3.0
60525,IL,32613.0,3,3.0
55811,MN,27761.0,3,3.0
60521,IL,18199.0,3,3.0
55805,MN,9731.0,3,3.0
30534,GA,30903.0,3,3.0
27013,NC,6257.0,3,3.0
60632,IL,92237.0,3,3.0
23235,VA,34058.0,3,3.0
62025,IL,35229.0,3,3.0
37813,TN,18030.0,3,3.0
23229,VA,34471.0,3,3.0
33881,FL,38369.0,3,3.0
37801,TN,28822.0,3,3.0
33825,FL,24943.0,3,3.0
43219,OH,30457.0,3,3.0
33936,FL,24051.0,3,3.0
48507,MI,30149.0,3,3.0
55792,MN,9827.0,3,3.0
60510,IL,28156.0,3,3.0
32502,FL,4277.0,3,3.0
39301,MS,23537.0,3,3.0
53913,WI,21046.0,3,3.0
33904,FL,32029.0,3,3.0
64735,MO,13450.0,3,3.0
37918,TN,46245.0,3,3.0
66604,KS,22933.0,3,3.0
38117,TN,27138.0,3,3.0
30328,GA,40322.0,3,3.0
30345,GA,25893.0,3,3.0
48430,MI,39594.0,3,3.0
30341,GA,35959.0,3,3.0
30519,GA,54608.0,3,3.0
30316,GA,33625.0,3,3.0
33853,FL,12404.0,3,3.0
33809,FL,30629.0,3,3.0
28204,NC,9411.0,3,3.0
44035,OH,61921.0,3,3.0
27892,NC,13864.0,3,3.0
37821,TN,22928.0,3,3.0
59718,MT,43831.0,3,3.0
65203,MO,59712.0,3,3.0
34238,FL,22050.0,3,3.0
29926,SC,24832.0,3,3.0
28301,NC,17670.0,3,3.0
34134,FL,15906.0,3,3.0
97526,OR,36561.0,3,3.0
30401,GA,13649.0,3,3.0
30046,GA,40227.0,3,3.0
48341,MI,16980.0,3,3.0
46514,IN,42048.0,3,3.0
30337,GA,11810.0,3,3.0
30189,GA,39327.0,3,3.0
41653,KY,10937.0,3,3.0
48146,MI,40245.0,3,3.0
44130,OH,50825.0,3,3.0
28443,NC,25074.0,3,3.0
54701,WI,41346.0,3,3.0
38138,TN,25837.0,3,3.0
28401,NC,22204.0,3,3.0
65401,MO,32310.0,3,3.0
34491,FL,31545.0,3,3.0
34655,FL,45628.0,3,3.0
34119,FL,34933.0,3,3.0
33991,FL,26381.0,3,3.0
97031,OR,19656.0,3,3.0
60423,IL,32784.0,3,3.0
60202,IL,33245.0,3,3.0
30274,GA,34537.0,3,3.0
32244,FL,63292.0,3,3.0
41230,KY,12670.0,3,3.0
59802,MT,19892.0,3,3.0
24060,VA,46755.0,3,3.0
62704,IL,39157.0,3,3.0
46307,IN,69248.0,3,3.0
60169,IL,34248.0,3,3.0
30269,GA,39481.0,3,3.0
48239,MI,36814.0,3,3.0
46321,IN,23894.0,3,3.0
46312,IN,26370.0,3,3.0
89169,NV,25938.0,3,3.0
89103,NV,49461.0,3,3.0
24011,VA,908.0,3,3.0
34442,FL,16759.0,3,3.0
54601,WI,51090.0,3,3.0
28405,NC,31775.0,3,3.0
89113,NV,35829.0,3,3.0
24073,VA,32093.0,3,3.0
48201,MI,14500.0,3,3.0
35205,AL,20137.0,3,3.0
60123,IL,47932.0,3,3.0
98122,WA,41646.0,3,3.0
48212,MI,43192.0,3,3.0
30265,GA,36697.0,3,3.0
35242,AL,57008.0,3,3.0
35209,AL,27827.0,3,3.0
78411,TX,26150.0,3,3.0
55350,MN,18669.0,3,3.0
34990,FL,31160.0,3,3.0
28719,NC,7980.0,3,3.0
24153,VA,38728.0,3,3.0
45242,OH,23214.0,3,3.0
45241,OH,24380.0,3,3.0
54911,WI,26964.0,3,3.0
21093,MD,38677.0,3,3.0
21157,MD,38584.0,3,3.0
20904,MD,59051.0,3,3.0
34788,FL,19409.0,3,3.0
24551,VA,25601.0,3,3.0
65807,MO,55168.0,3,3.0
54956,WI,46316.0,3,3.0
34684,FL,27078.0,3,3.0
48917,MI,32679.0,3,3.0
21742,MD,33069.0,3,3.0
60089,IL,43227.0,3,3.0
48202,MI,17260.0,3,3.0
40475,KY,62531.0,3,3.0
46240,IN,20148.0,3,3.0
30144,GA,53984.0,3,3.0
30106,GA,24020.0,3,3.0
54901,WI,37594.0,3,3.0
21216,MD,27729.0,3,3.0
98057,WA,13493.0,3,3.0
78759,TX,42333.0,3,3.0
40701,KY,31051.0,3,3.0
48109,MI,8008.0,3,3.0
98036,WA,42248.0,3,3.0
98027,WA,29089.0,3,3.0
78240,TX,56112.0,3,3.0
03818,NH,3478.0,3,3.0
48187,MI,52498.0,3,3.0
24614,VA,7252.0,3,3.0
28771,NC,7581.0,3,3.0
66801,KS,27369.0,3,3.0
68510,NE,20669.0,3,3.0
28607,NC,35495.0,3,3.0
69153,NE,5914.0,3,3.0
48036,MI,22517.0,3,3.0
21784,MD,40028.0,3,3.0
75248,TX,38210.0,3,3.0
40223,KY,23227.0,3,3.0
40403,KY,26994.0,3,3.0
30068,GA,34870.0,3,3.0
40513,KY,11244.0,3,3.0
60053,IL,25297.0,3,3.0
30066,GA,62417.0,3,3.0
48170,MI,41069.0,3,3.0
20745,MD,32024.0,3,3.0
20705,MD,29456.0,3,3.0
21613,MD,17967.0,3,3.0
83301,ID,60789.0,3,3.0
98055,WA,24458.0,3,3.0
98310,WA,21580.0,3,3.0
48910,MI,33702.0,3,3.0
20721,MD,29847.0,3,3.0
21921,MD,44983.0,3,3.0
30064,GA,50568.0,3,3.0
48088,MI,23142.0,3,3.0
30062,GA,66889.0,3,3.0
30060,GA,39890.0,3,3.0
40208,KY,17048.0,3,3.0
30120,GA,42702.0,3,3.0
55122,MN,32204.0,3,3.0
83404,ID,25491.0,3,3.0
98033,WA,41763.0,3,3.0
67530,KS,17901.0,3,3.0
98273,WA,31243.0,3,3.0
98107,WA,28557.0,3,3.0
83854,ID,49040.0,3,3.0
20740,MD,36930.0,3,3.0
81621,CO,6034.0,3,3.0
55102,MN,20355.0,3,3.0
48009,MI,21817.0,3,3.0
19103,PA,28717.0,3,3.0
19102,PA,7568.0,3,3.0
14830,NY,18949.0,3,3.0
18702,PA,42133.0,3,3.0
75050,TX,43531.0,3,3.0
78224,TX,21759.0,3,3.0
21212,MD,32317.0,3,3.0
90020,CA,38694.0,3,3.0
99201,WA,15716.0,3,3.0
83714,ID,26181.0,3,3.0
83709,ID,59461.0,3,3.0
89014,NV,40761.0,3,3.0
90010,CA,5400.0,3,3.0
90006,CA,58229.0,3,3.0
02215,MA,26926.0,3,3.0
99352,WA,35762.0,3,3.0
17050,PA,42722.0,3,3.0
12413,NY,2914.0,3,3.0
11561,NY,39132.0,3,3.0
11416,NY,28381.0,3,3.0
11552,NY,24903.0,3,3.0
11434,NY,66964.0,3,3.0
11042,NY,19.0,3,3.0
83835,ID,23157.0,3,3.0
83646,ID,69818.0,3,3.0
99709,AK,28613.0,3,3.0
98801,WA,44970.0,3,3.0
20770,MD,28612.0,3,3.0
20602,MD,28736.0,3,3.0
99301,WA,85272.0,3,3.0
99207,WA,32059.0,3,3.0
99202,WA,21969.0,3,3.0
98499,WA,33188.0,3,3.0
80015,CO,71466.0,3,3.0
77077,TX,61302.0,3,3.0
77058,TX,19442.0,3,3.0
98029,WA,31432.0,3,3.0
98005,WA,20961.0,3,3.0
11235,NY,88482.0,3,3.0
11204,NY,85885.0,3,3.0
11203,NY,81824.0,3,3.0
11220,NY,105797.0,3,3.0
12159,NY,8524.0,3,3.0
70117,LA,28528.0,3,3.0
80230,CO,9898.0,3,3.0
90260,CA,33338.0,3,3.0
97403,OR,15275.0,3,3.0
90029,CA,34695.0,3,3.0
83686,ID,55343.0,3,3.0
99216,WA,28379.0,3,3.0
98684,WA,33659.0,3,3.0
10950,NY,62741.0,3,3.0
11237,NY,49418.0,3,3.0
11218,NY,78642.0,3,3.0
11216,NY,61251.0,3,3.0
15222,PA,5976.0,3,3.0
11213,NY,67217.0,3,3.0
21220,MD,44568.0,3,3.0
21042,MD,43147.0,3,3.0
80231,CO,36014.0,3,3.0
90265,CA,15186.0,3,3.0
84097,UT,23038.0,3,3.0
84095,UT,39278.0,3,3.0
89030,NV,56399.0,3,3.0
84405,UT,34285.0,3,3.0
97266,OR,36095.0,3,3.0
98006,WA,40871.0,3,3.0
75006,TX,47811.0,3,3.0
10701,NY,68704.0,3,3.0
23462,VA,68045.0,3,3.0
70113,LA,8569.0,3,3.0
90301,CA,36270.0,3,3.0
97209,OR,22755.0,3,3.0
97227,OR,6058.0,3,3.0
75204,TX,34012.0,3,3.0
19702,DE,55653.0,3,3.0
97205,OR,8593.0,3,3.0
85142,AZ,80734.0,3,3.0
81052,CO,9142.0,3,3.0
02026,MA,25364.0,3,3.0
90503,CA,45386.0,3,3.0
89084,NV,31369.0,3,3.0
10036,NY,33868.0,3,3.0
10031,NY,56363.0,3,3.0
10475,NY,42609.0,3,3.0
10452,NY,77564.0,3,3.0
90274,CA,25307.0,3,3.0
80211,CO,37940.0,3,3.0
84102,UT,18857.0,3,3.0
75078,TX,38980.0,3,3.0
80615,CO,9486.0,3,3.0
97218,OR,14748.0,3,3.0
97217,OR,36086.0,3,3.0
97070,OR,26443.0,3,3.0
10014,NY,32590.0,3,3.0
10011,NY,53318.0,3,3.0
10010,NY,33991.0,3,3.0
10040,NY,40405.0,3,3.0
84701,UT,8883.0,3,3.0
71909,AR,17935.0,3,3.0
97058,OR,21124.0,3,3.0
90746,CA,27147.0,3,3.0
75082,TX,28063.0,3,3.0
71901,AR,29363.0,3,3.0
80220,CO,37233.0,3,3.0
80027,CO,34413.0,3,3.0
89511,NV,29143.0,3,3.0
80461,CO,7196.0,3,3.0
84653,UT,11103.0,3,3.0
97223,OR,49967.0,3,3.0
85021,AZ,40943.0,3,3.0
90808,CA,39747.0,3,3.0
92501,CA,22017.0,3,3.0
92008,CA,27282.0,3,3.0
08618,NJ,37544.0,3,3.0
07751,NJ,21493.0,3,3.0
21811,MD,23907.0,3,3.0
10026,NY,35644.0,3,3.0
10025,NY,95424.0,3,3.0
70518,LA,16683.0,3,3.0
85286,AZ,49407.0,3,3.0
85035,AZ,51441.0,3,3.0
80113,CO,22821.0,3,3.0
85741,AZ,34131.0,3,3.0
84321,UT,49550.0,3,3.0
89135,NV,31763.0,3,3.0
97124,OR,53487.0,3,3.0
07960,NJ,45609.0,3,3.0
21701,MD,39629.0,3,3.0
21801,MD,31183.0,3,3.0
21795,MD,9873.0,3,3.0
21206,MD,49470.0,3,3.0
26003,WV,40591.0,3,3.0
73130,OK,21536.0,3,3.0
90807,CA,32412.0,3,3.0
90262,CA,67099.0,3,3.0
84032,UT,24766.0,3,3.0
84341,UT,24181.0,3,3.0
16830,PA,13121.0,3,3.0
87114,NM,69402.0,3,3.0
89148,NV,61281.0,3,3.0
75202,TX,2529.0,3,3.0
90640,CA,62678.0,3,3.0
89144,NV,19533.0,3,3.0
70119,LA,38048.0,3,3.0
91201,CA,22608.0,3,3.0
85374,AZ,41182.0,3,3.0
19904,DE,36880.0,3,3.0
21076,MD,22299.0,3,3.0
20903,MD,24103.0,3,3.0
20735,MD,38200.0,3,3.0
20877,MD,37577.0,3,3.0
20876,MD,26034.0,3,3.0
85248,AZ,38567.0,3,3.0
86336,AZ,11125.0,3,3.0
91411,CA,24984.0,3,3.0
97914,OR,19534.0,3,3.0
92832,CA,26277.0,3,3.0
91320,CA,44462.0,3,3.0
20748,MD,39689.0,3,3.0
07430,NJ,25487.0,3,3.0
19803,DE,21886.0,3,3.0
07305,NJ,67947.0,3,3.0
20737,MD,24555.0,3,3.0
96130,CA,22121.0,3,3.0
74464,OK,31256.0,3,3.0
88001,NM,36831.0,3,3.0
85003,AZ,11042.0,3,3.0
75115,TX,56164.0,3,3.0
84084,UT,32568.0,3,3.0
84003,UT,52970.0,3,3.0
91324,CA,29500.0,3,3.0
91942,CA,40813.0,3,3.0
20017,DC,20293.0,3,3.0
07202,NJ,43389.0,3,3.0
07514,NJ,19200.0,3,3.0
07018,NJ,30429.0,3,3.0
03833,NH,22662.0,3,3.0
02645,MA,10436.0,3,3.0
07728,NJ,56444.0,3,3.0
75237,TX,19057.0,3,3.0
97015,OR,23265.0,3,3.0
85283,AZ,45736.0,3,3.0
85140,AZ,45381.0,3,3.0
75214,TX,35664.0,3,3.0
80734,CO,3087.0,3,3.0
91710,CA,82576.0,3,3.0
91762,CA,62524.0,3,3.0
91205,CA,36693.0,3,3.0
75234,TX,33216.0,3,3.0
17701,PA,43197.0,3,3.0
07030,NJ,60456.0,3,3.0
02904,RI,31542.0,3,3.0
01913,MA,17366.0,3,3.0
06905,CT,21809.0,3,3.0
06708,CT,30345.0,3,3.0
03301,NH,33352.0,3,3.0
02905,RI,26334.0,3,3.0
23185,VA,51566.0,3,3.0
20019,DC,59601.0,3,3.0
97520,OR,25970.0,3,3.0
02891,RI,21803.0,3,3.0
85382,AZ,42576.0,3,3.0
19131,PA,42705.0,3,3.0
88240,NM,42386.0,3,3.0
92083,CA,39219.0,3,3.0
81101,CO,15657.0,3,3.0
72601,AR,30483.0,3,3.0
92056,CA,53750.0,3,3.0
80910,CO,30991.0,3,3.0
74008,OK,31745.0,3,3.0
15317,PA,42801.0,3,3.0
90806,CA,41611.0,3,3.0
23233,VA,32610.0,3,3.0
22203,VA,25437.0,3,3.0
20110,VA,49120.0,3,3.0
22701,VA,37411.0,3,3.0
55304,MN,49128.0,3,3.0
85635,AZ,35095.0,3,3.0
07013,NJ,28843.0,3,3.0
19083,PA,36964.0,3,3.0
91801,CA,53669.0,3,3.0
80918,CO,47453.0,3,3.0
71201,LA,21565.0,3,3.0
75604,TX,30752.0,3,3.0
91786,CA,55763.0,3,3.0
15601,PA,57141.0,3,3.0
08755,NJ,28643.0,3,3.0
55113,MN,41699.0,3,3.0
07410,NJ,34927.0,3,3.0
55449,MN,33321.0,3,3.0
07663,NJ,14294.0,3,3.0
94080,CA,66592.0,3,3.0
93555,CA,32810.0,3,3.0
91331,CA,100720.0,3,3.0
83661,ID,10537.0,3,3.0
77008,TX,36631.0,3,3.0
77006,TX,24129.0,3,3.0
77071,TX,26949.0,3,3.0
92130,CA,61595.0,3,3.0
96817,HI,56823.0,3,3.0
92647,CA,60455.0,3,3.0
07083,NJ,56131.0,3,3.0
07054,NJ,30228.0,3,3.0
55425,MN,10281.0,3,3.0
22205,VA,18594.0,3,3.0
29042,SC,4603.0,3,3.0
75007,TX,53960.0,3,3.0
79925,TX,38422.0,3,3.0
11787,NY,35361.0,3,3.0
12205,NY,27168.0,3,3.0
72756,AR,41875.0,3,3.0
77024,TX,39565.0,3,3.0
81506,CO,11412.0,3,3.0
95340,CA,38606.0,3,3.0
94588,CA,36398.0,3,3.0
11354,NY,61276.0,3,3.0
60487,IL,26388.0,3,3.0
60068,IL,39672.0,3,3.0
76240,TX,28349.0,3,3.0
94109,CA,58501.0,3,3.0
94306,CA,28659.0,3,3.0
74104,OK,12395.0,3,3.0
76021,TX,35265.0,3,3.0
94111,CA,4306.0,3,3.0
77096,TX,34510.0,3,3.0
77025,TX,28510.0,3,3.0
92701,CA,48789.0,3,3.0
93010,CA,46223.0,3,3.0
90022,CA,64517.0,3,3.0
96001,CA,33914.0,3,3.0
60642,IL,21687.0,3,3.0
75455,TX,27305.0,3,3.0
75254,TX,24664.0,3,3.0
10901,NY,25145.0,3,3.0
11706,NY,66263.0,3,3.0
85204,AZ,63808.0,3,3.0
85008,AZ,59047.0,3,3.0
33177,FL,56331.0,3,3.0
96748,HI,4441.0,3,3.0
34759,FL,42067.0,3,3.0
85257,AZ,29187.0,3,3.0
86301,AZ,25115.0,3,3.0
93726,CA,42366.0,3,3.0
35968,AL,5115.0,3,3.0
91770,CA,59360.0,3,3.0
91355,CA,32886.0,3,3.0
78666,TX,86584.0,3,3.0
78521,TX,88708.0,3,3.0
77340,TX,35020.0,3,3.0
60048,IL,29353.0,3,3.0
76116,TX,51639.0,3,3.0
33034,FL,22850.0,3,3.0
77091,TX,28020.0,3,3.0
77070,TX,52943.0,3,3.0
77065,TX,37144.0,3,3.0
34287,FL,26277.0,3,3.0
92705,CA,45902.0,3,3.0
77060,TX,42707.0,3,3.0
36607,AL,6264.0,3,3.0
72903,AR,25225.0,3,3.0
94040,CA,36501.0,3,3.0
77094,TX,11150.0,3,3.0
53045,WI,23651.0,3,3.0
92562,CA,64270.0,3,3.0
62703,IL,28344.0,3,3.0
75039,TX,24569.0,3,3.0
12020,NY,34667.0,3,3.0
11214,NY,96560.0,3,3.0
78232,TX,35397.0,3,3.0
12037,NY,3895.0,3,3.0
60045,IL,21026.0,3,3.0
36109,AL,24176.0,3,3.0
36693,AL,18914.0,3,3.0
33331,FL,23016.0,3,3.0
92530,CA,59098.0,3,3.0
75961,TX,15656.0,3,3.0
94122,CA,57160.0,3,3.0
77357,TX,30339.0,3,3.0
94104,CA,576.0,3,3.0
93230,CA,68412.0,3,3.0
76107,TX,31591.0,3,3.0
78251,TX,58836.0,3,3.0
60714,IL,31006.0,3,3.0
75051,TX,40243.0,3,3.0
95682,CA,30233.0,3,3.0
92106,CA,20214.0,3,3.0
81401,CO,23266.0,3,3.0
75951,TX,14370.0,3,3.0
77354,TX,40625.0,3,3.0
32503,FL,33693.0,3,3.0
78550,TX,56038.0,3,3.0
14701,NY,38428.0,3,3.0
12188,NY,11035.0,3,3.0
60126,IL,48147.0,3,3.0
75230,TX,27810.0,3,3.0
11570,NY,29023.0,3,3.0
60004,IL,52546.0,3,3.0
79602,TX,25389.0,3,3.0
73118,OK,13521.0,3,3.0
33147,FL,48823.0,3,3.0
32757,FL,30315.0,3,3.0
79902,TX,20071.0,3,3.0
78596,TX,37329.0,3,3.0
78753,TX,58761.0,3,3.0
94533,CA,77380.0,3,3.0
77406,TX,58703.0,3,3.0
33184,FL,20913.0,3,3.0
33183,FL,35891.0,3,3.0
33067,FL,27564.0,3,3.0
33033,FL,66871.0,3,3.0
