zipcode,state,population,is_multispecialty_clinic,is_multispecialty_clinic_capped_viz
46227,IN,62126.0,3,3.0
70448,LA,25670.0,3,3.0
71220,LA,21154.0,3,3.0
70769,LA,46671.0,3,3.0
36606,AL,19042.0,3,3.0
47586,IN,11027.0,3,3.0
61354,IL,10447.0,3,3.0
75703,TX,44428.0,3,3.0
75056,TX,67570.0,3,3.0
94105,CA,14841.0,3,3.0
93711,CA,37901.0,3,3.0
99615,AK,12495.0,3,3.0
29303,SC,26793.0,2,2.0
20012,DC,15485.0,2,2.0
28210,NC,46843.0,2,2.0
33559,FL,16675.0,2,2.0
19050,PA,29176.0,2,2.0
55421,MN,30580.0,2,2.0
33412,FL,15872.0,2,2.0
29425,SC,0.0,2,2.0
02703,MA,46389.0,2,2.0
71104,LA,13680.0,2,2.0
79706,TX,31805.0,2,2.0
55362,MN,20476.0,2,2.0
02142,MA,4499.0,2,2.0
78852,TX,56712.0,2,2.0
13617,NY,12083.0,2,2.0
02139,MA,39525.0,2,2.0
78801,TX,21051.0,2,2.0
30228,GA,51000.0,2,2.0
07011,NJ,41691.0,2,2.0
70809,LA,25302.0,2,2.0
23836,VA,14643.0,2,2.0
23228,VA,36384.0,2,2.0
47715,IN,28959.0,2,2.0
47635,IN,5178.0,2,2.0
21009,MD,31835.0,2,2.0
53014,WI,8073.0,2,2.0
07417,NJ,11086.0,2,2.0
19114,PA,32645.0,2,2.0
25260,WV,1404.0,2,2.0
20716,MD,22874.0,2,2.0
39601,MS,22819.0,2,2.0
43207,OH,46853.0,2,2.0
13790,NY,18478.0,2,2.0
47102,IN,6884.0,2,2.0
02062,MA,31611.0,2,2.0
18360,PA,29079.0,2,2.0
43026,OH,64607.0,2,2.0
07666,NJ,41246.0,2,2.0
44709,OH,18509.0,2,2.0
07208,NJ,33561.0,2,2.0
30044,GA,94774.0,2,2.0
18840,PA,10505.0,2,2.0
54220,WI,40737.0,2,2.0
12047,NY,23347.0,2,2.0
12477,NY,18559.0,2,2.0
14850,NY,69271.0,2,2.0
95521,CA,21581.0,2,2.0
53204,WI,39728.0,2,2.0
53081,WI,43465.0,2,2.0
30824,GA,16832.0,2,2.0
30019,GA,50761.0,2,2.0
46320,IN,14514.0,2,2.0
30904,GA,24145.0,2,2.0
29169,SC,22768.0,2,2.0
04101,ME,18109.0,2,2.0
30577,GA,22726.0,2,2.0
04351,ME,2462.0,2,2.0
48083,MI,24074.0,2,2.0
92553,CA,76761.0,2,2.0
92673,CA,29642.0,2,2.0
92128,CA,49083.0,2,2.0
91941,CA,33895.0,2,2.0
57106,SD,47877.0,2,2.0
74137,OK,28354.0,2,2.0
07631,NJ,29308.0,2,2.0
53711,WI,51448.0,2,2.0
53548,WI,19233.0,2,2.0
07310,NJ,17536.0,2,2.0
07086,NJ,17197.0,2,2.0
19148,PA,53976.0,2,2.0
60450,IL,20877.0,2,2.0
60181,IL,29821.0,2,2.0
07304,NJ,48681.0,2,2.0
60015,IL,28013.0,2,2.0
75707,TX,16620.0,2,2.0
75208,TX,29446.0,2,2.0
19141,PA,31047.0,2,2.0
75010,TX,33186.0,2,2.0
48080,MI,22272.0,2,2.0
25411,WV,12367.0,2,2.0
60406,IL,24011.0,2,2.0
62959,IL,27629.0,2,2.0
46561,IN,14155.0,2,2.0
30309,GA,31856.0,2,2.0
30047,GA,69172.0,2,2.0
60426,IL,24114.0,2,2.0
32003,FL,29142.0,2,2.0
77018,TX,27870.0,2,2.0
13905,NY,27672.0,2,2.0
76086,TX,21429.0,2,2.0
17901,PA,22608.0,2,2.0
07094,NJ,22181.0,2,2.0
20744,MD,52747.0,2,2.0
07093,NJ,64929.0,2,2.0
61081,IL,21064.0,2,2.0
07042,NJ,27384.0,2,2.0
60482,IL,11216.0,2,2.0
55443,MN,36771.0,2,2.0
56482,MN,6925.0,2,2.0
48315,MI,28597.0,2,2.0
62220,IL,19474.0,2,2.0
20769,MD,7009.0,2,2.0
30009,GA,19256.0,2,2.0
70118,LA,35635.0,2,2.0
30315,GA,34327.0,2,2.0
92243,CA,49149.0,2,2.0
20170,VA,42756.0,2,2.0
20815,MD,31517.0,2,2.0
91340,CA,34610.0,2,2.0
07407,NJ,21422.0,2,2.0
90620,CA,46564.0,2,2.0
90069,CA,20584.0,2,2.0
63376,MO,76064.0,2,2.0
25301,WV,2908.0,2,2.0
33306,FL,3526.0,2,2.0
48348,MI,25655.0,2,2.0
30344,GA,35365.0,2,2.0
25504,WV,12972.0,2,2.0
78626,TX,39935.0,2,2.0
20746,MD,31635.0,2,2.0
78264,TX,14705.0,2,2.0
31407,GA,20990.0,2,2.0
39159,MS,2933.0,2,2.0
78045,TX,65354.0,2,2.0
20901,MD,36537.0,2,2.0
20878,MD,65990.0,2,2.0
30907,GA,50964.0,2,2.0
20912,MD,25463.0,2,2.0
38671,MS,36073.0,2,2.0
77388,TX,51483.0,2,2.0
39211,MS,24900.0,2,2.0
74955,OK,14340.0,2,2.0
75150,TX,64654.0,2,2.0
60430,IL,20146.0,2,2.0
41465,KY,10732.0,2,2.0
74074,OK,32326.0,2,2.0
90008,CA,33041.0,2,2.0
22901,VA,36938.0,2,2.0
54487,WI,9750.0,2,2.0
95811,CA,12463.0,2,2.0
22554,VA,64354.0,2,2.0
22043,VA,25850.0,2,2.0
27514,NC,33809.0,2,2.0
94112,CA,79314.0,2,2.0
56258,MN,15480.0,2,2.0
32811,FL,42274.0,2,2.0
78752,TX,19289.0,2,2.0
92211,CA,26403.0,2,2.0
91765,CA,46449.0,2,2.0
07719,NJ,21665.0,2,2.0
35058,AL,11098.0,2,2.0
30052,GA,74442.0,2,2.0
55345,MN,22051.0,2,2.0
21244,MD,38015.0,2,2.0
08028,NJ,24818.0,2,2.0
48184,MI,17776.0,2,2.0
48067,MI,24589.0,2,2.0
39701,MS,12487.0,2,2.0
07726,NJ,44945.0,2,2.0
63129,MO,53432.0,2,2.0
27320,NC,37843.0,2,2.0
48093,MI,24780.0,2,2.0
62062,IL,8297.0,2,2.0
20902,MD,52533.0,2,2.0
25130,WV,3437.0,2,2.0
60656,IL,28474.0,2,2.0
60641,IL,69354.0,2,2.0
60544,IL,27680.0,2,2.0
48316,MI,28192.0,2,2.0
61107,IL,30722.0,2,2.0
48186,MI,35690.0,2,2.0
93012,CA,37550.0,2,2.0
08094,NJ,40774.0,2,2.0
08036,NJ,6021.0,2,2.0
55128,MN,29217.0,2,2.0
08034,NJ,19256.0,2,2.0
93065,CA,73943.0,2,2.0
70726,LA,59586.0,2,2.0
53042,WI,6886.0,2,2.0
73139,OK,18781.0,2,2.0
30349,GA,81320.0,2,2.0
32425,FL,14419.0,2,2.0
32164,FL,49412.0,2,2.0
75252,TX,27458.0,2,2.0
37076,TN,39326.0,2,2.0
42633,KY,18296.0,2,2.0
90248,CA,11295.0,2,2.0
90058,CA,3751.0,2,2.0
36527,AL,18034.0,2,2.0
78256,TX,13643.0,2,2.0
47803,IN,21832.0,2,2.0
78233,TX,49442.0,2,2.0
78220,TX,17749.0,2,2.0
26651,WV,8774.0,2,2.0
38672,MS,15866.0,2,2.0
40210,KY,14418.0,2,2.0
52807,IA,15851.0,2,2.0
36608,AL,39782.0,2,2.0
21211,MD,17721.0,2,2.0
92374,CA,43587.0,2,2.0
42104,KY,37309.0,2,2.0
55431,MN,19767.0,2,2.0
92111,CA,46686.0,2,2.0
41701,KY,16761.0,2,2.0
53222,WI,25422.0,2,2.0
53209,WI,44586.0,2,2.0
56425,MN,8584.0,2,2.0
47546,IN,22445.0,2,2.0
92411,CA,27014.0,2,2.0
27292,NC,39337.0,2,2.0
33040,FL,35958.0,2,2.0
33178,FL,65487.0,2,2.0
10530,NY,13037.0,2,2.0
33025,FL,75455.0,2,2.0
99019,WA,12813.0,2,2.0
59601,MT,30848.0,2,2.0
07755,NJ,6375.0,2,2.0
61356,IL,10915.0,2,2.0
60563,IL,37997.0,2,2.0
07748,NJ,28169.0,2,2.0
25702,WV,7223.0,2,2.0
77598,TX,25620.0,2,2.0
77423,TX,16152.0,2,2.0
40517,KY,37751.0,2,2.0
08003,NJ,31402.0,2,2.0
40243,KY,11521.0,2,2.0
46580,IN,22381.0,2,2.0
32818,FL,48052.0,2,2.0
92025,CA,51586.0,2,2.0
60062,IL,42751.0,2,2.0
26505,WV,39057.0,2,2.0
21704,MD,19275.0,2,2.0
90034,CA,57152.0,2,2.0
60061,IL,27581.0,2,2.0
21215,MD,54198.0,2,2.0
42544,KY,5787.0,2,2.0
63117,MO,9660.0,2,2.0
31088,GA,57034.0,2,2.0
91202,CA,22875.0,2,2.0
91105,CA,13869.0,2,2.0
30135,GA,67508.0,2,2.0
55331,MN,19568.0,2,2.0
49435,MI,3568.0,2,2.0
60657,IL,72316.0,2,2.0
32726,FL,23012.0,2,2.0
23221,VA,14841.0,2,2.0
46208,IN,23996.0,2,2.0
95437,CA,14608.0,2,2.0
60637,IL,53555.0,2,2.0
94002,CA,28513.0,2,2.0
38703,MS,12731.0,2,2.0
33056,FL,36556.0,2,2.0
22310,VA,29611.0,2,2.0
11788,NY,16273.0,2,2.0
60618,IL,90316.0,2,2.0
48532,MI,19247.0,2,2.0
40245,KY,37866.0,2,2.0
46140,IN,41708.0,2,2.0
60477,IL,37335.0,2,2.0
90222,CA,32397.0,2,2.0
90019,CA,62002.0,2,2.0
60064,IL,15206.0,2,2.0
04102,ME,18002.0,2,2.0
54301,WI,22875.0,2,2.0
53719,WI,32151.0,2,2.0
53185,WI,18761.0,2,2.0
77381,TX,35191.0,2,2.0
08638,NJ,23548.0,2,2.0
08540,NJ,48216.0,2,2.0
37064,TN,62422.0,2,2.0
41168,KY,2993.0,2,2.0
39560,MS,18611.0,2,2.0
60585,IL,24920.0,2,2.0
08012,NJ,38581.0,2,2.0
60201,IL,44652.0,2,2.0
21229,MD,43464.0,2,2.0
76102,TX,13236.0,2,2.0
21136,MD,34973.0,2,2.0
78723,TX,34522.0,2,2.0
51503,IA,37330.0,2,2.0
10309,NY,33523.0,2,2.0
77505,TX,23584.0,2,2.0
98020,WA,20236.0,2,2.0
30525,GA,7937.0,2,2.0
75494,TX,11827.0,2,2.0
46229,IN,29252.0,2,2.0
35216,AL,36673.0,2,2.0
76182,TX,31117.0,2,2.0
12309,NY,31273.0,2,2.0
13502,NY,33990.0,2,2.0
41858,KY,7150.0,2,2.0
14892,NY,7949.0,2,2.0
11746,NY,69040.0,2,2.0
56031,MN,12117.0,2,2.0
32607,FL,35420.0,2,2.0
74403,OK,29419.0,2,2.0
40299,KY,43030.0,2,2.0
73036,OK,19602.0,2,2.0
73013,OK,56972.0,2,2.0
25302,WV,14307.0,2,2.0
35756,AL,22978.0,2,2.0
56501,MN,17784.0,2,2.0
53948,WI,8151.0,2,2.0
11430,NY,571.0,2,2.0
40291,KY,39719.0,2,2.0
10314,NY,92157.0,2,2.0
10021,NY,45691.0,2,2.0
29601,SC,13261.0,2,2.0
10018,NY,11145.0,2,2.0
29115,SC,28207.0,2,2.0
48195,MI,30014.0,2,2.0
22151,VA,18026.0,2,2.0
22015,VA,43941.0,2,2.0
32217,FL,20543.0,2,2.0
37321,TN,19823.0,2,2.0
57702,SD,33162.0,2,2.0
33414,FL,59802.0,2,2.0
60108,IL,23070.0,2,2.0
08816,NJ,48729.0,2,2.0
08701,NJ,135256.0,2,2.0
11704,NY,40367.0,2,2.0
29135,SC,8074.0,2,2.0
10552,NY,21296.0,2,2.0
10470,NY,16686.0,2,2.0
28352,NC,24940.0,2,2.0
20164,VA,40888.0,2,2.0
08619,NJ,23301.0,2,2.0
30529,GA,12033.0,2,2.0
24134,VA,5638.0,2,2.0
30188,GA,67972.0,2,2.0
28120,NC,24017.0,2,2.0
60543,IL,40299.0,2,2.0
37130,TN,59677.0,2,2.0
98274,WA,18949.0,2,2.0
23231,VA,37455.0,2,2.0
91423,CA,32635.0,2,2.0
22193,VA,83064.0,2,2.0
91352,CA,47274.0,2,2.0
40215,KY,21230.0,2,2.0
90815,CA,41837.0,2,2.0
42503,KY,24670.0,2,2.0
55408,MN,33718.0,2,2.0
38821,MS,11847.0,2,2.0
39201,MS,574.0,2,2.0
90039,CA,28059.0,2,2.0
38930,MS,23438.0,2,2.0
70043,LA,21596.0,2,2.0
60463,IL,14048.0,2,2.0
78602,TX,33759.0,2,2.0
35121,AL,16016.0,2,2.0
07114,NJ,17767.0,2,2.0
98144,WA,32178.0,2,2.0
71351,LA,11068.0,2,2.0
46236,IN,27627.0,2,2.0
10034,NY,36778.0,2,2.0
92672,CA,41067.0,2,2.0
92651,CA,24096.0,2,2.0
07866,NJ,22965.0,2,2.0
10033,NY,50085.0,2,2.0
63501,MO,21501.0,2,2.0
65483,MO,4607.0,2,2.0
32224,FL,42395.0,2,2.0
39206,MS,22553.0,2,2.0
44109,OH,39121.0,2,2.0
10473,NY,62692.0,2,2.0
08873,NJ,55500.0,2,2.0
50023,IA,43603.0,2,2.0
10454,NY,40232.0,2,2.0
52101,IA,13186.0,2,2.0
10453,NY,81951.0,2,2.0
47265,IN,20074.0,2,2.0
46143,IN,62618.0,2,2.0
63080,MO,13554.0,2,2.0
08527,NJ,57925.0,2,2.0
46205,IN,27531.0,2,2.0
47111,IN,16972.0,2,2.0
08869,NJ,7835.0,2,2.0
23601,VA,25729.0,2,2.0
23113,VA,26190.0,2,2.0
31036,GA,10985.0,2,2.0
76301,TX,15320.0,2,2.0
36618,AL,17425.0,2,2.0
38756,MS,6112.0,2,2.0
76034,TX,25988.0,2,2.0
44104,OH,20202.0,2,2.0
93023,CA,20937.0,2,2.0
40165,KY,36161.0,2,2.0
07047,NJ,63361.0,2,2.0
33013,FL,31068.0,2,2.0
98506,WA,19198.0,2,2.0
10591,NY,23301.0,2,2.0
77581,TX,49198.0,2,2.0
57006,SD,24271.0,2,2.0
96819,HI,53334.0,2,2.0
46219,IN,36556.0,2,2.0
49202,MI,19359.0,2,2.0
75035,TX,82596.0,2,2.0
30742,GA,7698.0,2,2.0
75009,TX,21276.0,2,2.0
79935,TX,17534.0,2,2.0
30620,GA,15792.0,2,2.0
43081,OH,64338.0,2,2.0
30097,GA,50308.0,2,2.0
50309,IA,9532.0,2,2.0
55343,MN,26307.0,2,2.0
08902,NJ,43296.0,2,2.0
07052,NJ,48867.0,2,2.0
07032,NJ,41999.0,2,2.0
20109,VA,43849.0,2,2.0
55112,MN,46728.0,2,2.0
60085,IL,71609.0,2,2.0
11219,NY,103447.0,2,2.0
55744,MN,20096.0,2,2.0
30071,GA,25629.0,2,2.0
15228,PA,18110.0,2,2.0
11105,NY,38001.0,2,2.0
07712,NJ,39397.0,2,2.0
32579,FL,10444.0,2,2.0
15220,PA,17840.0,2,2.0
44095,OH,32616.0,2,2.0
11103,NY,37362.0,2,2.0
11102,NY,37468.0,2,2.0
49090,MI,13286.0,2,2.0
35810,AL,29976.0,2,2.0
10941,NY,14549.0,2,2.0
33132,FL,18159.0,2,2.0
07036,NJ,45161.0,2,2.0
07022,NJ,15025.0,2,2.0
46805,IN,21138.0,2,2.0
52404,IA,43385.0,2,2.0
06002,CT,21579.0,2,2.0
11221,NY,89222.0,2,2.0
57105,SD,22635.0,2,2.0
11355,NY,89465.0,2,2.0
55344,MN,15837.0,2,2.0
56307,MN,5399.0,2,2.0
32225,FL,57441.0,2,2.0
96793,HI,31939.0,2,2.0
07401,NJ,6834.0,2,2.0
07080,NJ,24261.0,2,2.0
08050,NJ,26507.0,2,2.0
46383,IN,41981.0,2,2.0
78660,TX,110955.0,2,2.0
78640,TX,64539.0,2,2.0
57104,SD,26998.0,2,2.0
78382,TX,19432.0,2,2.0
20171,VA,51759.0,2,2.0
98272,WA,31127.0,2,2.0
43085,OH,25566.0,2,2.0
31539,GA,14372.0,2,2.0
29302,SC,17356.0,2,2.0
47802,IN,34229.0,2,2.0
99350,WA,13240.0,2,2.0
07307,NJ,44247.0,2,2.0
31605,GA,23682.0,2,2.0
33437,FL,36889.0,2,2.0
96753,HI,27611.0,2,2.0
08628,NJ,10310.0,2,2.0
78006,TX,40979.0,2,2.0
08054,NJ,44633.0,2,2.0
06457,CT,46505.0,2,2.0
77611,TX,9993.0,2,2.0
27021,NC,17345.0,2,2.0
96826,HI,30092.0,2,2.0
64138,MO,25565.0,2,2.0
41011,KY,26470.0,2,2.0
77511,TX,51093.0,2,2.0
77068,TX,11764.0,2,2.0
98409,WA,27840.0,2,2.0
92646,CA,56788.0,2,2.0
98382,WA,30505.0,2,2.0
55407,MN,38506.0,2,2.0
49424,MI,47963.0,2,2.0
11208,NY,101958.0,2,2.0
15401,PA,30619.0,2,2.0
15928,PA,2002.0,2,2.0
11426,NY,19343.0,2,2.0
39046,MS,27866.0,2,2.0
27215,NC,44620.0,2,2.0
48205,MI,34056.0,2,2.0
71101,LA,6560.0,2,2.0
55812,MN,10571.0,2,2.0
70403,LA,29737.0,2,2.0
11516,NY,8394.0,2,2.0
55422,MN,29290.0,2,2.0
11717,NY,62193.0,2,2.0
11716,NY,10315.0,2,2.0
29325,SC,14300.0,2,2.0
11374,NY,47129.0,2,2.0
30602,GA,1294.0,2,2.0
11372,NY,68000.0,2,2.0
38801,MS,29795.0,2,2.0
39563,MS,12300.0,2,2.0
12183,NY,2934.0,2,2.0
32277,FL,33174.0,2,2.0
63090,MO,22843.0,2,2.0
92262,CA,26593.0,2,2.0
92014,CA,13203.0,2,2.0
91789,CA,41235.0,2,2.0
40962,KY,17714.0,2,2.0
63123,MO,50989.0,2,2.0
32312,FL,34304.0,2,2.0
55313,MN,24406.0,2,2.0
77092,TX,34903.0,2,2.0
49014,MI,21505.0,2,2.0
12202,NY,10257.0,2,2.0
98042,WA,49031.0,2,2.0
57108,SD,31953.0,2,2.0
51501,IA,34906.0,2,2.0
11714,NY,22989.0,2,2.0
42240,KY,41791.0,2,2.0
56345,MN,15058.0,2,2.0
30518,GA,56149.0,2,2.0
28208,NC,38614.0,2,2.0
27932,NC,11930.0,2,2.0
32839,FL,58641.0,2,2.0
22102,VA,27743.0,2,2.0
36571,AL,16759.0,2,2.0
29405,SC,25620.0,2,2.0
29212,SC,29739.0,2,2.0
37091,TN,22554.0,2,2.0
30004,GA,68607.0,2,2.0
22031,VA,35256.0,2,2.0
31701,GA,18133.0,2,2.0
24501,VA,27160.0,2,2.0
46322,IN,23984.0,2,2.0
68132,NE,13729.0,2,2.0
36067,AL,27534.0,2,2.0
60190,IL,11455.0,2,2.0
29360,SC,21242.0,2,2.0
48224,MI,39633.0,2,2.0
11758,NY,54226.0,2,2.0
35233,AL,2588.0,2,2.0
16504,PA,16135.0,2,2.0
39038,MS,5401.0,2,2.0
90232,CA,16452.0,2,2.0
36801,AL,24590.0,2,2.0
13210,NY,23150.0,2,2.0
36688,AL,2192.0,2,2.0
41031,KY,16341.0,2,2.0
30720,GA,27547.0,2,2.0
53208,WI,29644.0,2,2.0
22101,VA,31414.0,2,2.0
49091,MI,19901.0,2,2.0
30442,GA,8515.0,2,2.0
12010,NY,28845.0,2,2.0
27203,NC,21869.0,2,2.0
16801,PA,42446.0,2,2.0
12516,NY,1722.0,2,2.0
49444,MI,26281.0,2,2.0
60160,IL,24776.0,2,2.0
41017,KY,40333.0,2,2.0
30474,GA,16828.0,2,2.0
46617,IN,9813.0,2,2.0
12401,NY,35493.0,2,2.0
60451,IL,36561.0,2,2.0
60561,IL,23139.0,2,2.0
01603,MA,22417.0,2,2.0
39428,MS,8726.0,2,2.0
02908,RI,38507.0,2,2.0
56537,MN,19230.0,2,2.0
19464,PA,48409.0,2,2.0
60402,IL,64706.0,2,2.0
30240,GA,30119.0,2,2.0
46901,IN,38072.0,2,2.0
19341,PA,18808.0,2,2.0
19129,PA,11437.0,2,2.0
02852,RI,23579.0,2,2.0
05158,VT,935.0,2,2.0
71103,LA,6362.0,2,2.0
06830,CT,25043.0,2,2.0
19145,PA,47079.0,2,2.0
30290,GA,9256.0,2,2.0
13202,NY,6967.0,2,2.0
56001,MN,50729.0,2,2.0
59808,MT,21546.0,2,2.0
28337,NC,9285.0,2,2.0
02840,RI,23902.0,2,2.0
03060,NH,31251.0,2,2.0
46545,IN,26312.0,2,2.0
46360,IN,44209.0,2,2.0
36116,AL,43840.0,2,2.0
40769,KY,18481.0,2,2.0
30224,GA,26696.0,2,2.0
06511,CT,55879.0,2,2.0
32257,FL,41439.0,2,2.0
01852,MA,36708.0,2,2.0
19046,PA,19669.0,2,2.0
32233,FL,23980.0,2,2.0
39759,MS,43337.0,2,2.0
60187,IL,30059.0,2,2.0
30906,GA,58458.0,2,2.0
60194,IL,20622.0,2,2.0
31210,GA,35345.0,2,2.0
35234,AL,4873.0,2,2.0
02110,MA,2921.0,2,2.0
14201,NY,12364.0,2,2.0
28226,NC,40513.0,2,2.0
33404,FL,31869.0,2,2.0
39056,MS,27346.0,2,2.0
75071,TX,64449.0,2,2.0
30032,GA,44697.0,2,2.0
31021,GA,29051.0,2,2.0
19004,PA,10668.0,2,2.0
03246,NH,16905.0,2,2.0
01907,MA,15148.0,2,2.0
60804,IL,85673.0,2,2.0
30606,GA,46798.0,2,2.0
46394,IN,11725.0,2,2.0
30303,GA,9352.0,2,2.0
47240,IN,21940.0,2,2.0
60631,IL,29691.0,2,2.0
02467,MA,22626.0,2,2.0
13323,NY,11415.0,2,2.0
54913,WI,23818.0,2,2.0
60622,IL,55075.0,2,2.0
30294,GA,43552.0,2,2.0
90802,CA,41686.0,2,2.0
90064,CA,27553.0,2,2.0
63124,MO,11375.0,2,2.0
60606,IL,3797.0,2,2.0
46041,IN,24120.0,2,2.0
40206,KY,20196.0,2,2.0
56352,MN,5775.0,2,2.0
18015,PA,33286.0,2,2.0
28376,NC,43160.0,2,2.0
28217,NC,28955.0,2,2.0
63128,MO,29728.0,2,2.0
02129,MA,19120.0,2,2.0
03867,NH,22369.0,2,2.0
39204,MS,15433.0,2,2.0
96816,HI,51586.0,2,2.0
60614,IL,73173.0,2,2.0
30005,GA,39308.0,2,2.0
48328,MI,24178.0,2,2.0
76053,TX,31935.0,2,2.0
20169,VA,28182.0,2,2.0
75220,TX,39627.0,2,2.0
47807,IN,12063.0,2,2.0
42501,KY,18047.0,2,2.0
30350,GA,35882.0,2,2.0
02747,MA,22326.0,2,2.0
02744,MA,13055.0,2,2.0
55433,MN,34618.0,2,2.0
14222,NY,13629.0,2,2.0
70122,LA,34986.0,2,2.0
33418,FL,43383.0,2,2.0
59711,MT,9234.0,2,2.0
31794,GA,28012.0,2,2.0
33428,FL,42828.0,2,2.0
22035,VA,22.0,2,2.0
47905,IN,41787.0,2,2.0
27298,NC,10583.0,2,2.0
29150,SC,39460.0,2,2.0
22207,VA,33734.0,2,2.0
33426,FL,25155.0,2,2.0
53089,WI,19657.0,2,2.0
37122,TN,64018.0,2,2.0
27330,NC,39489.0,2,2.0
37146,TN,7567.0,2,2.0
33411,FL,74206.0,2,2.0
22046,VA,18576.0,2,2.0
63025,MO,16742.0,2,2.0
37205,TN,24551.0,2,2.0
31730,GA,9160.0,2,2.0
37043,TN,52792.0,2,2.0
43560,OH,34204.0,2,2.0
43016,OH,44517.0,2,2.0
49525,MI,30275.0,2,2.0
33540,FL,9603.0,2,2.0
43326,OH,13328.0,2,2.0
63664,MO,8333.0,2,2.0
43204,OH,42315.0,2,2.0
43311,OH,20029.0,2,2.0
33573,FL,30913.0,2,2.0
27577,NC,24972.0,2,2.0
33596,FL,28140.0,2,2.0
53226,WI,19921.0,2,2.0
27527,NC,33827.0,2,2.0
53188,WI,35552.0,2,2.0
37303,TN,25894.0,2,2.0
29341,SC,19959.0,2,2.0
59912,MT,15395.0,2,2.0
27540,NC,44302.0,2,2.0
33472,FL,18893.0,2,2.0
43357,OH,4848.0,2,2.0
33477,FL,12683.0,2,2.0
53212,WI,28702.0,2,2.0
53211,WI,36327.0,2,2.0
37354,TN,17535.0,2,2.0
53216,WI,30109.0,2,2.0
43223,OH,27951.0,2,2.0
53215,WI,59359.0,2,2.0
29406,SC,32730.0,2,2.0
58401,ND,17847.0,2,2.0
57401,SD,32275.0,2,2.0
37355,TN,28487.0,2,2.0
37214,TN,30480.0,2,2.0
33711,FL,20121.0,2,2.0
67207,KS,28143.0,2,2.0
44115,OH,8985.0,2,2.0
43935,OH,7968.0,2,2.0
43606,OH,25671.0,2,2.0
63901,MO,34354.0,2,2.0
64112,MO,9344.0,2,2.0
64111,MO,17112.0,2,2.0
27703,NC,61539.0,2,2.0
27607,NC,27182.0,2,2.0
64114,MO,24008.0,2,2.0
37416,TN,14844.0,2,2.0
29520,SC,13046.0,2,2.0
64086,MO,23957.0,2,2.0
37377,TN,17004.0,2,2.0
37620,TN,38245.0,2,2.0
33759,FL,18316.0,2,2.0
43512,OH,28208.0,2,2.0
66007,KS,9875.0,2,2.0
67214,KS,15936.0,2,2.0
45402,OH,10735.0,2,2.0
66618,KS,9940.0,2,2.0
62002,IL,30176.0,2,2.0
37601,TN,37079.0,2,2.0
33870,FL,24238.0,2,2.0
44070,OH,32442.0,2,2.0
44118,OH,40242.0,2,2.0
44114,OH,7622.0,2,2.0
33966,FL,11245.0,2,2.0
82801,WY,25685.0,2,2.0
44128,OH,28146.0,2,2.0
43907,OH,5369.0,2,2.0
53704,WI,47066.0,2,2.0
28139,NC,18665.0,2,2.0
25303,WV,6946.0,2,2.0
67114,KS,21375.0,2,2.0
45429,OH,26514.0,2,2.0
44094,OH,37634.0,2,2.0
29642,SC,35675.0,2,2.0
29640,SC,32191.0,2,2.0
53717,WI,12798.0,2,2.0
58801,ND,34921.0,2,2.0
29631,SC,17291.0,2,2.0
37874,TN,15604.0,2,2.0
28152,NC,25643.0,2,2.0
23230,VA,8263.0,2,2.0
23435,VA,32597.0,2,2.0
28001,NC,27185.0,2,2.0
33774,FL,18145.0,2,2.0
53718,WI,17034.0,2,2.0
23434,VA,51430.0,2,2.0
43551,OH,43235.0,2,2.0
45714,OH,10149.0,2,2.0
44870,OH,40416.0,2,2.0
45236,OH,24223.0,2,2.0
44143,OH,25339.0,2,2.0
37914,TN,20587.0,2,2.0
29708,SC,40227.0,2,2.0
29651,SC,50778.0,2,2.0
29582,SC,18897.0,2,2.0
27889,NC,26054.0,2,2.0
25550,WV,8432.0,2,2.0
44112,OH,18685.0,2,2.0
43201,OH,37528.0,2,2.0
25526,WV,22578.0,2,2.0
62286,IL,5719.0,2,2.0
54135,WI,3016.0,2,2.0
37830,TN,31839.0,2,2.0
64804,MO,38078.0,2,2.0
44120,OH,34611.0,2,2.0
44041,OH,13910.0,2,2.0
28110,NC,53316.0,2,2.0
37745,TN,19714.0,2,2.0
62301,IL,31481.0,2,2.0
37921,TN,28903.0,2,2.0
28212,NC,41009.0,2,2.0
33914,FL,42222.0,2,2.0
37128,TN,70329.0,2,2.0
37922,TN,39623.0,2,2.0
33812,FL,14907.0,2,2.0
29569,SC,17048.0,2,2.0
44060,OH,60360.0,2,2.0
37849,TN,27742.0,2,2.0
62441,IL,7236.0,2,2.0
28214,NC,42925.0,2,2.0
80224,CO,19199.0,2,2.0
48101,MI,28664.0,2,2.0
48038,MI,44038.0,2,2.0
29673,SC,29898.0,2,2.0
28031,NC,30836.0,2,2.0
44307,OH,6959.0,2,2.0
23188,VA,45438.0,2,2.0
29572,SC,10711.0,2,2.0
49938,MI,7340.0,2,2.0
38024,TN,26518.0,2,2.0
44320,OH,19083.0,2,2.0
38104,TN,22584.0,2,2.0
44403,OH,3690.0,2,2.0
44333,OH,19449.0,2,2.0
54476,WI,19668.0,2,2.0
62526,IL,31758.0,2,2.0
28262,NC,46048.0,2,2.0
23832,VA,39640.0,2,2.0
29936,SC,14196.0,2,2.0
54457,WI,8478.0,2,2.0
66047,KS,19396.0,2,2.0
34116,FL,31538.0,2,2.0
49684,MI,22025.0,2,2.0
