zipcode,state,population,is_substance_abuse_rehab,is_substance_abuse_rehab_capped_viz
87107,NM,30340.0,2,2.0
04240,ME,37121.0,2,2.0
92029,CA,21236.0,2,2.0
55012,MN,1948.0,2,2.0
56303,MN,27305.0,2,2.0
08876,NJ,22849.0,2,2.0
08048,NJ,12782.0,2,2.0
50029,IA,614.0,2,2.0
91767,CA,51654.0,2,2.0
89123,NV,55584.0,2,2.0
70805,LA,26025.0,2,2.0
88119,NM,1582.0,2,2.0
48185,MI,49730.0,2,2.0
87532,NM,19017.0,2,2.0
99603,AK,10766.0,2,2.0
99752,AK,3276.0,2,2.0
49224,MI,13199.0,2,2.0
81008,CO,11868.0,2,2.0
56573,MN,7066.0,2,2.0
60938,IL,2080.0,2,2.0
52501,IA,30313.0,2,2.0
63115,MO,16056.0,2,2.0
36116,AL,43840.0,2,2.0
47150,IN,49395.0,2,2.0
63111,MO,19538.0,2,2.0
63122,MO,41319.0,2,2.0
97838,OR,28387.0,2,2.0
97754,OR,21627.0,2,2.0
48917,MI,32679.0,2,2.0
48302,MI,17196.0,2,2.0
89104,NV,41662.0,2,2.0
06112,CT,23189.0,2,2.0
03444,NH,1508.0,2,2.0
03101,NH,3885.0,2,2.0
22203,VA,25437.0,2,2.0
56716,MN,8965.0,2,2.0
55414,MN,36600.0,2,2.0
36527,AL,18034.0,2,2.0
33125,FL,53507.0,2,2.0
33037,FL,13875.0,2,2.0
01830,MA,27553.0,2,2.0
32801,FL,17728.0,2,2.0
48838,MI,18801.0,2,2.0
55313,MN,24406.0,2,2.0
60647,IL,85631.0,2,2.0
49012,MI,3477.0,2,2.0
36303,AL,31080.0,2,2.0
63107,MO,8829.0,2,2.0
01605,MA,29218.0,2,2.0
02907,RI,29827.0,2,2.0
02906,RI,25559.0,2,2.0
01230,MA,8907.0,2,2.0
33024,FL,74843.0,2,2.0
56347,MN,7449.0,2,2.0
33023,FL,66749.0,2,2.0
63113,MO,10882.0,2,2.0
30474,GA,16828.0,2,2.0
48768,MI,9648.0,2,2.0
06824,CT,34876.0,2,2.0
74017,OK,29083.0,2,2.0
20910,MD,45610.0,2,2.0
75605,TX,32909.0,2,2.0
21015,MD,30400.0,2,2.0
04106,ME,26641.0,2,2.0
03766,NH,9838.0,2,2.0
48108,MI,26639.0,2,2.0
48062,MI,9375.0,2,2.0
20622,MD,4741.0,2,2.0
80863,CO,12738.0,2,2.0
01545,MA,38316.0,2,2.0
01527,MA,13799.0,2,2.0
03060,NH,31251.0,2,2.0
42103,KY,22106.0,2,2.0
36083,AL,9367.0,2,2.0
32784,FL,11212.0,2,2.0
32668,FL,5548.0,2,2.0
60611,IL,38456.0,2,2.0
74056,OK,4857.0,2,2.0
92020,CA,60454.0,2,2.0
03051,NH,25394.0,2,2.0
74136,OK,30416.0,2,2.0
77008,TX,36631.0,2,2.0
20772,MD,51395.0,2,2.0
01608,MA,4996.0,2,2.0
01604,MA,41301.0,2,2.0
03102,NH,33396.0,2,2.0
03063,NH,16036.0,2,2.0
39666,MS,10467.0,2,2.0
21639,MD,4354.0,2,2.0
94102,CA,39432.0,2,2.0
77026,TX,23405.0,2,2.0
93950,CA,15082.0,2,2.0
21220,MD,44568.0,2,2.0
93301,CA,14518.0,2,2.0
21054,MD,13970.0,2,2.0
02740,MA,45166.0,2,2.0
48219,MI,46811.0,2,2.0
20611,MD,1100.0,2,2.0
21601,MD,23945.0,2,2.0
06605,CT,23867.0,2,2.0
02882,RI,12919.0,2,2.0
06105,CT,18803.0,2,2.0
06901,CT,10595.0,2,2.0
30601,GA,25036.0,2,2.0
48310,MI,43709.0,2,2.0
48507,MI,30149.0,2,2.0
30533,GA,26589.0,2,2.0
55792,MN,9827.0,2,2.0
39301,MS,23537.0,2,2.0
92612,CA,31822.0,2,2.0
48327,MI,21811.0,2,2.0
76708,TX,28499.0,2,2.0
01923,MA,27987.0,2,2.0
02888,RI,19578.0,2,2.0
30349,GA,81320.0,2,2.0
41721,KY,668.0,2,2.0
60527,IL,29139.0,2,2.0
46615,IN,14777.0,2,2.0
55901,MN,58046.0,2,2.0
48625,MI,12993.0,2,2.0
48227,MI,40266.0,2,2.0
41017,KY,40333.0,2,2.0
48340,MI,26039.0,2,2.0
55443,MN,36771.0,2,2.0
41175,KY,5378.0,2,2.0
02540,MA,8450.0,2,2.0
92308,CA,42469.0,2,2.0
81601,CO,16484.0,2,2.0
02571,MA,10858.0,2,2.0
01887,MA,23349.0,2,2.0
49686,MI,25859.0,2,2.0
74401,OK,16181.0,2,2.0
02118,MA,29073.0,2,2.0
30314,GA,20598.0,2,2.0
55705,MN,3226.0,2,2.0
60423,IL,32784.0,2,2.0
01201,MA,45494.0,2,2.0
01056,MA,21002.0,2,2.0
80909,CO,37302.0,2,2.0
92679,CA,31016.0,2,2.0
72764,AR,60786.0,2,2.0
86047,AZ,14168.0,2,2.0
20770,MD,28612.0,2,2.0
20602,MD,28736.0,2,2.0
01581,MA,21567.0,2,2.0
49007,MI,10353.0,2,2.0
93422,CA,33041.0,2,2.0
80004,CO,36076.0,2,2.0
81623,CO,16110.0,2,2.0
60169,IL,34248.0,2,2.0
02301,MA,69418.0,2,2.0
20010,DC,32663.0,2,2.0
30281,GA,69540.0,2,2.0
48238,MI,25747.0,2,2.0
81201,CO,9128.0,2,2.0
77004,TX,37005.0,2,2.0
48342,MI,18685.0,2,2.0
48060,MI,39775.0,2,2.0
87123,NM,44110.0,2,2.0
92782,CA,29266.0,2,2.0
20774,MD,51984.0,2,2.0
20794,MD,16658.0,2,2.0
20716,MD,22874.0,2,2.0
48224,MI,39633.0,2,2.0
32405,FL,28158.0,2,2.0
55413,MN,13914.0,2,2.0
30303,GA,9352.0,2,2.0
55403,MN,17707.0,2,2.0
20695,MD,13318.0,2,2.0
21043,MD,48775.0,2,2.0
32304,FL,50007.0,2,2.0
48214,MI,18959.0,2,2.0
30253,GA,62025.0,2,2.0
92316,CA,31463.0,2,2.0
59101,MT,41522.0,2,2.0
80906,CO,39019.0,2,2.0
80222,CO,22381.0,2,2.0
80002,CO,20267.0,2,2.0
92225,CA,21104.0,2,2.0
92345,CA,86499.0,2,2.0
40962,KY,17714.0,2,2.0
19973,DE,25550.0,2,2.0
07621,NJ,28321.0,2,2.0
20653,MD,25180.0,2,2.0
93705,CA,38125.0,2,2.0
92841,CA,34376.0,2,2.0
85282,AZ,52351.0,2,2.0
85215,AZ,16461.0,2,2.0
85120,AZ,30605.0,2,2.0
85022,AZ,51314.0,2,2.0
88340,NM,4022.0,2,2.0
80010,CO,42303.0,2,2.0
03431,NH,24978.0,2,2.0
18657,PA,10793.0,2,2.0
83607,ID,36024.0,2,2.0
85024,AZ,26021.0,2,2.0
72801,AR,18510.0,2,2.0
55422,MN,29290.0,2,2.0
30308,GA,22121.0,2,2.0
20854,MD,50698.0,2,2.0
19146,PA,41920.0,2,2.0
85048,AZ,34524.0,2,2.0
85027,AZ,38343.0,2,2.0
85302,AZ,41369.0,2,2.0
85139,AZ,18137.0,2,2.0
77074,TX,40199.0,2,2.0
93710,CA,30552.0,2,2.0
93930,CA,16206.0,2,2.0
20902,MD,52533.0,2,2.0
25313,WV,12546.0,2,2.0
07703,NJ,29.0,2,2.0
20876,MD,26034.0,2,2.0
07107,NJ,41627.0,2,2.0
55407,MN,38506.0,2,2.0
46268,IN,26353.0,2,2.0
48205,MI,34056.0,2,2.0
21780,MD,1688.0,2,2.0
08094,NJ,40774.0,2,2.0
46151,IN,32335.0,2,2.0
40202,KY,7179.0,2,2.0
76457,TX,3770.0,2,2.0
93105,CA,26003.0,2,2.0
86442,AZ,34171.0,2,2.0
92382,CA,5721.0,2,2.0
32202,FL,6544.0,2,2.0
30106,GA,24020.0,2,2.0
21401,MD,39308.0,2,2.0
08053,NJ,46826.0,2,2.0
55406,MN,34588.0,2,2.0
55119,MN,43010.0,2,2.0
55344,MN,15837.0,2,2.0
46218,IN,30400.0,2,2.0
60123,IL,47932.0,2,2.0
92253,CA,37422.0,2,2.0
77084,TX,109808.0,2,2.0
93727,CA,83212.0,2,2.0
84032,UT,24766.0,2,2.0
84004,UT,10259.0,2,2.0
16936,PA,2111.0,2,2.0
16693,PA,4061.0,2,2.0
85012,AZ,8201.0,2,2.0
85007,AZ,14442.0,2,2.0
86004,AZ,38451.0,2,2.0
60120,IL,50799.0,2,2.0
46204,IN,9086.0,2,2.0
55306,MN,16984.0,2,2.0
21209,MD,28659.0,2,2.0
25880,WV,5340.0,2,2.0
32124,FL,8793.0,2,2.0
85034,AZ,5033.0,2,2.0
85004,AZ,8833.0,2,2.0
86336,AZ,11125.0,2,2.0
84042,UT,11330.0,2,2.0
92407,CA,67814.0,2,2.0
77099,TX,49849.0,2,2.0
74301,OK,10612.0,2,2.0
77354,TX,40625.0,2,2.0
76542,TX,53312.0,2,2.0
50401,IA,28981.0,2,2.0
26505,WV,39057.0,2,2.0
21085,MD,17142.0,2,2.0
19941,DE,2857.0,2,2.0
21078,MD,20321.0,2,2.0
48201,MI,14500.0,2,2.0
20003,DC,36501.0,2,2.0
97015,OR,23265.0,2,2.0
74601,OK,18962.0,2,2.0
76501,TX,16987.0,2,2.0
93041,CA,22918.0,2,2.0
84096,UT,69086.0,2,2.0
97408,OR,14655.0,2,2.0
85331,AZ,31038.0,2,2.0
85250,AZ,16501.0,2,2.0
76107,TX,31591.0,2,2.0
92408,CA,13488.0,2,2.0
76103,TX,15394.0,2,2.0
76092,TX,31924.0,2,2.0
08003,NJ,31402.0,2,2.0
30107,GA,16528.0,2,2.0
40330,KY,20440.0,2,2.0
92518,CA,806.0,2,2.0
95351,CA,48668.0,2,2.0
95821,CA,39310.0,2,2.0
95820,CA,36848.0,2,2.0
85123,AZ,9965.0,2,2.0
85390,AZ,9102.0,2,2.0
92264,CA,19254.0,2,2.0
76671,TX,1988.0,2,2.0
92571,CA,59450.0,2,2.0
75965,TX,17652.0,2,2.0
46131,IN,32869.0,2,2.0
40272,KY,37747.0,2,2.0
40242,KY,10686.0,2,2.0
21227,MD,35837.0,2,2.0
21226,MD,7368.0,2,2.0
20001,DC,49040.0,2,2.0
18407,PA,14047.0,2,2.0
16002,PA,15379.0,2,2.0
77373,TX,63413.0,2,2.0
94130,CA,2747.0,2,2.0
95202,CA,6949.0,2,2.0
95677,CA,28351.0,2,2.0
78228,TX,56369.0,2,2.0
95125,CA,54000.0,2,2.0
95633,CA,3017.0,2,2.0
40403,KY,26994.0,2,2.0
10003,NY,57076.0,2,2.0
40078,KY,2356.0,2,2.0
55016,MN,38427.0,2,2.0
92545,CA,44072.0,2,2.0
15206,PA,28774.0,2,2.0
19132,PA,33926.0,2,2.0
55130,MN,18581.0,2,2.0
40216,KY,43434.0,2,2.0
60134,IL,30503.0,2,2.0
94544,CA,79769.0,2,2.0
15301,PA,48963.0,2,2.0
77630,TX,29317.0,2,2.0
95240,CA,49102.0,2,2.0
95661,CA,32847.0,2,2.0
94565,CA,100341.0,2,2.0
95650,CA,13446.0,2,2.0
08826,NJ,5426.0,2,2.0
08816,NJ,48729.0,2,2.0
10009,NY,61716.0,2,2.0
07740,NJ,31905.0,2,2.0
46226,IN,43997.0,2,2.0
92584,CA,55517.0,2,2.0
86401,AZ,27684.0,2,2.0
95008,CA,49038.0,2,2.0
95207,CA,52465.0,2,2.0
83642,ID,55465.0,2,2.0
19348,PA,22606.0,2,2.0
77536,TX,33693.0,2,2.0
94608,CA,33073.0,2,2.0
95307,CA,46346.0,2,2.0
30120,GA,42702.0,2,2.0
10455,NY,43804.0,2,2.0
08822,NJ,31844.0,2,2.0
10030,NY,29686.0,2,2.0
10452,NY,77564.0,2,2.0
10027,NY,64037.0,2,2.0
10026,NY,35644.0,2,2.0
08012,NJ,38581.0,2,2.0
33543,FL,34953.0,2,2.0
33170,FL,14908.0,2,2.0
77478,TX,24536.0,2,2.0
95602,CA,18364.0,2,2.0
78216,TX,40172.0,2,2.0
78259,TX,29842.0,2,2.0
33030,FL,36776.0,2,2.0
35180,AL,14204.0,2,2.0
95629,CA,1036.0,2,2.0
48021,MI,34244.0,2,2.0
11232,NY,30181.0,2,2.0
10459,NY,50984.0,2,2.0
08835,NJ,10953.0,2,2.0
19121,PA,41799.0,2,2.0
40208,KY,17048.0,2,2.0
30052,GA,74442.0,2,2.0
48071,MI,28468.0,2,2.0
14620,NY,24185.0,2,2.0
18509,PA,13720.0,2,2.0
11216,NY,61251.0,2,2.0
15222,PA,5976.0,2,2.0
35204,AL,9271.0,2,2.0
79902,TX,20071.0,2,2.0
11213,NY,67217.0,2,2.0
10598,NY,29040.0,2,2.0
18201,PA,31310.0,2,2.0
18706,PA,16338.0,2,2.0
14132,NY,6155.0,2,2.0
14788,NY,217.0,2,2.0
19141,PA,31047.0,2,2.0
94904,CA,12718.0,2,2.0
77550,TX,24247.0,2,2.0
17368,PA,7432.0,2,2.0
99645,AK,28818.0,2,2.0
33301,FL,19109.0,2,2.0
32809,FL,29478.0,2,2.0
78754,TX,27020.0,2,2.0
78669,TX,12415.0,2,2.0
95959,CA,18621.0,2,2.0
32084,FL,34526.0,2,2.0
33931,FL,9389.0,2,2.0
34113,FL,23740.0,2,2.0
33950,FL,24984.0,2,2.0
33578,FL,58854.0,2,2.0
32331,FL,4192.0,2,2.0
17522,PA,33848.0,2,2.0
17406,PA,23700.0,2,2.0
17402,PA,36978.0,2,2.0
45103,OH,35237.0,2,2.0
78613,TX,89279.0,2,2.0
78610,TX,45134.0,2,2.0
13021,NY,38479.0,2,2.0
17043,PA,6184.0,2,2.0
16743,PA,3933.0,2,2.0
16226,PA,7880.0,2,2.0
79106,TX,27692.0,2,2.0
96021,CA,17123.0,2,2.0
78550,TX,56038.0,2,2.0
13203,NY,16240.0,2,2.0
12308,NY,15285.0,2,2.0
11801,NY,41779.0,2,2.0
12202,NY,10257.0,2,2.0
15923,PA,1544.0,2,2.0
11420,NY,47383.0,2,2.0
76902,TX,5.0,1,1.0
33433,FL,46302.0,1,1.0
33756,FL,31807.0,1,1.0
32024,FL,20106.0,1,1.0
32082,FL,31861.0,1,1.0
32169,FL,10621.0,1,1.0
32609,FL,18322.0,1,1.0
32080,FL,21889.0,1,1.0
34972,FL,19514.0,1,1.0
33147,FL,48823.0,1,1.0
78641,TX,83426.0,1,1.0
95834,CA,35617.0,1,1.0
78619,TX,5819.0,1,1.0
95831,CA,43099.0,1,1.0
78659,TX,3911.0,1,1.0
95829,CA,32123.0,1,1.0
79110,TX,18285.0,1,1.0
32701,FL,23265.0,1,1.0
32174,FL,53097.0,1,1.0
32110,FL,8776.0,1,1.0
34981,FL,4494.0,1,1.0
34601,FL,23001.0,1,1.0
32112,FL,7460.0,1,1.0
16503,PA,15328.0,1,1.0
12768,NY,958.0,1,1.0
16950,PA,3463.0,1,1.0
16507,PA,9429.0,1,1.0
16501,PA,2241.0,1,1.0
11946,NY,15535.0,1,1.0
11433,NY,39071.0,1,1.0
11703,NY,16635.0,1,1.0
15697,PA,2923.0,1,1.0
12983,NY,7073.0,1,1.0
17103,PA,12225.0,1,1.0
17055,PA,40353.0,1,1.0
12492,NY,296.0,1,1.0
11933,NY,6899.0,1,1.0
12401,NY,35493.0,1,1.0
16134,PA,3498.0,1,1.0
19139,PA,43281.0,1,1.0
13655,NY,3789.0,1,1.0
18101,PA,5108.0,1,1.0
19460,PA,43611.0,1,1.0
14605,NY,12172.0,1,1.0
14213,NY,25834.0,1,1.0
19333,PA,7734.0,1,1.0
14212,NY,13533.0,1,1.0
19145,PA,47079.0,1,1.0
17004,PA,5414.0,1,1.0
12759,NY,1568.0,1,1.0
12783,NY,1388.0,1,1.0
12302,NY,27618.0,1,1.0
17102,PA,7989.0,1,1.0
12601,NY,44264.0,1,1.0
16323,PA,15116.0,1,1.0
18954,PA,9574.0,1,1.0
11716,NY,10315.0,1,1.0
15437,PA,2426.0,1,1.0
11206,NY,91549.0,1,1.0
11221,NY,89222.0,1,1.0
11106,NY,41722.0,1,1.0
11238,NY,60090.0,1,1.0
19082,PA,42761.0,1,1.0
18032,PA,9489.0,1,1.0
19116,PA,35610.0,1,1.0
19046,PA,19669.0,1,1.0
19026,PA,32021.0,1,1.0
18940,PA,30280.0,1,1.0
14626,NY,30032.0,1,1.0
18327,PA,641.0,1,1.0
13211,NY,6382.0,1,1.0
13601,NY,37287.0,1,1.0
17554,PA,8042.0,1,1.0
14210,NY,15480.0,1,1.0
14127,NY,30565.0,1,1.0
14108,NY,5654.0,1,1.0
14760,NY,18031.0,1,1.0
14057,NY,7915.0,1,1.0
17408,PA,24187.0,1,1.0
17401,PA,18771.0,1,1.0
18612,PA,18210.0,1,1.0
17404,PA,37745.0,1,1.0
19003,PA,13984.0,1,1.0
14810,NY,11620.0,1,1.0
14026,NY,792.0,1,1.0
17948,PA,4258.0,1,1.0
18966,PA,38079.0,1,1.0
19102,PA,7568.0,1,1.0
19096,PA,15390.0,1,1.0
18915,PA,1668.0,1,1.0
14513,NY,13459.0,1,1.0
18360,PA,29079.0,1,1.0
18419,PA,4556.0,1,1.0
18901,PA,28395.0,1,1.0
14454,NY,10759.0,1,1.0
18202,PA,13894.0,1,1.0
17810,PA,5270.0,1,1.0
18708,PA,8988.0,1,1.0
19050,PA,29176.0,1,1.0
18701,PA,4658.0,1,1.0
14203,NY,2006.0,1,1.0
18656,PA,2106.0,1,1.0
18655,PA,5881.0,1,1.0
18470,PA,2057.0,1,1.0
19103,PA,28717.0,1,1.0
10952,NY,47426.0,1,1.0
15226,PA,13931.0,1,1.0
11236,NY,100687.0,1,1.0
10927,NY,12323.0,1,1.0
15233,PA,2656.0,1,1.0
10941,NY,14549.0,1,1.0
11101,NY,48867.0,1,1.0
11212,NY,91574.0,1,1.0
15211,PA,10935.0,1,1.0
10606,NY,16929.0,1,1.0
11211,NY,68540.0,1,1.0
18355,PA,1514.0,1,1.0
18337,PA,15519.0,1,1.0
18332,PA,2843.0,1,1.0
15136,PA,23663.0,1,1.0
10462,NY,84655.0,1,1.0
08865,NJ,30537.0,1,1.0
10036,NY,33868.0,1,1.0
08852,NJ,18956.0,1,1.0
10457,NY,77488.0,1,1.0
10033,NY,50085.0,1,1.0
19134,PA,57463.0,1,1.0
19133,PA,24772.0,1,1.0
55003,MN,4024.0,1,1.0
18447,PA,10362.0,1,1.0
18446,PA,3451.0,1,1.0
19119,PA,27265.0,1,1.0
14611,NY,18586.0,1,1.0
18505,PA,20982.0,1,1.0
18471,PA,722.0,1,1.0
10454,NY,40232.0,1,1.0
10023,NY,71164.0,1,1.0
10022,NY,36708.0,1,1.0
10019,NY,49029.0,1,1.0
10018,NY,11145.0,1,1.0
55122,MN,32204.0,1,1.0
48067,MI,24589.0,1,1.0
48066,MI,47789.0,1,1.0
48093,MI,24780.0,1,1.0
48092,MI,27186.0,1,1.0
48083,MI,24074.0,1,1.0
48034,MI,14480.0,1,1.0
19137,PA,8682.0,1,1.0
48074,MI,9608.0,1,1.0
10002,NY,82155.0,1,1.0
15208,PA,9601.0,1,1.0
08690,NJ,19470.0,1,1.0
15045,PA,4475.0,1,1.0
10011,NY,53318.0,1,1.0
21902,MD,414.0,1,1.0
08558,NM,7754.0,1,1.0
10309,NY,33523.0,1,1.0
08550,NJ,21034.0,1,1.0
46071,IN,3373.0,1,1.0
40210,KY,14418.0,1,1.0
40214,KY,46220.0,1,1.0
35211,AL,24775.0,1,1.0
60098,IL,33153.0,1,1.0
55345,MN,22051.0,1,1.0
35221,AL,4036.0,1,1.0
40507,KY,2043.0,1,1.0
08810,NJ,8170.0,1,1.0
26164,WV,7674.0,1,1.0
21144,MD,37295.0,1,1.0
21140,MD,3625.0,1,1.0
08540,NJ,48216.0,1,1.0
08010,NJ,11555.0,1,1.0
30066,GA,62417.0,1,1.0
19611,PA,11238.0,1,1.0
19468,PA,27869.0,1,1.0
40511,KY,36146.0,1,1.0
46222,IN,37185.0,1,1.0
60101,IL,37644.0,1,1.0
32164,FL,49412.0,1,1.0
46072,IN,9095.0,1,1.0
10532,NY,5115.0,1,1.0
10524,NY,4447.0,1,1.0
08701,NJ,135256.0,1,1.0
26101,WV,28337.0,1,1.0
07735,NJ,18652.0,1,1.0
07751,NJ,21493.0,1,1.0
40223,KY,23227.0,1,1.0
50327,IA,11807.0,1,1.0
55309,MN,20387.0,1,1.0
40422,KY,25918.0,1,1.0
30126,GA,40305.0,1,1.0
48188,MI,46161.0,1,1.0
38834,MS,27823.0,1,1.0
55155,MN,12.0,1,1.0
40220,KY,34315.0,1,1.0
30067,GA,47653.0,1,1.0
10303,NY,28155.0,1,1.0
26815,WV,581.0,1,1.0
08021,NJ,51458.0,1,1.0
21811,MD,23907.0,1,1.0
07939,NJ,459.0,1,1.0
07932,NJ,11036.0,1,1.0
08215,NJ,14092.0,1,1.0
07920,NJ,27912.0,1,1.0
48169,MI,20336.0,1,1.0
32177,FL,25380.0,1,1.0
35215,AL,46772.0,1,1.0
30134,GA,46874.0,1,1.0
40245,KY,37866.0,1,1.0
30127,GA,68574.0,1,1.0
60061,IL,27581.0,1,1.0
08009,NJ,13885.0,1,1.0
21136,MD,34973.0,1,1.0
21919,MD,3124.0,1,1.0
08618,NJ,37544.0,1,1.0
07860,NJ,25704.0,1,1.0
25878,WV,1192.0,1,1.0
26408,WV,2745.0,1,1.0
08110,NJ,19599.0,1,1.0
55106,MN,60327.0,1,1.0
32132,FL,8189.0,1,1.0
50158,IA,31466.0,1,1.0
32179,FL,9075.0,1,1.0
60084,IL,17029.0,1,1.0
32127,FL,29999.0,1,1.0
46037,IN,47264.0,1,1.0
46237,IN,44378.0,1,1.0
30214,GA,32135.0,1,1.0
21717,MD,199.0,1,1.0
08085,NJ,21274.0,1,1.0
08104,NJ,21951.0,1,1.0
20711,MD,7193.0,1,1.0
21074,MD,15279.0,1,1.0
20903,MD,24103.0,1,1.0
40505,KY,26278.0,1,1.0
32204,FL,8673.0,1,1.0
32136,FL,8432.0,1,1.0
40336,KY,12566.0,1,1.0
60148,IL,52794.0,1,1.0
46239,IN,33290.0,1,1.0
30188,GA,67972.0,1,1.0
48170,MI,41069.0,1,1.0
50265,IA,32187.0,1,1.0
30102,GA,43463.0,1,1.0
07825,NJ,9314.0,1,1.0
07869,NJ,25993.0,1,1.0
21666,MD,12848.0,1,1.0
07108,NJ,28715.0,1,1.0
20708,MD,27832.0,1,1.0
07730,NJ,17263.0,1,1.0
20877,MD,37577.0,1,1.0
20874,MD,62908.0,1,1.0
48178,MI,36858.0,1,1.0
46158,IN,23895.0,1,1.0
55114,MN,5012.0,1,1.0
38855,MS,4798.0,1,1.0
48174,MI,33683.0,1,1.0
55115,MN,8880.0,1,1.0
46143,IN,62618.0,1,1.0
30034,GA,47450.0,1,1.0
07724,NJ,23494.0,1,1.0
20715,MD,27127.0,1,1.0
19904,DE,36880.0,1,1.0
07660,NJ,13224.0,1,1.0
20746,MD,31635.0,1,1.0
07044,NJ,14572.0,1,1.0
19804,DE,18292.0,1,1.0
07648,NJ,5641.0,1,1.0
07647,NJ,5168.0,1,1.0
20905,MD,17700.0,1,1.0
46060,IN,45073.0,1,1.0
35218,AL,6521.0,1,1.0
55318,MN,29729.0,1,1.0
55118,MN,29106.0,1,1.0
30115,GA,49804.0,1,1.0
50208,IA,20918.0,1,1.0
60089,IL,43227.0,1,1.0
40486,KY,2263.0,1,1.0
07480,NJ,15358.0,1,1.0
07103,NJ,39439.0,1,1.0
07092,NJ,7082.0,1,1.0
19802,DE,26189.0,1,1.0
19977,DE,27505.0,1,1.0
07086,NJ,17197.0,1,1.0
07305,NJ,67947.0,1,1.0
20783,MD,48946.0,1,1.0
20782,MD,35356.0,1,1.0
20020,DC,51616.0,1,1.0
55409,MN,11843.0,1,1.0
60302,IL,33698.0,1,1.0
55391,MN,15782.0,1,1.0
32246,FL,58105.0,1,1.0
40807,KY,477.0,1,1.0
07058,NJ,5584.0,1,1.0
25510,WV,5191.0,1,1.0
07652,NJ,26698.0,1,1.0
07208,NJ,33561.0,1,1.0
21009,MD,31835.0,1,1.0
20776,MD,3266.0,1,1.0
25262,WV,771.0,1,1.0
20777,MD,3527.0,1,1.0
07505,NJ,3215.0,1,1.0
02339,MA,14833.0,1,1.0
40972,KY,1402.0,1,1.0
30238,GA,41617.0,1,1.0
35473,AL,17888.0,1,1.0
55379,MN,48254.0,1,1.0
32305,FL,19199.0,1,1.0
60175,IL,26024.0,1,1.0
55410,MN,21352.0,1,1.0
20744,MD,52747.0,1,1.0
02184,MA,39143.0,1,1.0
02021,MA,24370.0,1,1.0
20012,DC,15485.0,1,1.0
03820,NH,32800.0,1,1.0
02703,MA,46389.0,1,1.0
03801,NH,22767.0,1,1.0
02148,MA,66274.0,1,1.0
02649,MA,15060.0,1,1.0
07010,NJ,25721.0,1,1.0
55357,MN,3370.0,1,1.0
48220,MI,21564.0,1,1.0
35401,AL,41852.0,1,1.0
41056,KY,14004.0,1,1.0
60403,IL,17667.0,1,1.0
30286,GA,24115.0,1,1.0
46322,IN,23984.0,1,1.0
41093,KY,2773.0,1,1.0
32404,FL,38186.0,1,1.0
41522,KY,4886.0,1,1.0
39202,MS,7405.0,1,1.0
55421,MN,30580.0,1,1.0
30274,GA,34537.0,1,1.0
40906,KY,11187.0,1,1.0
32266,FL,7217.0,1,1.0
48210,MI,27155.0,1,1.0
35226,AL,38471.0,1,1.0
40818,KY,90.0,1,1.0
48204,MI,21738.0,1,1.0
48229,MI,9258.0,1,1.0
48221,MI,38204.0,1,1.0
20650,MD,15298.0,1,1.0
07017,NJ,39054.0,1,1.0
60439,IL,24327.0,1,1.0
32433,FL,18036.0,1,1.0
41339,KY,10368.0,1,1.0
46516,IN,33670.0,1,1.0
30344,GA,35365.0,1,1.0
50630,IA,1680.0,1,1.0
39180,MS,30383.0,1,1.0
30337,GA,11810.0,1,1.0
55441,MN,18415.0,1,1.0
55426,MN,26716.0,1,1.0
41101,KY,18559.0,1,1.0
60436,IL,18535.0,1,1.0
55435,MN,14170.0,1,1.0
30329,GA,29506.0,1,1.0
32351,FL,16526.0,1,1.0
35541,AL,3457.0,1,1.0
39193,MS,510.0,1,1.0
41605,KY,685.0,1,1.0
03867,NH,22369.0,1,1.0
02169,MA,62140.0,1,1.0
03842,NH,16048.0,1,1.0
02122,MA,24385.0,1,1.0
02481,MA,17280.0,1,1.0
02451,MA,17953.0,1,1.0
02360,MA,61134.0,1,1.0
02554,MA,13517.0,1,1.0
20006,DC,1599.0,1,1.0
02766,MA,19202.0,1,1.0
02780,MA,52299.0,1,1.0
02115,MA,31604.0,1,1.0
02494,MA,10732.0,1,1.0
60440,IL,52031.0,1,1.0
50659,IA,5402.0,1,1.0
50677,IA,12789.0,1,1.0
48360,MI,12480.0,1,1.0
41701,KY,16761.0,1,1.0
39212,MS,29087.0,1,1.0
41512,KY,789.0,1,1.0
60431,IL,26853.0,1,1.0
41224,KY,5655.0,1,1.0
55448,MN,28970.0,1,1.0
48430,MI,39594.0,1,1.0
41216,KY,1390.0,1,1.0
30341,GA,35959.0,1,1.0
50602,IA,1538.0,1,1.0
48316,MI,28192.0,1,1.0
48341,MI,16980.0,1,1.0
46407,IN,9862.0,1,1.0
07002,NJ,71686.0,1,1.0
03882,NH,1682.0,1,1.0
06438,CT,2616.0,1,1.0
03264,NH,7054.0,1,1.0
02904,RI,31542.0,1,1.0
01730,MA,14566.0,1,1.0
06608,CT,14312.0,1,1.0
01720,MA,23232.0,1,1.0
01473,MA,8213.0,1,1.0
03246,NH,16905.0,1,1.0
01109,MA,30968.0,1,1.0
01824,MA,26881.0,1,1.0
48603,MI,27492.0,1,1.0
48602,MI,27613.0,1,1.0
32561,FL,9241.0,1,1.0
32425,FL,14419.0,1,1.0
51104,IA,23080.0,1,1.0
32569,FL,12378.0,1,1.0
