zipcode,state,population,is_substance_abuse_rehab,is_substance_abuse_rehab_capped_viz
90059,CA,43551.0,3,3.0
97470,OR,20160.0,3,3.0
49548,MI,34741.0,3,3.0
29203,SC,39449.0,3,3.0
27217,NC,39556.0,3,3.0
55113,MN,41699.0,3,3.0
57701,SD,46258.0,3,3.0
70131,LA,27473.0,3,3.0
80033,CO,26618.0,3,3.0
27610,NC,75164.0,3,3.0
33612,FL,49452.0,3,3.0
37601,TN,37079.0,3,3.0
84720,UT,23607.0,3,3.0
91387,CA,45749.0,3,3.0
45891,OH,15633.0,3,3.0
63023,MO,4844.0,3,3.0
91303,CA,28457.0,3,3.0
07712,NJ,39397.0,3,3.0
29118,SC,15446.0,3,3.0
06790,CT,35486.0,3,3.0
85335,AZ,35815.0,3,3.0
44870,OH,40416.0,3,3.0
49423,MI,46870.0,3,3.0
47802,IN,34229.0,3,3.0
55423,MN,37137.0,3,3.0
33875,FL,11004.0,3,3.0
62232,IL,7547.0,3,3.0
84117,UT,25675.0,3,3.0
80228,CO,34836.0,3,3.0
40508,KY,25586.0,3,3.0
46807,IN,16489.0,3,3.0
84049,UT,6655.0,3,3.0
70583,LA,11981.0,3,3.0
91504,CA,26678.0,3,3.0
44319,OH,21833.0,3,3.0
45410,OH,15758.0,3,3.0
50129,IA,5040.0,3,3.0
61103,IL,23294.0,3,3.0
49250,MI,5994.0,3,3.0
45420,OH,25045.0,3,3.0
45426,OH,14391.0,3,3.0
61104,IL,17354.0,3,3.0
63141,MO,21995.0,3,3.0
40356,KY,44381.0,3,3.0
46208,IN,23996.0,3,3.0
33765,FL,13844.0,3,3.0
44118,OH,40242.0,3,3.0
08055,NJ,28806.0,3,3.0
48322,MI,32188.0,3,3.0
43230,OH,58372.0,3,3.0
43537,OH,29075.0,3,3.0
56671,MN,3153.0,3,3.0
97801,OR,21882.0,3,3.0
72401,AR,43127.0,3,3.0
85901,AZ,18701.0,3,3.0
30076,GA,43786.0,3,3.0
94303,CA,48281.0,3,3.0
94510,CA,27174.0,3,3.0
33907,FL,24980.0,3,3.0
95472,CA,28430.0,3,3.0
12477,NY,18559.0,3,3.0
12428,NY,6969.0,3,3.0
75167,TX,12455.0,3,3.0
33127,FL,27692.0,3,3.0
92028,CA,51614.0,3,3.0
89169,NV,25938.0,3,3.0
91752,CA,38610.0,3,3.0
07410,NJ,34927.0,3,3.0
60657,IL,72316.0,3,3.0
01431,MA,3193.0,3,3.0
06702,CT,3882.0,3,3.0
28211,NC,31917.0,3,3.0
94536,CA,73172.0,3,3.0
71129,LA,13198.0,3,3.0
21014,MD,38395.0,3,3.0
49713,MI,2135.0,3,3.0
85746,AZ,43278.0,3,3.0
56201,MN,24575.0,3,3.0
29405,SC,25620.0,3,3.0
55051,MN,9858.0,3,3.0
55430,MN,24058.0,3,3.0
56633,MN,4751.0,3,3.0
88220,NM,40762.0,3,3.0
89129,NV,54067.0,3,3.0
72712,AR,38053.0,3,3.0
47129,IN,19739.0,3,3.0
91941,CA,33895.0,3,3.0
85253,AZ,17358.0,3,3.0
80206,CO,26108.0,3,3.0
37821,TN,22928.0,3,3.0
01603,MA,22417.0,3,3.0
01772,MA,10017.0,3,3.0
85715,AZ,18561.0,3,3.0
81054,CO,4823.0,3,3.0
20904,MD,59051.0,3,3.0
97601,OR,23264.0,3,3.0
81101,CO,15657.0,3,3.0
71202,LA,27535.0,3,3.0
91768,CA,35568.0,3,3.0
56301,MN,33786.0,3,3.0
47130,IN,48481.0,3,3.0
77087,TX,34654.0,3,3.0
01702,MA,39515.0,3,3.0
92122,CA,45646.0,3,3.0
71203,LA,37438.0,3,3.0
06519,CT,15450.0,3,3.0
91304,CA,52386.0,3,3.0
99212,WA,21672.0,3,3.0
87505,NM,32078.0,3,3.0
90042,CA,58295.0,3,3.0
92007,CA,10981.0,3,3.0
92021,CA,70584.0,3,3.0
92101,CA,47505.0,3,3.0
92401,CA,2016.0,3,3.0
21236,MD,40555.0,3,3.0
03574,NH,2514.0,3,3.0
21042,MD,43147.0,3,3.0
35758,AL,48192.0,3,3.0
35630,AL,32671.0,3,3.0
55432,MN,33022.0,3,3.0
01742,MA,18545.0,3,3.0
91706,CA,73313.0,3,3.0
53210,WI,25588.0,3,3.0
97138,OR,11248.0,3,3.0
90037,CA,63706.0,3,3.0
75702,TX,26777.0,3,3.0
97227,OR,6058.0,3,3.0
87401,NM,44724.0,3,3.0
05401,VT,32059.0,3,3.0
21037,MD,21453.0,3,3.0
21040,MD,25138.0,3,3.0
60637,IL,53555.0,3,3.0
77002,TX,19844.0,3,3.0
48127,MI,41222.0,3,3.0
81520,CO,14042.0,3,3.0
81137,CO,5094.0,3,3.0
85051,AZ,46123.0,3,3.0
04103,ME,31185.0,3,3.0
78626,TX,39935.0,3,3.0
70115,LA,31736.0,3,3.0
27909,NC,40606.0,3,3.0
28025,NC,58260.0,3,3.0
44125,OH,29663.0,3,3.0
44035,OH,61921.0,3,3.0
86303,AZ,18201.0,3,3.0
21703,MD,41138.0,3,3.0
77054,TX,24419.0,3,3.0
92595,CA,34405.0,3,3.0
07514,NJ,19200.0,3,3.0
20019,DC,59601.0,3,3.0
95709,CA,4874.0,3,3.0
90211,CA,8260.0,3,3.0
90036,CA,39549.0,3,3.0
77077,TX,61302.0,3,3.0
90230,CA,32743.0,3,3.0
90403,CA,25278.0,3,3.0
32413,FL,15217.0,3,3.0
71269,LA,12343.0,3,3.0
86326,AZ,24465.0,3,3.0
20601,MD,27789.0,3,3.0
30350,GA,35882.0,3,3.0
48328,MI,24178.0,3,3.0
30338,GA,37650.0,3,3.0
46406,IN,8776.0,3,3.0
93611,CA,47041.0,3,3.0
48235,MI,45188.0,3,3.0
77007,TX,42908.0,3,3.0
93550,CA,82379.0,3,3.0
48215,MI,10520.0,3,3.0
55371,MN,17132.0,3,3.0
32308,FL,23355.0,3,3.0
98168,WA,36389.0,3,3.0
98201,WA,30421.0,3,3.0
85014,AZ,26381.0,3,3.0
94558,CA,65473.0,3,3.0
92025,CA,51586.0,3,3.0
92694,CA,36637.0,3,3.0
93458,CA,59927.0,3,3.0
93510,CA,7591.0,3,3.0
21113,MD,35670.0,3,3.0
93003,CA,50558.0,3,3.0
50501,IA,28492.0,3,3.0
48206,MI,15712.0,3,3.0
20678,MD,12818.0,3,3.0
92879,CA,47243.0,3,3.0
92806,CA,40649.0,3,3.0
92807,CA,37627.0,3,3.0
92373,CA,35348.0,3,3.0
92835,CA,25450.0,3,3.0
48213,MI,19088.0,3,3.0
99901,AK,13942.0,3,3.0
23517,VA,5237.0,3,3.0
65202,MO,48239.0,3,3.0
92037,CA,41260.0,3,3.0
93012,CA,37550.0,3,3.0
92861,CA,5843.0,3,3.0
85704,AZ,34430.0,3,3.0
17602,PA,52665.0,3,3.0
92860,CA,26376.0,3,3.0
15063,PA,11003.0,3,3.0
41011,KY,26470.0,3,3.0
48212,MI,43192.0,3,3.0
07731,NJ,39677.0,3,3.0
96740,HI,38234.0,3,3.0
83709,ID,59461.0,3,3.0
95973,CA,39609.0,3,3.0
90015,CA,27324.0,3,3.0
98362,WA,23571.0,3,3.0
98516,WA,29443.0,3,3.0
99762,AK,4143.0,3,3.0
55411,MN,31214.0,3,3.0
93955,CA,32703.0,3,3.0
30144,GA,53984.0,3,3.0
93103,CA,20029.0,3,3.0
18436,PA,13576.0,3,3.0
84123,UT,39489.0,3,3.0
93021,CA,38103.0,3,3.0
40207,KY,30104.0,3,3.0
83246,ID,1038.0,3,3.0
73075,OK,8974.0,3,3.0
95632,CA,31470.0,3,3.0
92111,CA,46686.0,3,3.0
92840,CA,54365.0,3,3.0
40475,KY,62531.0,3,3.0
85035,AZ,51441.0,3,3.0
40504,KY,26042.0,3,3.0
21090,MD,10623.0,3,3.0
07726,NJ,44945.0,3,3.0
93230,CA,68412.0,3,3.0
92506,CA,45185.0,3,3.0
38114,TN,23559.0,3,3.0
93442,CA,11390.0,3,3.0
67401,KS,50338.0,3,3.0
98226,WA,47011.0,3,3.0
90020,CA,38694.0,3,3.0
21704,MD,19275.0,3,3.0
60153,IL,23512.0,3,3.0
55337,MN,47333.0,3,3.0
94063,CA,35836.0,3,3.0
30096,GA,69953.0,3,3.0
08016,NJ,34617.0,3,3.0
21060,MD,38269.0,3,3.0
85013,AZ,21970.0,3,3.0
08109,NJ,23306.0,3,3.0
92557,CA,54549.0,3,3.0
92583,CA,34674.0,3,3.0
97914,OR,19534.0,3,3.0
97214,OR,28403.0,3,3.0
72209,AR,31641.0,3,3.0
98033,WA,41763.0,3,3.0
73942,OK,14409.0,3,3.0
74851,OK,10759.0,3,3.0
28401,NC,22204.0,3,3.0
92260,CA,31641.0,3,3.0
85706,AZ,54853.0,3,3.0
20018,DC,20646.0,3,3.0
08318,NJ,11896.0,3,3.0
08360,NJ,43043.0,3,3.0
07960,NJ,45609.0,3,3.0
21738,MD,3373.0,3,3.0
15601,PA,57141.0,3,3.0
50321,IA,7783.0,3,3.0
19565,PA,8995.0,3,3.0
21133,MD,30527.0,3,3.0
08805,NJ,13948.0,3,3.0
92620,CA,64424.0,3,3.0
22204,VA,52761.0,3,3.0
66606,KS,11056.0,3,3.0
92508,CA,35415.0,3,3.0
92544,CA,50007.0,3,3.0
94124,CA,39445.0,3,3.0
55082,MN,36441.0,3,3.0
07871,NJ,20992.0,3,3.0
08232,NJ,19897.0,3,3.0
07747,NJ,31915.0,3,3.0
60062,IL,42751.0,3,3.0
19403,PA,43734.0,3,3.0
40212,KY,16360.0,3,3.0
95403,CA,44705.0,3,3.0
78028,TX,40789.0,3,3.0
95066,CA,15483.0,3,3.0
82001,WY,37528.0,3,3.0
55128,MN,29217.0,3,3.0
10025,NY,95424.0,3,3.0
44505,OH,17048.0,3,3.0
44907,OH,15014.0,3,3.0
45385,OH,39446.0,3,3.0
94606,CA,40768.0,3,3.0
95023,CA,56973.0,3,3.0
95405,CA,22015.0,3,3.0
30075,GA,56161.0,3,3.0
19601,PA,35477.0,3,3.0
40509,KY,44572.0,3,3.0
30060,GA,39890.0,3,3.0
10456,NY,93412.0,3,3.0
73860,OK,1150.0,3,3.0
95991,CA,43345.0,3,3.0
90007,CA,40944.0,3,3.0
45241,OH,24380.0,3,3.0
95340,CA,38606.0,3,3.0
94601,CA,54166.0,3,3.0
95301,CA,40886.0,3,3.0
34654,FL,23508.0,3,3.0
95205,CA,40720.0,3,3.0
19063,PA,38338.0,3,3.0
96817,HI,56823.0,3,3.0
95206,CA,69350.0,3,3.0
94945,CA,17876.0,3,3.0
38401,TN,63075.0,3,3.0
78746,TX,29106.0,3,3.0
90220,CA,50412.0,3,3.0
93535,CA,82149.0,3,3.0
33770,FL,25475.0,3,3.0
34653,FL,33381.0,3,3.0
34997,FL,44000.0,3,3.0
30165,GA,41943.0,3,3.0
95020,CA,68090.0,3,3.0
95032,CA,28109.0,3,3.0
55101,MN,7788.0,3,3.0
33619,FL,39881.0,3,3.0
94903,CA,30514.0,3,3.0
55107,MN,15383.0,3,3.0
40383,KY,24592.0,3,3.0
08844,NJ,43333.0,3,3.0
58503,ND,37157.0,3,3.0
14215,NY,42447.0,3,3.0
10940,NY,52803.0,3,3.0
84651,UT,28416.0,3,3.0
90061,CA,29570.0,3,3.0
38627,MS,1280.0,3,3.0
70360,LA,28014.0,3,3.0
73117,OK,5859.0,3,3.0
33511,FL,56627.0,3,3.0
95965,CA,21548.0,3,3.0
33952,FL,32084.0,3,3.0
32563,FL,27329.0,3,3.0
32905,FL,26064.0,3,3.0
78597,TX,2479.0,3,3.0
96080,CA,29672.0,3,3.0
28804,NC,23964.0,3,3.0
99623,AK,23878.0,2,2.0
78702,TX,25910.0,2,2.0
78676,TX,14713.0,2,2.0
95901,CA,35840.0,2,2.0
79403,TX,15604.0,2,2.0
17403,PA,40344.0,2,2.0
19067,PA,53153.0,2,2.0
94515,CA,6834.0,2,2.0
77449,TX,128180.0,2,2.0
33161,FL,53015.0,2,2.0
32086,FL,31452.0,2,2.0
35904,AL,13559.0,2,2.0
19143,PA,64648.0,2,2.0
19124,PA,68766.0,2,2.0
19464,PA,48409.0,2,2.0
19320,PA,54149.0,2,2.0
15906,PA,10060.0,2,2.0
11435,NY,58980.0,2,2.0
11717,NY,62193.0,2,2.0
11366,NY,14430.0,2,2.0
15501,PA,16277.0,2,2.0
44714,OH,8923.0,2,2.0
54911,WI,26964.0,2,2.0
90077,CA,8874.0,2,2.0
90016,CA,46512.0,2,2.0
44890,OH,10759.0,2,2.0
65802,MO,48233.0,2,2.0
92014,CA,13203.0,2,2.0
91732,CA,60137.0,2,2.0
92543,CA,39323.0,2,2.0
90630,CA,49965.0,2,2.0
34785,FL,18677.0,2,2.0
66605,KS,19531.0,2,2.0
94541,CA,69736.0,2,2.0
92706,CA,35621.0,2,2.0
82501,WY,18523.0,2,2.0
28806,NC,44621.0,2,2.0
38478,TN,18571.0,2,2.0
44906,OH,16566.0,2,2.0
74723,OK,1539.0,2,2.0
45750,OH,26327.0,2,2.0
54901,WI,37594.0,2,2.0
45424,OH,50920.0,2,2.0
95203,CA,18064.0,2,2.0
93454,CA,40994.0,2,2.0
67156,KS,14592.0,2,2.0
45011,OH,73596.0,2,2.0
95762,CA,47354.0,2,2.0
95138,CA,19530.0,2,2.0
44702,OH,1086.0,2,2.0
28645,NC,46004.0,2,2.0
28715,NC,27810.0,2,2.0
45069,OH,53694.0,2,2.0
28328,NC,25300.0,2,2.0
73044,OK,24603.0,2,2.0
90248,CA,11295.0,2,2.0
73554,OK,3371.0,2,2.0
68601,NE,30189.0,2,2.0
98026,WA,38610.0,2,2.0
98133,WA,50720.0,2,2.0
83330,ID,6720.0,2,2.0
95542,CA,2519.0,2,2.0
37934,TN,27414.0,2,2.0
44145,OH,34228.0,2,2.0
23707,VA,14316.0,2,2.0
93243,CA,1386.0,2,2.0
93023,CA,20937.0,2,2.0
44507,OH,4598.0,2,2.0
28458,NC,5587.0,2,2.0
98665,WA,28780.0,2,2.0
98801,WA,44970.0,2,2.0
83854,ID,49040.0,2,2.0
99204,WA,7000.0,2,2.0
23831,VA,37216.0,2,2.0
95128,CA,34776.0,2,2.0
98277,WA,41517.0,2,2.0
98198,WA,38727.0,2,2.0
98271,WA,32068.0,2,2.0
45680,OH,12326.0,2,2.0
98223,WA,45139.0,2,2.0
28557,NC,14910.0,2,2.0
34606,FL,28548.0,2,2.0
24015,VA,15973.0,2,2.0
44512,OH,33282.0,2,2.0
38128,TN,43197.0,2,2.0
85006,AZ,23797.0,2,2.0
83702,ID,23951.0,2,2.0
90013,CA,15589.0,2,2.0
23805,VA,19656.0,2,2.0
91423,CA,32635.0,2,2.0
98631,WA,3704.0,2,2.0
70006,LA,16540.0,2,2.0
90010,CA,5400.0,2,2.0
29902,SC,16692.0,2,2.0
62523,IL,886.0,2,2.0
92236,CA,42220.0,2,2.0
68105,NE,22669.0,2,2.0
28270,NC,34613.0,2,2.0
65203,MO,59712.0,2,2.0
92802,CA,41914.0,2,2.0
98284,WA,27293.0,2,2.0
98408,WA,20566.0,2,2.0
96793,HI,31939.0,2,2.0
96786,HI,41217.0,2,2.0
97216,OR,17488.0,2,2.0
90073,CA,936.0,2,2.0
98607,WA,35054.0,2,2.0
83686,ID,55343.0,2,2.0
93401,CA,29877.0,2,2.0
93292,CA,43316.0,2,2.0
66064,KS,5783.0,2,2.0
44403,OH,3690.0,2,2.0
38111,TN,40533.0,2,2.0
98402,WA,8053.0,2,2.0
04901,ME,26491.0,2,2.0
98144,WA,32178.0,2,2.0
96819,HI,53334.0,2,2.0
78212,TX,26738.0,2,2.0
98409,WA,27840.0,2,2.0
98368,WA,16567.0,2,2.0
97702,OR,51161.0,2,2.0
80246,CO,13265.0,2,2.0
72110,AR,11507.0,2,2.0
70117,LA,28528.0,2,2.0
90033,CA,46081.0,2,2.0
74653,OK,3677.0,2,2.0
95037,CA,53126.0,2,2.0
95228,CA,4571.0,2,2.0
94112,CA,79314.0,2,2.0
37917,TN,25013.0,2,2.0
28213,NC,47215.0,2,2.0
92336,CA,100594.0,2,2.0
91917,CA,1126.0,2,2.0
44122,OH,36268.0,2,2.0
85031,AZ,31162.0,2,2.0
76053,TX,31935.0,2,2.0
78704,TX,49197.0,2,2.0
78620,TX,20493.0,2,2.0
90302,CA,29264.0,2,2.0
90057,CA,45510.0,2,2.0
90249,CA,27125.0,2,2.0
23294,VA,18538.0,2,2.0
58701,ND,32517.0,2,2.0
91766,CA,70701.0,2,2.0
28301,NC,17670.0,2,2.0
28387,NC,16413.0,2,2.0
37920,TN,41210.0,2,2.0
37919,TN,30822.0,2,2.0
33916,FL,25940.0,2,2.0
97267,OR,31851.0,2,2.0
85268,AZ,24031.0,2,2.0
85326,AZ,72959.0,2,2.0
80517,CO,9720.0,2,2.0
28054,NC,40548.0,2,2.0
70127,LA,24332.0,2,2.0
85045,AZ,8090.0,2,2.0
98390,WA,11727.0,2,2.0
91321,CA,33560.0,2,2.0
90680,CA,30045.0,2,2.0
90255,CA,71157.0,2,2.0
84092,UT,29492.0,2,2.0
89149,NV,41805.0,2,2.0
91340,CA,34610.0,2,2.0
91208,CA,16776.0,2,2.0
29607,SC,44216.0,2,2.0
92553,CA,76761.0,2,2.0
27889,NC,26054.0,2,2.0
98296,WA,27713.0,2,2.0
40353,KY,22358.0,2,2.0
27701,NC,25208.0,2,2.0
27514,NC,33809.0,2,2.0
28756,NC,4156.0,2,2.0
85029,AZ,47101.0,2,2.0
87507,NM,51338.0,2,2.0
92596,CA,31081.0,2,2.0
92570,CA,59015.0,2,2.0
92121,CA,4658.0,2,2.0
29646,SC,26783.0,2,2.0
23116,VA,32410.0,2,2.0
90201,CA,95810.0,2,2.0
53404,WI,15532.0,2,2.0
97051,OR,17012.0,2,2.0
30022,GA,66667.0,2,2.0
30019,GA,50761.0,2,2.0
46250,IN,19156.0,2,2.0
80026,CO,32318.0,2,2.0
90274,CA,25307.0,2,2.0
97303,OR,41441.0,2,2.0
47403,IN,33066.0,2,2.0
40012,KY,627.0,2,2.0
41074,KY,5703.0,2,2.0
85304,AZ,28125.0,2,2.0
97305,OR,44535.0,2,2.0
90277,CA,37856.0,2,2.0
95376,CA,53781.0,2,2.0
92833,CA,52598.0,2,2.0
92585,CA,24887.0,2,2.0
84037,UT,39763.0,2,2.0
85033,AZ,57980.0,2,2.0
89048,NV,25166.0,2,2.0
30046,GA,40227.0,2,2.0
42653,KY,4201.0,2,2.0
42104,KY,37309.0,2,2.0
30340,GA,30529.0,2,2.0
77093,TX,47736.0,2,2.0
76309,TX,13053.0,2,2.0
53225,WI,25138.0,2,2.0
37777,TN,12200.0,2,2.0
54016,WI,33198.0,2,2.0
62025,IL,35229.0,2,2.0
53716,WI,19105.0,2,2.0
62201,IL,5125.0,2,2.0
71854,AR,35580.0,2,2.0
78501,TX,60817.0,2,2.0
62040,IL,40872.0,2,2.0
61820,IL,40822.0,2,2.0
29574,SC,10232.0,2,2.0
29732,SC,59417.0,2,2.0
45619,OH,7348.0,2,2.0
77080,TX,45428.0,2,2.0
60619,IL,63303.0,2,2.0
60435,IL,48927.0,2,2.0
75230,TX,27810.0,2,2.0
44121,OH,32887.0,2,2.0
28202,NC,16447.0,2,2.0
44107,OH,51109.0,2,2.0
58801,ND,34921.0,2,2.0
33825,FL,24943.0,2,2.0
27949,NC,8151.0,2,2.0
37405,TN,18231.0,2,2.0
43604,OH,9248.0,2,2.0
85303,AZ,34252.0,2,2.0
75165,TX,49805.0,2,2.0
89511,NV,29143.0,2,2.0
71901,AR,29363.0,2,2.0
28269,NC,82422.0,2,2.0
30097,GA,50308.0,2,2.0
46410,IN,39471.0,2,2.0
46304,IN,26835.0,2,2.0
46011,IN,17078.0,2,2.0
89406,NV,25204.0,2,2.0
84116,UT,35327.0,2,2.0
62864,IL,23327.0,2,2.0
60629,IL,114453.0,2,2.0
60615,IL,43502.0,2,2.0
27858,NC,52857.0,2,2.0
77056,TX,24115.0,2,2.0
53186,WI,32332.0,2,2.0
22572,VA,6283.0,2,2.0
64064,MO,19717.0,2,2.0
43620,OH,5019.0,2,2.0
58564,ND,70.0,2,2.0
64133,MO,35259.0,2,2.0
37388,TN,26352.0,2,2.0
79072,TX,25590.0,2,2.0
33606,FL,22271.0,2,2.0
43613,OH,32116.0,2,2.0
27703,NC,61539.0,2,2.0
49855,MI,32929.0,2,2.0
33613,FL,38801.0,2,2.0
53703,WI,38512.0,2,2.0
85203,AZ,37962.0,2,2.0
39232,MS,9052.0,2,2.0
70501,LA,28721.0,2,2.0
87102,NM,20610.0,2,2.0
89109,NV,7728.0,2,2.0
80501,CO,42822.0,2,2.0
85305,AZ,14055.0,2,2.0
85262,AZ,13366.0,2,2.0
75146,TX,23837.0,2,2.0
70737,LA,47332.0,2,2.0
40391,KY,36461.0,2,2.0
42041,KY,4267.0,2,2.0
71105,LA,21308.0,2,2.0
38655,MS,44153.0,2,2.0
84047,UT,37146.0,2,2.0
29526,SC,51403.0,2,2.0
37208,TN,21609.0,2,2.0
29406,SC,32730.0,2,2.0
37217,TN,33115.0,2,2.0
53402,WI,33621.0,2,2.0
70810,LA,42472.0,2,2.0
28210,NC,46843.0,2,2.0
27536,NC,15998.0,2,2.0
89110,NV,73954.0,2,2.0
80112,CO,35713.0,2,2.0
43232,OH,44823.0,2,2.0
33476,FL,7608.0,2,2.0
12446,NY,4930.0,2,2.0
57785,SD,9895.0,2,2.0
43701,OH,55361.0,2,2.0
84535,UT,2323.0,2,2.0
90746,CA,27147.0,2,2.0
61801,IL,27658.0,2,2.0
53227,WI,23310.0,2,2.0
27577,NC,24972.0,2,2.0
53228,WI,15341.0,2,2.0
63857,MO,12236.0,2,2.0
80234,CO,29660.0,2,2.0
85205,AZ,44137.0,2,2.0
80232,CO,22240.0,2,2.0
70506,LA,39801.0,2,2.0
27537,NC,23635.0,2,2.0
84062,UT,47771.0,2,2.0
87529,NM,4846.0,2,2.0
71929,AR,4826.0,2,2.0
75093,TX,48081.0,2,2.0
76116,TX,51639.0,2,2.0
78666,TX,86584.0,2,2.0
90805,CA,95350.0,2,2.0
84074,UT,55001.0,2,2.0
97223,OR,49967.0,2,2.0
97230,OR,41562.0,2,2.0
46805,IN,21138.0,2,2.0
27262,NC,25253.0,2,2.0
30041,GA,72489.0,2,2.0
46012,IN,19108.0,2,2.0
28206,NC,14053.0,2,2.0
27886,NC,18776.0,2,2.0
27804,NC,28707.0,2,2.0
30606,GA,46798.0,2,2.0
80236,CO,16565.0,2,2.0
77568,TX,20254.0,2,2.0
77041,TX,35958.0,2,2.0
56721,MN,10602.0,2,2.0
42101,KY,64444.0,2,2.0
40503,KY,28073.0,2,2.0
40359,KY,7158.0,2,2.0
28403,NC,38134.0,2,2.0
30904,GA,24145.0,2,2.0
87105,NM,54151.0,2,2.0
37212,TN,22318.0,2,2.0
87109,NM,40740.0,2,2.0
37203,TN,20429.0,2,2.0
43420,OH,29332.0,2,2.0
22601,VA,29720.0,2,2.0
61614,IL,27119.0,2,2.0
12206,NY,17219.0,2,2.0
11978,NY,4087.0,2,2.0
70769,LA,46671.0,2,2.0
80121,CO,18176.0,2,2.0
07083,NJ,56131.0,2,2.0
07054,NJ,30228.0,2,2.0
50002,IA,1274.0,2,2.0
08037,NJ,23814.0,2,2.0
27330,NC,39489.0,2,2.0
37115,TN,39821.0,2,2.0
47954,IN,2267.0,2,2.0
07114,NJ,17767.0,2,2.0
50313,IA,17723.0,2,2.0
55063,MN,9236.0,2,2.0
52601,IA,27899.0,2,2.0
69301,NE,9632.0,2,2.0
56701,MN,12798.0,2,2.0
58301,ND,10105.0,2,2.0
33334,FL,30138.0,2,2.0
43125,OH,14295.0,2,2.0
97232,OR,15382.0,2,2.0
80210,CO,39394.0,2,2.0
85286,AZ,49407.0,2,2.0
73501,OK,19158.0,2,2.0
85284,AZ,18638.0,2,2.0
30309,GA,31856.0,2,2.0
46825,IN,29062.0,2,2.0
37029,TN,6289.0,2,2.0
44109,OH,39121.0,2,2.0
37066,TN,59370.0,2,2.0
37040,TN,60382.0,2,2.0
37214,TN,30480.0,2,2.0
38105,TN,6232.0,2,2.0
90640,CA,62678.0,2,2.0
80304,CO,27532.0,2,2.0
07456,NJ,11735.0,2,2.0
97132,OR,32028.0,2,2.0
85249,AZ,47414.0,2,2.0
97301,OR,56393.0,2,2.0
43764,OH,8177.0,2,2.0
43215,OH,20761.0,2,2.0
45402,OH,10735.0,2,2.0
85375,AZ,27944.0,2,2.0
88001,NM,36831.0,2,2.0
07663,NJ,14294.0,2,2.0
43206,OH,21594.0,2,2.0
33428,FL,42828.0,2,2.0
84339,UT,5847.0,2,2.0
70517,LA,26434.0,2,2.0
63401,MO,21901.0,2,2.0
63108,MO,23603.0,2,2.0
37876,TN,32866.0,2,2.0
72143,AR,35111.0,2,2.0
72301,AR,24479.0,2,2.0
43068,OH,59585.0,2,2.0
67214,KS,15936.0,2,2.0
91724,CA,27180.0,2,2.0
75237,TX,19057.0,2,2.0
85396,AZ,32990.0,2,2.0
85364,AZ,73550.0,2,2.0
45249,OH,14005.0,2,2.0
65201,MO,48734.0,2,2.0
37055,TN,29319.0,2,2.0
75407,TX,25738.0,2,2.0
08244,NJ,10535.0,2,2.0
33173,FL,33648.0,2,2.0
22026,VA,20225.0,2,2.0
33319,FL,51891.0,2,2.0
33180,FL,35062.0,2,2.0
91326,CA,38041.0,2,2.0
67601,KS,24428.0,2,2.0
45225,OH,8006.0,2,2.0
44103,OH,14469.0,2,2.0
66611,KS,9843.0,2,2.0
84774,UT,1865.0,2,2.0
75243,TX,62273.0,2,2.0
85383,AZ,69617.0,2,2.0
56557,MN,2826.0,2,2.0
59601,MT,30848.0,2,2.0
57104,SD,26998.0,2,2.0
08831,NJ,55123.0,2,2.0
57013,SD,4482.0,2,2.0
33304,FL,19978.0,2,2.0
07661,NJ,12049.0,2,2.0
20151,VA,22653.0,2,2.0
49435,MI,3568.0,2,2.0
66061,KS,66166.0,2,2.0
43220,OH,27736.0,2,2.0
43050,OH,29594.0,2,2.0
91502,CA,11665.0,2,2.0
91501,CA,21157.0,2,2.0
70560,LA,39457.0,2,2.0
87801,NM,9934.0,2,2.0
57078,SD,20104.0,2,2.0
06515,CT,17877.0,2,2.0
56308,MN,26391.0,2,2.0
55416,MN,34129.0,2,2.0
56666,MN,886.0,2,2.0
36695,AL,51174.0,2,2.0
37067,TN,31465.0,2,2.0
08879,NJ,22965.0,2,2.0
55109,MN,35381.0,2,2.0
07032,NJ,41999.0,2,2.0
43081,OH,64338.0,2,2.0
31407,GA,20990.0,2,2.0
70607,LA,30339.0,2,2.0
72118,AR,22582.0,2,2.0
80224,CO,19199.0,2,2.0
80137,CO,1250.0,2,2.0
70601,LA,34571.0,2,2.0
33136,FL,15439.0,2,2.0
08087,NJ,25191.0,2,2.0
06604,CT,30003.0,2,2.0
55092,MN,10801.0,2,2.0
33135,FL,36232.0,2,2.0
55427,MN,24353.0,2,2.0
47404,IN,23799.0,2,2.0
36606,AL,19042.0,2,2.0
33134,FL,38739.0,2,2.0
91307,CA,24855.0,2,2.0
91205,CA,36693.0,2,2.0
84737,UT,21212.0,2,2.0
80538,CO,49084.0,2,2.0
45214,OH,8901.0,2,2.0
43229,OH,54310.0,2,2.0
71106,LA,34906.0,2,2.0
80809,CO,1525.0,2,2.0
31503,GA,22356.0,2,2.0
08609,NJ,14867.0,2,2.0
06457,CT,46505.0,2,2.0
07848,NJ,4818.0,2,2.0
07087,NJ,68611.0,2,2.0
33132,FL,18159.0,2,2.0
31520,GA,22726.0,2,2.0
33056,FL,36556.0,2,2.0
52722,IA,40629.0,2,2.0
56501,MN,17784.0,2,2.0
37137,TN,2828.0,2,2.0
37128,TN,70329.0,2,2.0
48858,MI,41844.0,2,2.0
